canonical_key,company_name,aliases,wko_standort_count,states_seen,firmaids,addresses,website,all_websites,email,phones,profile_url,size_class_strict,size_reason_strict,adjacent_non_core_hint,karriere_exact_match,karriere_url,karriere_emp_min,karriere_emp_max,website_valid_mentions,wko_valid_mentions,direct_31plus_sources,group_31plus_sources,borderline_sources,strict_evidence,manual_review_required
verein zur förderung der expertis gruppe bbrz bfi fab,Verein zur Förderung der Expertis Gruppe - BBRZ BFI FAB,Verein zur Förderung der Expertis Gruppe - BBRZ BFI FAB,1,oberösterreich,83456714-c9e0-4a7f-add2-9ef87f83c09c,Raimundstraße 10 4020 Linz,http://www.expertis.at/,http://www.expertis.at/,office@expertis.at,+43%20732%206922-0,https://firmen.wko.at/verein-zur-f%c3%b6rderung-der-expertis-gruppe-bbrz-bfi-fab-verein-zur-f%c3%b6rderung-der-expertis-gruppe-bbrz-bfi-fab/ober%c3%b6sterreich/?firmaid=83456714-c9e0-4a7f-add2-9ef87f83c09c&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,B_LIKELY_30_PLUS_GROUP,30+ evidence exists only in group/global/suspicious-large context,no,no,,,,"3300 [exact] https://www.expertis-gruppe.at :: g, Integration und Rehabilitation ermöglichen wir Menschen ein selbstbestimmtes Leben und sichern den Fachkräftebedarf der Wirtschaft.“ Struktur und Organisation 138 Standorte in Österreich 3.300 Mitarbeiter:innen 3 strategische Geschäftsbereiche 450 europäische Netzwerkpartner:innen Menschen und Leistungen 37.795 Kund:innen 49.645 Kund:innen 29.405 Kund:innen Unsere Auftraggeber Expertis Gruppe Muld || 3 [exact] https://www.expertis-gruppe.at :: egration und Rehabilitation ermöglichen wir Menschen ein selbstbestimmtes Leben und sichern den Fachkräftebedarf der Wirtschaft.“ Struktur und Organisation 138 Standorte in Österreich 3.300 Mitarbeiter:innen 3 strategische Geschäftsbereiche 450 europäische Netzwerkpartner:innen Menschen und Leistungen 37.795 Kund:innen 49.645 Kund:innen 29.405 Kund:innen Unsere Auftraggeber Expertis Gruppe Mulden",,0,1,0,"GROUP|official/group website|3300|3300|https://www.expertis-gruppe.at|g, Integration und Rehabilitation ermöglichen wir Menschen ein selbstbestimmtes Leben und sichern den Fachkräftebedarf der Wirtschaft.“ Struktur und Organisation 138 Standorte in Österreich 3.300 Mitarbeiter:innen 3 strategische Geschäftsbereiche 450 europäische Netzwerkpartner:innen Menschen und Leistungen 37.795 Kund:innen 49.645 Kund:innen 29.405 Kund:innen Unsere Auftraggeber Expertis Gruppe Muld",yes
wesiak gesellschaft m b h,WESIAK Gesellschaft m.b.H.,WESIAK Gesellschaft m.b.H.,1,steiermark,df2b5e51-b25e-4524-b0fc-20ab91bb85d1,Stubenberggasse 5 8010 Graz,http://www.wesiak.com/,http://www.wesiak.com/,office@wesiak.com,+43%20(0)316-82%2075%2001,https://firmen.wko.at/wesiak-gesellschaft-mbh-wwesiak-gesellschaft-mbh/steiermark/?firmaid=df2b5e51-b25e-4524-b0fc-20ab91bb85d1&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,B_LIKELY_30_PLUS_GROUP,30+ evidence exists only in group/global/suspicious-large context,no,yes,https://www.karriere.at/f/wesiak,11,30,"40 [over] https://www.wesiak.com/ :: ch Sachverständige. → 04 Wir kaufen an Wir kaufen Ihre Immobilie direkt an. → Unternehmen 01 Über uns 47 Jahre Wesiak Group — Werte, Team, Geschichte. → 02 Team Die Menschen hinter Wesiak — über 40 Mitarbeiter:innen. → 03 Karriere Offene Stellen & Initiativbewerbung. → 04 Referenzen Ausgewählte realisierte Projekte aus 47 Jahren. → BAUTRÄGERPROJEKTE Wir entwickeln Lebensräume Schlüsselfertige Wohn-, Bü || 40 [exact] https://www.wesiak.com/ :: chverständige. → 04 Wir kaufen an Wir kaufen Ihre Immobilie direkt an. → Unternehmen 01 Über uns 47 Jahre Wesiak Group — Werte, Team, Geschichte. → 02 Team Die Menschen hinter Wesiak — über 40 Mitarbeiter:innen. → 03 Karriere Offene Stellen & Initiativbewerbung. → 04 Referenzen Ausgewählte realisierte Projekte aus 47 Jahren. → BAUTRÄGERPROJEKTE Wir entwickeln Lebensräume Schlüsselfertige Wohn-, Bü || 40 [over] https://www.wesiak.com/ueber-uns :: ch Sachverständige. → 04 Wir kaufen an Wir kaufen Ihre Immobilie direkt an. → Unternehmen 01 Über uns 47 Jahre Wesiak Group — Werte, Team, Geschichte. → 02 Team Die Menschen hinter Wesiak — über 40 Mitarbeiter:innen. → 03 Karriere Offene Stellen & Initiativbewerbung. → 04 Referenzen Ausgewählte realisierte Projekte aus 47 Jahren. → UNTERNEHMEN Professionalität seit über 47 Jahren Seit 1979 entwickelt, || 40 [exact] https://www.wesiak.com/ueber-uns :: chverständige. → 04 Wir kaufen an Wir kaufen Ihre Immobilie direkt an. → Unternehmen 01 Über uns 47 Jahre Wesiak Group — Werte, Team, Geschichte. → 02 Team Die Menschen hinter Wesiak — über 40 Mitarbeiter:innen. → 03 Karriere Offene Stellen & Initiativbewerbung. → 04 Referenzen Ausgewählte realisierte Projekte aus 47 Jahren. → UNTERNEHMEN Professionalität seit über 47 Jahren Seit 1979 entwickelt, || 40 [over] https://www.wesiak.com/team :: ch Sachverständige. → 04 Wir kaufen an Wir kaufen Ihre Immobilie direkt an. → Unternehmen 01 Über uns 47 Jahre Wesiak Group — Werte, Team, Geschichte. → 02 Team Die Menschen hinter Wesiak — über 40 Mitarbeiter:innen. → 03 Karriere Offene Stellen & Initiativbewerbung. → 04 Referenzen Ausgewählte realisierte Projekte aus 47 Jahren. → UNSER TEAM Die Menschen hinter Wesiak Über 40 Mitarbeiterinnen und Mita || 40 [over] https://www.wesiak.com/team :: esiak — über 40 Mitarbeiter:innen. → 03 Karriere Offene Stellen & Initiativbewerbung. → 04 Referenzen Ausgewählte realisierte Projekte aus 47 Jahren. → UNSER TEAM Die Menschen hinter Wesiak Über 40 Mitarbeiterinnen und Mitarbeiter an drei Standorten — vom Empfang bis zur Geschäftsführung. Lernen Sie Ihre Ansprechpartner kennen. Standorte: Graz Wien Klagenfurt Graz Steiermark Wesiak Gesellschaft m.b.H. || 40 [exact] https://www.wesiak.com/team :: chverständige. → 04 Wir kaufen an Wir kaufen Ihre Immobilie direkt an. → Unternehmen 01 Über uns 47 Jahre Wesiak Group — Werte, Team, Geschichte. → 02 Team Die Menschen hinter Wesiak — über 40 Mitarbeiter:innen. → 03 Karriere Offene Stellen & Initiativbewerbung. → 04 Referenzen Ausgewählte realisierte Projekte aus 47 Jahren. → UNSER TEAM Die Menschen hinter Wesiak Über 40 Mitarbeiterinnen und Mita || 40 [exact] https://www.wesiak.com/team :: — über 40 Mitarbeiter:innen. → 03 Karriere Offene Stellen & Initiativbewerbung. → 04 Referenzen Ausgewählte realisierte Projekte aus 47 Jahren. → UNSER TEAM Die Menschen hinter Wesiak Über 40 Mitarbeiterinnen und Mitarbeiter an drei Standorten — vom Empfang bis zur Geschäftsführung. Lernen Sie Ihre Ansprechpartner kennen. Standorte: Graz Wien Klagenfurt Graz Steiermark Wesiak Gesellschaft m.b.H.",,0,1,1,"GROUP|official/group website|40|40|https://www.wesiak.com/|ch Sachverständige. → 04 Wir kaufen an Wir kaufen Ihre Immobilie direkt an. → Unternehmen 01 Über uns 47 Jahre Wesiak Group — Werte, Team, Geschichte. → 02 Team Die Menschen hinter Wesiak — über 40 Mitarbeiter:innen. → 03 Karriere Offene Stellen & Initiativbewerbung. → 04 Referenzen Ausgewählte realisierte Projekte aus 47 Jahren. → BAUTRÄGERPROJEKTE Wir entwickeln Lebensräume Schlüsselfertige Wohn-, Bü || BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/wesiak|exact normalized legal-name match",yes
zima objektmanagement gmbh,ZIMA Objektmanagement GmbH,ZIMA Objektmanagement GmbH,1,tirol,60fb6e73-f44f-43cb-8dba-67245bdf3881,Leopoldstraße 1/3 6020 Innsbruck,http://www.zima.at/,http://www.zima.at/,hausverwaltung@zima.at,+43%20(0)512%20348179-333,https://firmen.wko.at/zima-objektmanagement-gmbh/tirol/?firmaid=60fb6e73-f44f-43cb-8dba-67245bdf3881&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,B_LIKELY_30_PLUS_GROUP,30+ evidence exists only in group/global/suspicious-large context,no,no,,,,"150 [over] https://zima.at/unternehmen/uber-zima/ :: nd Inhaber, tritt in die Unternehmensgruppe ein. 1996 Standortgründung und Markteintritt in Südtirol mit einem Büro in Bozen. 1999 Management-Buyout durch Alexander Nußbaumer. 2004 Erstmals über 150 Mitarbeiter. 2009 Markteintritt in der Schweiz. EGT erstmals über 5 Mio. 2012 Standortgründung und Markteintritt in Süddeutschland mit einem Büro in Grünwald bei München. 2014 Standortgründung in der S || 180 [exact] https://zima.at/unternehmen/uber-zima/ :: htwohnungen Kauf / Miete Kundenportal Unternehmen Über ZIMA News / Presse Karriere Grundstücksankauf Kontakt 50 Jahre Vertrauen Über 50 Jahre Vertrauen Mehr als 10.000 realisierte Wohnungen 180 Mitarbeiter an sechs Standorten Immobilienentwicklung aus Leidenschaft Geschäftsmodell Broschüre Vertrauen ist unser wichtigstes Gut. Und dieses Vertrauen hat sich ZIMA in den letzten 50 Jahren konsequ || 150 [exact] https://zima.at/unternehmen/uber-zima/ :: haber, tritt in die Unternehmensgruppe ein. 1996 Standortgründung und Markteintritt in Südtirol mit einem Büro in Bozen. 1999 Management-Buyout durch Alexander Nußbaumer. 2004 Erstmals über 150 Mitarbeiter. 2009 Markteintritt in der Schweiz. EGT erstmals über 5 Mio. 2012 Standortgründung und Markteintritt in Süddeutschland mit einem Büro in Grünwald bei München. 2014 Standortgründung in der S || 160 [exact] https://zima.at/unternehmen/uber-zima/ :: ehmensgruppe und Kaufmann Bausysteme, präsentiert sich erstmals auf der EXPO REAL in München. 2019 Spatenstich beim Großprojekt “Kirschblüte”, dem ersten Wohnprojekt von ZIMA in Wien. Heute 160 Mitarbeiter Gesamt rd. 10.000 verkaufte Wohnungen 50-jähriges Firmenjubiläum Tochterunternehmen Wählen Sie eine Region: Vorarlberg Tirol Wien Südtirol Schweiz München Wir sind gerne für Sie da. Unsere",,0,1,0,GROUP|official/group website|180|180|https://zima.at/unternehmen/uber-zima/|htwohnungen Kauf / Miete Kundenportal Unternehmen Über ZIMA News / Presse Karriere Grundstücksankauf Kontakt 50 Jahre Vertrauen Über 50 Jahre Vertrauen Mehr als 10.000 realisierte Wohnungen 180 Mitarbeiter an sechs Standorten Immobilienentwicklung aus Leidenschaft Geschäftsmodell Broschüre Vertrauen ist unser wichtigstes Gut. Und dieses Vertrauen hat sich ZIMA in den letzten 50 Jahren konsequ,yes
die kärntner wohnbau und hausverwaltungsgesellschaft m b h,"""Die Kärntner""-Wohnbau und Hausverwaltungsgesellschaft m.b.H.","""Die Kärntner""-Wohnbau und Hausverwaltungsgesellschaft m.b.H.",1,kärnten,12ff5b5a-8740-4bb8-8e23-85715b6c83a9,Moritschstraße 11 9500 Villach,,,kwh@sreal-klagenfurt.at,+43%20463%20588%2084%2008,https://firmen.wko.at/%22die-k%c3%a4rntner%22-wohnbau-und-hausverwaltungsgesellschaft-mbh/k%c3%a4rnten/?firmaid=12ff5b5a-8740-4bb8-8e23-85715b6c83a9&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,yes,yes,https://www.karriere.at/f/die-k%C3%A4rntner-wohnbau-und-hausverwaltungsgesmbh,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/die-k%C3%A4rntner-wohnbau-und-hausverwaltungsgesmbh|exact normalized legal-name match,yes
hausverwaltung franz dangl gesellschaft m b h,"""Hausverwaltung Franz Dangl"" Gesellschaft m.b.H.","""Hausverwaltung Franz Dangl"" Gesellschaft m.b.H.",1,wien,4bb67eff-2c49-4cd4-a76f-0eed2ae01bdf,Martinstraße 2 1180 Wien,http://www.franz-dangl-gmbh.at/,http://www.franz-dangl-gmbh.at/,Info@franz-dangl-gmbh.at,01%20403%2037%2096,https://firmen.wko.at/%22hausverwaltung-franz-dangl%22-gesellschaft-mbh/wien/?firmaid=4bb67eff-2c49-4cd4-a76f-0eed2ae01bdf&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/hausverwaltung-franz-dangl,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/hausverwaltung-franz-dangl|exact normalized legal-name match,yes
alpen real immobilien gmbh,Alpen Real Immobilien GmbH,Alpen Real Immobilien GmbH,2,oberösterreich | salzburg,9850b2d6-ba5c-4095-b8df-2b52f86737cf | 1ef757c7-9f93-4b70-96f1-060985c93aed,Nonntaler Hauptstraße 60 5020 Salzburg | Stadtplatz 9 4400 Steyr,,,,07252/45593-0,https://firmen.wko.at/alpen-real-immobilien-gmbh/salzburg/?firmaid=9850b2d6-ba5c-4095-b8df-2b52f86737cf&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/alpen-real-immobilien,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/alpen-real-immobilien|exact normalized legal-name match,yes
bank austria real invest asset management gmbh,Bank Austria Real Invest Asset Management GmbH,Bank Austria Real Invest Asset Management GmbH,1,wien,622c7a73-0536-41fa-9e31-6313971de798,Rothschildplatz 1 1020 Wien,,,,,https://firmen.wko.at/bank-austria-real-invest-asset-management-gmbh/wien/?firmaid=622c7a73-0536-41fa-9e31-6313971de798&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,yes,yes,https://www.karriere.at/f/bank-austria-real-invest-asset-management,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/bank-austria-real-invest-asset-management|exact normalized legal-name match,yes
convival immobilien gmbh,convival Immobilien GmbH,convival Immobilien GmbH,1,wien,3547dbe5-5bd0-48b7-be8d-ee0ca80b0044,Hietzinger Hauptstraße 66/2 1130 Wien,,,,,https://firmen.wko.at/convival-immobilien-gmbh/wien/?firmaid=3547dbe5-5bd0-48b7-be8d-ee0ca80b0044&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/convival-immobilien,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/convival-immobilien|exact normalized legal-name match,yes
dr martin schober immobilienverwaltung gmbh,Dr. Martin Schober Immobilienverwaltung GmbH,Dr. Martin Schober Immobilienverwaltung GmbH,1,niederösterreich,42161173-caf0-44f5-96e1-8e79f03c87d6,Hauptplatz 10 2700 Wiener Neustadt,,,,,https://firmen.wko.at/dr-martin-schober-immobilienverwaltung-gmbh/nieder%c3%b6sterreich/?firmaid=42161173-caf0-44f5-96e1-8e79f03c87d6&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/hausverwaltung-dr-martin-und-dr-georg-schober,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/hausverwaltung-dr-martin-und-dr-georg-schober|exact normalized legal-name match,yes
dr peter dirnbacher immobilientreuhand gmbh und co kg,Dr. Peter Dirnbacher Immobilientreuhand GmbH & Co KG,Dr. Peter Dirnbacher Immobilientreuhand GmbH & Co KG,1,wien,3fb133e5-3502-4017-9c5e-2fad723cd6a1,Fuhrmannsgasse 17 1080 Wien,,,,,https://firmen.wko.at/dr-peter-dirnbacher-immobilientreuhand-gmbh-und-co-kg/wien/?firmaid=3fb133e5-3502-4017-9c5e-2fad723cd6a1&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/dr-peter-dirnbacher-immobilientreuhand,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/dr-peter-dirnbacher-immobilientreuhand|exact normalized legal-name match,yes
fle gmbh,FLE GmbH,FLE GmbH,1,wien,7dfc7864-809d-4186-b383-5ae15c289bd3,Freyung 4/12 1010 Wien,,,,,https://firmen.wko.at/fle-gmbh/wien/?firmaid=7dfc7864-809d-4186-b383-5ae15c289bd3&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/fle,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/fle|exact normalized legal-name match,yes
franz kramas gebäudeverwaltung g m b h,Franz Kramas Gebäudeverwaltung G.m.b.H.,Franz Kramas Gebäudeverwaltung G.m.b.H.,1,wien,cbd09d2d-cff7-4a30-8a18-11710631c757,Liechtensteinstraße 36 1090 Wien,http://www.kramas.at/,http://www.kramas.at/,kramas@kramas.at,+43%20(0)%201%20317%2093%2019,https://firmen.wko.at/franz-kramas-geb%c3%a4udeverwaltung-gmbh/wien/?firmaid=cbd09d2d-cff7-4a30-8a18-11710631c757&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,no,,,,"25 [approx] https://www.kramas.at/ :: sichtigung der in unseren Unternehmens-Leitsätzen hervorgehobenen modernen Dienstleistungsangebote auf. Im Sinne und zum Nutzen unserer KundInnen arbeiten alle unsere Abteilungen und unsere rund 25 MitarbeiterInnen so eng zusammen, damit kundenseitig ein vernetztes Dienstleistungsangebot genutzt werden kann. Durch unsere Firmenstruktur bringen wir die Anforderung eines persönlichen Ansprechpartners mi || 25 [exact] https://www.kramas.at/ :: igung der in unseren Unternehmens-Leitsätzen hervorgehobenen modernen Dienstleistungsangebote auf. Im Sinne und zum Nutzen unserer KundInnen arbeiten alle unsere Abteilungen und unsere rund 25 MitarbeiterInnen so eng zusammen, damit kundenseitig ein vernetztes Dienstleistungsangebot genutzt werden kann. Durch unsere Firmenstruktur bringen wir die Anforderung eines persönlichen Ansprechpartners mi || 25 [exact] https://www.kramas.at/unternehmen/ :: verwaltung zur Verfügung. Wir bieten ein großes Repertoire von Umsetzungsmöglichkeiten für alle Belange einer professionellen Immobilienbewirtschaftung an. In jedem Bereich steht für unsere 25 MitarbeiterInnen die Perspektive der „Kramas-Brille“ für Innovation und Zukunftsorientierung im Vordergrund. Neben Fachkompetenz ist für uns der persönliche Kontakt ein wesentliches Anliegen, um KundInnen d",,0,0,1,"BORDER|official website|25|25|https://www.kramas.at/|sichtigung der in unseren Unternehmens-Leitsätzen hervorgehobenen modernen Dienstleistungsangebote auf. Im Sinne und zum Nutzen unserer KundInnen arbeiten alle unsere Abteilungen und unsere rund 25 MitarbeiterInnen so eng zusammen, damit kundenseitig ein vernetztes Dienstleistungsangebot genutzt werden kann. Durch unsere Firmenstruktur bringen wir die Anforderung eines persönlichen Ansprechpartners mi",yes
goldbeck parking gmbh,GOLDBECK Parking GmbH,GOLDBECK Parking GmbH,1,niederösterreich,b837922a-eeaf-4650-b5eb-27316da0131c,"Campus 21, Europaring F15, Tür 502 2345 Brunn/Gebirge",,,,,https://firmen.wko.at/goldbeck-parking-gmbh/nieder%c3%b6sterreich/?firmaid=b837922a-eeaf-4650-b5eb-27316da0131c&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,yes,yes,https://www.karriere.at/f/goldbeck-parking,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/goldbeck-parking|exact normalized legal-name match,yes
gsa wohnbauträger gmbh,GSA Wohnbauträger GmbH,GSA Wohnbauträger GmbH,1,oberösterreich,9d65930d-0479-4028-9f68-2edde4a97a33,Mozartstraße 6-10 4020 Linz,,,,,https://firmen.wko.at/gsa-wohnbautr%c3%a4ger-gmbh/ober%c3%b6sterreich/?firmaid=9d65930d-0479-4028-9f68-2edde4a97a33&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,yes,yes,https://www.karriere.at/f/gsa-wohnbautr%C3%A4ger,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/gsa-wohnbautr%C3%A4ger|exact normalized legal-name match,yes
gutwerk immobilien treuhand gmbh,Gutwerk Immobilien Treuhand GmbH,Gutwerk Immobilien Treuhand GmbH,1,wien,e98c9dfe-41b4-4b02-820a-17cf04779d16,Marc-Aurel-Straße 10-12/12 1010 Wien,,,,,https://firmen.wko.at/gutwerk-immobilien-treuhand-gmbh/wien/?firmaid=e98c9dfe-41b4-4b02-820a-17cf04779d16&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/gutwerk-immobilien-treuhand,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/gutwerk-immobilien-treuhand|exact normalized legal-name match,yes
hammerl immobilien management gmbh,Hammerl Immobilien Management GmbH,Hammerl Immobilien Management GmbH,1,wien,45e08b32-768a-442c-88b0-d46c39e7971d,Marksteinergasse 13 1210 Wien,http://hammerl.at/,http://hammerl.at/,office@hammerl.at,+43%20(0)1278%2033%2064,https://firmen.wko.at/hammerl-immobilien-management-gmbh/wien/?firmaid=45e08b32-768a-442c-88b0-d46c39e7971d&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,no,,,,"22 [exact] https://www.hammerl.at/unternehmen :: 5 Immobilien betreute Fläche: ca. 210.000 Quadratmeter Mehrparteienhäuser nach WEG, Mischhäuser, Zinshäuser, Gewerbeimmobilien Ihr Partner für Wien, Burgenland und Niederösterreich Team von 22 MitarbeiterInnen, die sich um Ihre Anliegen kümmern Zweier-Team für jedes Haus - damit ist jederzeitige Betreuung sichergestellt Mitglied des ÖVI (Österreichischer Verband der Immobilientreuhänder) mit Verp",,0,0,1,"BORDER|official website|22|22|https://www.hammerl.at/unternehmen|5 Immobilien betreute Fläche: ca. 210.000 Quadratmeter Mehrparteienhäuser nach WEG, Mischhäuser, Zinshäuser, Gewerbeimmobilien Ihr Partner für Wien, Burgenland und Niederösterreich Team von 22 MitarbeiterInnen, die sich um Ihre Anliegen kümmern Zweier-Team für jedes Haus - damit ist jederzeitige Betreuung sichergestellt Mitglied des ÖVI (Österreichischer Verband der Immobilientreuhänder) mit Verp",yes
haus und grund immobilien management gmbh,Haus & Grund Immobilien Management GmbH,Haus & Grund Immobilien Management GmbH,2,oberösterreich | salzburg,d103a1fd-e6b7-4e9c-98bc-63bf61bb7e87 | 8e4aa7d3-b6fd-49a4-8443-88b723f02297,Ignaz-Härtl-Straße 2-10 5020 Salzburg | Südtirolerstraße 5 4020 Linz,,,,0732/666873,https://firmen.wko.at/haus-und-grund-immobilien-management-gmbh/salzburg/?firmaid=d103a1fd-e6b7-4e9c-98bc-63bf61bb7e87&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/haus-grund-immobilien-management,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/haus-grund-immobilien-management|exact normalized legal-name match,yes
ibt verwaltung gmbh,IBT Verwaltung GmbH,IBT Verwaltung GmbH,1,salzburg,1753a909-e00f-4ee6-89f6-6914da24ba81,0662 882392 12,http://www.ibt.ag/,http://www.ibt.ag/,office@ibt.ag,0662%20882392%2012,https://firmen.wko.at/ibt-verwaltung-gmbh/salzburg/?firmaid=1753a909-e00f-4ee6-89f6-6914da24ba81&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/ibt-verwaltung-salzburg,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/ibt-verwaltung-salzburg|exact normalized legal-name match,yes
im quadrat immobilien vermittlung und verwaltung gmbh,IM-Quadrat Immobilien Vermittlung & Verwaltung GmbH,IM-Quadrat Immobilien Vermittlung & Verwaltung GmbH,2,oberösterreich | wien,d8388d6d-ab58-4624-b691-17df5b642214 | a176cc83-d77f-455a-93a7-fc98dde8157a,"Gürtelstraße 28 4020 Linz | Sechtergasse 18, Tür 3 1120 Wien",https://www.im-quadrat.at/,https://www.im-quadrat.at/,office@im-2.at,+435701050,https://firmen.wko.at/im-quadrat-immobilien-vermittlung-und-verwaltung-gmbh-hausverwaltung/ober%c3%b6sterreich/?firmaid=d8388d6d-ab58-4624-b691-17df5b642214&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/im-quadrat,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/im-quadrat|exact normalized legal-name match,yes
immobilien verwaltung klagenfurt gmbh,Immobilien Verwaltung Klagenfurt GmbH,Immobilien Verwaltung Klagenfurt GmbH,1,kärnten,d3e56be0-14f6-4218-bcc3-272c7810184e,Paulitschgasse 13 9020 Klagenfurt am Wörthersee,https://www.klagenfurt-wohnen.at/,https://www.klagenfurt-wohnen.at/,gerhard.scheucher@klagenfurt.at,+43%20463%205373320,https://firmen.wko.at/immobilien-verwaltung-klagenfurt-gmbh-immobilien-verwaltung-klagenfurt-gmbh/k%c3%a4rnten/?firmaid=d3e56be0-14f6-4218-bcc3-272c7810184e&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/immobilien-verwaltung-klagenfurt-klagenfurt-am-w%C3%B6rthersee,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/immobilien-verwaltung-klagenfurt-klagenfurt-am-w%C3%B6rthersee|exact normalized legal-name match,yes
immobilientreuhand kluger gmbh,Immobilientreuhand Kluger GmbH,Immobilientreuhand Kluger GmbH,1,wien,085657f5-9f16-4690-923d-20497f4158bc,Favoritenstraße 10/3 1040 Wien,,,,,https://firmen.wko.at/immobilientreuhand-kluger-gmbh/wien/?firmaid=085657f5-9f16-4690-923d-20497f4158bc&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,C_BORDERLINE_20_30,Strict standalone evidence in 20-30 range,no,yes,https://www.karriere.at/f/immobilientreuhand-kluger,11,30,,,0,0,1,BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/immobilientreuhand-kluger|exact normalized legal-name match,yes
