no,company_name,stage3_scope,primary_dm,primary_dm_role,direct_phone,phone_type,phone_verified,phone_source_url,personal_email,email_type,email_verified,email_source_url,secondary_phone,secondary_email,fallback_company_phone,fallback_company_email,website,contact_summary,contact_confidence,research_notes,stage3_owner_summary,stage3_source_urls,research_complete,manual_reviewed,checked_source_count,checked_source_urls,machine_selected_sources
64,Gutwerk Immobilien Treuhand GmbH,MAIN,Stefan Jaitler; Barbara Jaitler-Konya,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Consult Data group | Consult Data Rechenzentrum GmbH,https://www.gutwerk.at/ | https://firmen.wko.at/gutwerk-immobilien-treuhand-gmbh/wien/?firmaid=e98c9dfe-41b4-4b02-820a-17cf04779d16&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
65,IVB-Immobilienvermarktung und Bauträger Ges.m.b.H.,MAIN,Matthias Zachs; Günter Buchinger,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Three-way corporate ownership consortium | Koch Vermögensverwaltung GmbH; BANK BURGENLAND Immobilien Holding GmbH; Buchinger Immobilien GesmbH,https://www.evi.gv.at/f/110194a | https://firmen.wko.at/ivb-immobilienvermarktung-und-bautr%c3%a4ger-gesmbh/burgenland/?firmaid=cb9c2ef1-4df2-4ce4-8b62-8e9dec5ab0fe&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
66,Pusta & Partner HausverwaltungsGmbH,MAIN,Markus Pusta; Lukas Pusta-Katzian,Geschäftsführer / Gesellschafter,none,NONE,no,,none,NONE,no,,,,+4313155132,office@pusta-partner.at,https://www.pusta-partner.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 2 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Pusta family ownership | Günter Pusta; Markus Pusta; Lukas Pusta-Katzian,https://www.pusta.at/ | https://firmen.wko.at/pusta-und-partner-hausverwaltungsgmbh-immobilientreuh%c3%a4nder-verwalter/wien/?firmaid=a1db2e73-f7c0-43f0-9b66-ab991ef0bd7b&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,2,https://pusta-partner.at/ | https://pusta-partner.at/impressum/,
67,Venta Immobilien Service GmbH,MAIN,Siegbert Schützenhöfer,Ultimate owner-controller / Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Mag Siegbert Schützenhöfer via Venta Consulting GmbH -> Venta Beteiligungs GmbH | Venta Consulting GmbH,https://www.evi.gv.at/f/417852p | https://www.evi.gv.at/f/288937h | https://www.evi.gv.at/f/300232v | https://firmen.wko.at/venta-immobilien-service-gmbh/steiermark/?firmaid=07639a24-aa67-4fa3-b85b-dcad9eeeb5b0&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
68,Die Kärntner-Wohnbau und Hausverwaltungsgesellschaft m.b.H.,MAIN,Daniela Sampl-Lutz; Fabian Eder,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,ÖSW Konzern via immo 360 grad gmbh | immo 360 grad gmbh,https://www.evi.gv.at/f/105496t | https://www.immo-360.at/unternehmen | https://firmen.wko.at/%22die-k%c3%a4rntner%22-wohnbau-und-hausverwaltungsgesellschaft-mbh/k%c3%a4rnten/?firmaid=12ff5b5a-8740-4bb8-8e23-85715b6c83a9&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
69,COLLIERS Immobilienverwaltung GmbH,MAIN,Philip Engel,Geschäftsführer / Gesellschafter,none,NONE,no,,none,NONE,no,,,,+4314380090920,none,https://www.colliers.com/de-at/dienstleistungen/property-management-services,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 1 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Colliers Austria plus individual partners | Philip Engel; Colliers International Immobilienmakler GmbH; Ronald Leitner,https://www.colliers.com/de-at | https://firmen.wko.at/colliers-immobilienverwaltung-gmbh/wien/?firmaid=75f91559-31fe-4a99-94c3-5e0d5534bb38&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,1,https://www.colliers.com/de-at/dienstleistungen/property-management-services,
70,IG Immobilien Management GmbH,MAIN,Hubert Vögel; Paul Grassel,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,http://www.ig-immobilien.com/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,IG Immobilien group | IG Immobilien Invest GmbH,https://www.ig-immobilien.com/ | https://firmen.wko.at/ig-immobilien-management-gmbh/wien/?firmaid=c4d3400e-4a70-4a48-845a-99d6d37c175f&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
71,Leitgöb Hausverwaltung GmbH,MAIN,Günther Leitgöb,Controlling owner / Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Günther Leitgöb 99.25%; Isabella Nindl-Leitgöb 0.75% via parent | Leitgöb Beteiligung und Verwaltung GmbH,https://www.evi.gv.at/f/519411s | https://www.firmenabc.at/leitgoeb-beteiligung-und-verwaltung-gmbh_KHLL | https://firmen.wko.at/leitg%c3%b6b-hausverwaltung-gmbh/salzburg/?firmaid=0d349152-ab87-43fc-8530-6ccc2e0a8a6d&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
72,RES Immobilienverwaltung GmbH,MAIN,Klaus Pfoser,Owner / Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+43181777400,office@res.at,http://www.res.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 2 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Dr Klaus Pfoser | Dr Klaus Pfoser,https://www.res-immobilien.at/ | https://firmen.wko.at/res-immobilienverwaltung-gmbh-res-immobilienverwaltung-gmbh/wien/?firmaid=65a232ee-baac-4ccf-a4fa-d120bd2ac7ec&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,2,https://www.res.at/ | https://www.res.at/kontakt,
73,Weinberger Biletti Immobilien Graz GmbH,MAIN,Susanne Weinberger,Geschäftsführerin / Gesellschafterin,none,NONE,no,,none,NONE,no,,,,+43316711116,none,http://www.weinberger-biletti.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 1 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Weinberger family | Susanne Weinberger; Udo Weinberger,https://www.weinberger-biletti.at/ | https://firmen.wko.at/weinberger-biletti-immobilien-graz-gmbh-immobilienverwaltung/steiermark/?firmaid=58454438-1735-4e38-9836-6164e061238a&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,1,https://www.weinberger-biletti.at/,
74,Hausverwaltung Franz Dangl Gesellschaft m.b.H.,MAIN,Thomas Minten,Geschäftsführer / Gesellschafter,none,NONE,no,,none,NONE,no,,,,none,none,http://www.franz-dangl-gmbh.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 1 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Nemetschek/Minten private ownership | Margarete Nemetschek; Thomas Minten,https://www.dangl.at/ | https://firmen.wko.at/%22hausverwaltung-franz-dangl%22-gesellschaft-mbh/wien/?firmaid=4bb67eff-2c49-4cd4-a76f-0eed2ae01bdf&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,1,https://franz-dangl-gmbh.at/,
75,convival Immobilien GmbH,MAIN,Gregor Zimmel,Owner / Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Gregor Zimmel | Gregor Zimmel,https://www.evi.gv.at/f/566253a | https://firmen.wko.at/convival-immobilien-gmbh/wien/?firmaid=3547dbe5-5bd0-48b7-be8d-ee0ca80b0044&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
76,Immobilien Treuhand Hanke & Bodner KG,MAIN,Christina Elisabeth Bodner,Managing general partner,none,NONE,no,,none,NONE,no,,,,+43476298236,none,https://www.spittaler-hausverwaltung.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 2 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Hanke/Bodner partner structure | Christina Elisabeth Bodner; Traugott Hanke; Astrid Hanke,https://www.hanke-bodner.at/ | https://firmen.wko.at/immobilien-treuhand-hanke-und-bodner-kg/k%c3%a4rnten/?firmaid=b243c568-5e0c-4d69-845d-088ae10a693a&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,2,https://www.spittaler-hausverwaltung.at/ | https://www.spittaler-hausverwaltung.at/impressum,
77,LIM-MANAGEMENT GmbH,MAIN,Clemens Limberg,Owner-family Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+4314053333,office@lim-management.at,http://www.lim-management.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 7 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,MMag Dr Clemens Limberg; Mag Miriam Limberg via LIMBERG GmbH | LIMBERG GmbH,https://www.evi.gv.at/f/334564g | https://firmen.wko.at/lim-management-gmbh-immobilienverwaltung/wien/?firmaid=010eeb90-7e9f-41ce-b393-6ee8d3c325f3&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,7,https://www.lim-management.at/ | https://www.lim-management.at/ueber-uns/ | https://www.lim-management.at/kontakt/ | https://www.lim-management.at/impressum-agb/ | https://www.lim-management.at/assets/AGB-LIM-M-final-01-2026.pdf | https://www.lim-management.at/assets/AGB-Mayr-final-01-2026.pdf | https://www.lim-management.at/assets/AGB-AW-final-01-2026-v2.pdf,
78,Sabo+Mandl & Tomaschek Immobilien GmbH,MAIN,Ferenc Sabo; Evelyn Mandl,Geschäftsführer / Gesellschafter,none,NONE,no,,none,NONE,no,,,,+4317200202720,office@smt-immobilien.at,https://www.smt-immobilien.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 5 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Ferenc Sabo; Evelyn Mandl | Ferenc Sabo; Evelyn Mandl,https://www.sabo-mandl.at/ | https://firmen.wko.at/sabomandl-und-tomaschek-immobilien-gmbh/wien/?firmaid=2dc15e46-bd71-4b0c-9b35-5e3feaac897c&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,5,https://www.smt-immobilien.at/ | https://www.smt-immobilien.at/team/ | https://www.smt-immobilien.at/kontakt/ | https://www.smt-immobilien.at/impressum/ | https://www.smt-immobilien.at/downloads_und_links/,
79,WESIAK Gesellschaft m.b.H.,MAIN,Michael Spazierer; Matthias-Timur Jelinek,Geschäftsführer / Gesellschafter,none,NONE,no,,michael.spazierer@wesiak.com,A_PERSONAL_VERIFIED,yes,https://www.wesiak.com/team,,,+433168275010,office@wesiak.com,http://www.wesiak.com/,Michael Spazierer: A_PERSONAL_VERIFIED michael.spazierer@wesiak.com,HIGH,Machine discovery checked 5 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Michael Spazierer; Matthias-Timur Jelinek | Michael Spazierer; Matthias-Timur Jelinek,https://www.wesiak.at/ | https://firmen.wko.at/wesiak-gesellschaft-mbh-wwesiak-gesellschaft-mbh/steiermark/?firmaid=df2b5e51-b25e-4524-b0fc-20ab91bb85d1&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,5,https://www.wesiak.com/ | https://www.wesiak.com/team | https://www.wesiak.com/ueber-uns | https://www.wesiak.com/kontakt | https://www.wesiak.com/impressum,https://www.wesiak.com/team
80,CBRE GWS Austria GmbH,MAIN,Michael Erpelding; Felix Mathiowetz,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,"CBRE Group, Inc. | Relam Amsterdam Holdings B.V.",https://www.cbre.at/ | https://firmen.wko.at/cbre-gws-austria-gmbh/tirol/?firmaid=5a15c029-6f74-46ae-9744-690c59c0627a&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
81,HÖS Heimat Österreich Service GesmbH,MAIN,Franz Berger; Dominique Gefahrt,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Caritas OÖ 16.65%; Caritas Wien 18.15%; Raiffeisenverband Salzburg 25%; Caritas Salzburg 25.20%; Diözese St. Pölten 15% via parent | Heimat Österreich gemeinnützige Wohnungs- und Siedlungsgesellschaft m.b.H.,https://www.hoes.at/ | https://firmen.wko.at/h%c3%96s-heimat-%c3%96sterreich-service-gesmbh/salzburg/?firmaid=60b9d09f-16e8-4f20-8463-0305e579475c&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
82,KIBB Immobilien GmbH,MAIN,Thomas Auböck,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Four-owner current shareholder structure | Pro Familia Privatstiftung; Felicius Immobilien GmbH; KOPUS Immobilien GmbH; Auböck Invest GmbH,https://www.kibb.at/ | https://firmen.wko.at/kibb-immobilien-gmbh/wien/?firmaid=1abea1f8-b61b-405a-873a-22e8ad6430bf&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
83,REIWAG Facility Services GmbH,MAIN,Viktor Wagner,Geschäftsführer / Gesellschafter,none,NONE,no,,none,NONE,no,,,,+437202625,office@reiwag.at,http://www.reiwag.com/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 4 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Viktor Wagner / VIWAG Privatstiftung | Viktor Wagner; VIWAG Privatstiftung,https://www.reiwag.com/ | https://firmen.wko.at/reiwag-facility-services-gmbh/wien/?firmaid=ccd49180-ebb3-460d-a3e1-c311d3b25cf9&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,4,https://www.reiwag.com/ | https://www.reiwag.com/team | https://www.reiwag.com/unternehmen/laenderuebersicht | https://www.reiwag.com/impressum,
84,Weinberger Biletti Immobilien GmbH,MAIN,Marko Weinberger,Owner / Geschäftsführer,+436648222255,A_MOBILE_PUBLIC,yes,https://wbi.wien/impressum/,angelika.weinberger@wbi.wien,A_PERSONAL_VERIFIED,yes,https://wbi.wien/team/,,,+4314058122,none,http://www.wbi.wien/,Marko Weinberger: A_MOBILE_PUBLIC +436648222255 ; Marko Weinberger: A_PERSONAL_VERIFIED angelika.weinberger@wbi.wien,HIGH,Machine discovery checked 4 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Marko Weinberger | Marko Weinberger,https://www.weinberger-biletti.at/ | https://firmen.wko.at/weinberger-biletti-immobilien-gmbh-hausverwaltung/wien/?firmaid=dae5cc36-561a-431f-b78c-43832158c004&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,4,https://wbi.wien/ | https://wbi.wien/team/ | https://wbi.wien/kontakt/ | https://wbi.wien/impressum/,https://wbi.wien/impressum/ | https://wbi.wien/team/
85,ARWAG Immobilientreuhand Gesellschaft m.b.H.,MAIN,Michael Schmidl; Michaela Reiter-Benesch,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+436072026,bewerbung@arwag.at,http://www.arwag.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 8 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,"Wien Holding 63.03% plus Erste, Fonds für temporäres Wohnen and Wiener Städtische in ARWAG Holding | ARWAG Holding AG",https://www.arwag.at/Impressum | https://firmen.wko.at/arwag-immobilientreuhand-gesellschaft-mbh-wo-das-leben-lebt/wien/?firmaid=e7a3723a-2739-4e83-9d1a-5612db0501b7&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,8,https://www.arwag.at/ | https://www.arwag.at/ueber-uns | https://www.arwag.at/kontakt | https://www.arwag.at/impressum | https://www.arwag.at/assets/Uploads/ARWAG_Broschure_Betriebskostenfibel.pdf | https://www.arwag.at/assets/Uploads/ARWAG_Broschure_Schimmel.pdf | https://www.arwag.at/assets/Uploads/arwag_vielseitigkeits_brochure_ansicht_DS.pdf | https://www.arwag.at/assets/jobs/Office-Allrounderin-mwd-f988ceb6852d99e1c3a15cec761cf666/ITH_MA-OFFICE_20260827_20260831.pdf,
86,Frieda Rustler Gebäudeverwaltung GmbH & Co KG,MAIN,Martin Troger,Managing Partner,none,NONE,no,,troger@rustler.eu,A_PERSONAL_VERIFIED,yes,https://rustler.eu/kontakt/management/,,,+4319042000,office@rustler.eu,http://www.rustler.eu/,Martin Troger: A_PERSONAL_VERIFIED troger@rustler.eu,HIGH,Machine discovery checked 11 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Rustler partner/family group | Frieda Rustler Gebäudeverwaltung GmbH (general partner); Dr Peter Rustler; Ing Michael Moshammer; Wegerer Beteiligung GmbH; MMTroger Beteiligung GmbH,https://www.evi.gv.at/f/30159b | https://www.evi.gv.at/f/349375m | https://rustler.eu/kontakt/management/ | https://firmen.wko.at/frieda-rustler-geb%c3%a4udeverwaltung-gmbh-und-co-kg/salzburg/?firmaid=eaece165-7f32-4ffe-9a7e-d03f164975ee&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,11,https://rustler.eu/ | https://rustler.eu/team-linz/ | https://rustler.eu/kontakt/management/ | https://rustler.eu/kontakt/ | https://rustler.eu/impressum/ | https://rustler.eu/gruppe/pressekontakt/ | https://rustler.eu/downloads/ | https://rustler.eu/wp-content/uploads/2025/06/Meldezettel.pdf | https://rustler.eu/wp-content/uploads/2025/06/SEPA-Einzugsermaechtigung.pdf | https://rustler.eu/wp-content/uploads/2025/06/Bedienungsanleitung-fuer-Ihre-Wohnung.pdf | https://rustler.eu/wp-content/uploads/2025/06/Merkblatt.pdf,https://rustler.eu/kontakt/management/
87,IMV Immobilien Management GmbH,MAIN,Wolfgang Macho,Owner / Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+43158669550,office@imv.co.at,http://www.imv.co.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 3 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Wolfgang Macho has material/control position in GIM/IMV group | Wolfgang Macho; GIM-Beteiligungsholding GmbH,https://imv.co.at/uber-uns/ | https://firmen.wko.at/imv-immobilien-management-gmbh/steiermark/?firmaid=8a39d3d5-cfe4-4789-bbbf-1aeed095c331&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,3,https://imv.co.at/ | https://imv.co.at/kontakt/ | https://imv.co.at/impressum/,
88,PFG Liegenschaftsbewirtschaftungs GmbH & Co KG,MAIN,Klaus Wiltschnigg; Markus Gratz,Geschäftsführer of managing general partner,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,MAP-WSV-led institutional ownership consortium | PFG Liegenschaftsbewirtschaftungs GmbH (general partner); Wüstenrot Versicherungs AG; PFG Holding GmbH,https://www.evi.gv.at/f/248931a | https://www.firmenabc.at/pfg-liegenschaftsbewirtschaftungs-gmbh_KWwV | https://firmen.wko.at/pfg-liegenschaftsbewirtschaftungs-gmbh-undco-kg/salzburg/?firmaid=e3a6e719-cf2f-4fae-baa7-66ed02613d23&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
89,STRABAG Property and Facility Services GmbH,MAIN,Stefan Babsch; Matthias Plattner,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+438006650020,presse@strabag-pfs.com,http://www.strabag-pfs.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 5 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,STRABAG SE group | STRABAG AG,https://www.strabag-pfs.com/ | https://firmen.wko.at/strabag-property-and-facility-services-gmbh/wien/?firmaid=fbeabe35-12a5-4bf9-931b-0bfc5bb85e79&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,5,https://www.strabag-pfs.com/at | https://www.strabag-pfs.com/ueber-uns | https://www.strabag-pfs.com/kontakt | https://www.strabag-pfs.com/contact | https://www.strabag-pfs.com/impressum,
90,ZIMA Objektmanagement GmbH,MAIN,Alexander Nußbaumer; Nicole Hanser,Geschäftsführer; Gesellschafterin/Geschäftsführerin,+43512348179,C_PERSON_BOUND_OFFICE,yes,https://zima.at/unternehmen/kontakt/,none,NONE,no,,,,+4355723838,office@zima.at,http://www.zima.at/,Nicole Hanser: C_PERSON_BOUND_OFFICE +43512348179,MEDIUM_HIGH,Machine discovery checked 3 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,ZIMA group / Nicole Hanser | ZIMA Wohn- und Projektmanagement GmbH; Nicole Hanser,https://www.zima.at/ | https://firmen.wko.at/zima-objektmanagement-gmbh/tirol/?firmaid=60fb6e73-f44f-43cb-8dba-67245bdf3881&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,3,https://zima.at/ | https://zima.at/unternehmen/kontakt/ | https://zima.at/impressum/,https://zima.at/unternehmen/kontakt/
91,APCOA Austria GmbH,SECONDARY,Caroline Aichholzer-Lang; Katrin Teichert,Geschäftsführerinnen,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,APCOA Group | APCOA Deutschland GmbH,https://www.evi.gv.at/f/249499k,machine_only,no,0,,
92,Erste Group Immorent GmbH,SECONDARY,Andreja Triller Tonin; Wolfgang Hausner,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Erste Group Bank AG | Erste Group Bank AG,https://www.erstegroupimmorent.com/,machine_only,no,0,,
93,Salinen Immobilien Gesellschaft m.b.H.,SECONDARY,Peter Untersperger; Kurt Thomanek,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,"Salinen group; parent shareholder structure led by AIC Androsch International Management Consulting 41.25% and Invest Holding 41.25%, plus Mitarbeiter-Privatstiftung 10% and minorities | Österreichische Salinen AG",https://www.salinen.com/de/impressum/,machine_only,no,0,,
94,Bank Austria Real Invest Asset Management GmbH,SECONDARY,Reinhold Jaretz; Harald Heinzl,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,UniCredit Bank Austria / UniCredit group | Bank Austria Real Invest Immobilien-Management GmbH,https://www.realinvest.at/ueber-uns-unternehmensinfos.jsp,machine_only,no,0,,
95,Reinberg & Partner Immobilienberatung GmbH,SECONDARY,Wolfgang Fessl; Isabella Reinberg,Major shareholders / Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Wolfgang Fessl and Isabella Reinberg are largest individual owners | Michael Reinberg; Wolfgang Fessl; Isabella Reinberg; Isabel Liebl; SB108 Invest GmbH,https://www.reinberg-partner.at/,machine_only,no,0,,
96,UBM Development AG,SECONDARY,Thomas G. Winkler,CEO / Vorstand,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Public shareholder structure | Public-company shareholder base,https://www.ubm-development.com/de/impressum/,machine_only,no,0,,
