no,company_name,stage3_scope,primary_dm,primary_dm_role,direct_phone,phone_type,phone_verified,phone_source_url,personal_email,email_type,email_verified,email_source_url,secondary_phone,secondary_email,fallback_company_phone,fallback_company_email,website,contact_summary,contact_confidence,research_notes,stage3_owner_summary,stage3_source_urls,research_complete,manual_reviewed,checked_source_count,checked_source_urls,machine_selected_sources
57,AREV Immobilien Gesellschaft m.b.H.,MAIN,Claus Pargfrieder; Gerald Hommer; Horst Lischka,Geschäftsführer,+43775285885411,B_DIRECT_DIAL,yes,https://www.arev.at/,none,NONE,no,,Gerald Hommer: +43 732 605533-183 [B_DIRECT_DIAL] | Horst Lischka: +43 732 605533-183 [B_DIRECT_DIAL],,+43732605533,info@teamsisu.at,http://www.arev.at/,B_DIRECT_DIAL: +43775285885411; fallback saved,MEDIUM_HIGH,Public AREV management contacts explicitly bind individual DWs to Stage-3 Primary DMs.,LAWOG and Oberösterreichische Versicherung via AREV Holding GmbH | AREV Holding GmbH,https://www.evi.gv.at/f/384773v | https://www.evi.gv.at/f/383426m | https://firmen.wko.at/arev-immobilien-gesellschaft-mbh/ober%c3%b6sterreich/?firmaid=c161f677-5e7a-4720-945d-e4475d198301&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,4,https://www.arev.at/ | https://www.arev.at/ueber-uns | https://www.arev.at/kontakt | https://www.arev.at/impressum,
58,Franz Kramas Gebäudeverwaltung G.m.b.H.,MAIN,Karl Wiesflecker,Owner / Geschäftsführer,+436769354247,A_MOBILE_PUBLIC,yes,https://www.gerichtssachverstaendige.at/,gf@kramas.at,C_MANAGEMENT_NAMED,yes,https://www.gerichtssachverstaendige.at/,,,+4313177551,none,http://www.kramas.at/,A_MOBILE_PUBLIC: +436769354247; C_MANAGEMENT_NAMED: gf@kramas.at; fallback saved,MEDIUM_HIGH,Public court expert business directory explicitly lists Karl Wiesflecker mobile and management email; Kramas official site confirms him as managing director.,Karl Wiesflecker | Karl Wiesflecker,https://www.kramas.at/ | https://firmen.wko.at/franz-kramas-geb%c3%a4udeverwaltung-gmbh/wien/?firmaid=cbd09d2d-cff7-4a30-8a18-11710631c757&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,3,https://www.kramas.at/ | https://www.kramas.at/kontakt/ | https://www.kramas.at/impressum/ | https://www.gerichtssachverstaendige.at/,
59,IMMOcontract Real Estate Management GmbH,MAIN,Harald Hundskarl; Thomas Sturm,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,http://www.donath.at/,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,ADOMO group | ADOMO Beteiligungs GmbH,https://www.immocontract.at/ | https://firmen.wko.at/immocontract-real-estate-management-gmbh/steiermark/?firmaid=dbe2a200-b7a0-42d4-86c9-c84c06edd055&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,,
60,Palladio Immobilien GmbH,MAIN,Herta Oppitz; Johannes Hafner,Geschäftsführer,+431904319022,B_DIRECT_DIAL,yes,https://www.palladio-immobilien.at/team/,h.oppitz@palladio-immobilien.at,A_PERSONAL_VERIFIED,yes,https://www.austria-campus.at/freie-flaechen/,Johannes Hafner: +43 1 9043190-11 [B_DIRECT_DIAL],,+4319043190,none,http://www.palladio-immobilien.at/,B_DIRECT_DIAL: +431904319022; A_PERSONAL_VERIFIED: h.oppitz@palladio-immobilien.at; fallback saved,HIGH,Official Palladio team page publishes DWs for both managing directors; Austria Campus public contact page publishes Herta Oppitz personal business email.,Palladio group | Palladio Beteiligungs GmbH,https://www.palladio.at/ | https://firmen.wko.at/palladio-immobilien-gmbh/wien/?firmaid=6f77e8b8-4109-46d6-ac85-12ad559c2ce4&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,4,https://www.palladio-immobilien.at/ | https://www.palladio-immobilien.at/team/ | https://www.palladio-immobilien.at/kontakt/ | https://www.palladio-immobilien.at/impressum/ | https://www.austria-campus.at/freie-flaechen/,
61,Stiller & Hohla Immobilientreuhänder GmbH,MAIN,Leo Hohla; Franz Stiller,Owner-family Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+4366265850,none,http://www.stiller-hohla.at/,NO_DIRECT_CONTACT_FOUND; fallback saved,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Hohla family holding and Stiller family holding | Hohla Holding GmbH; Stiller Holding GmbH,https://www.stiller-hohla.at/ | https://firmen.wko.at/stiller-und-hohla-immobilientreuh%c3%a4nder-gmbh/salzburg/?firmaid=7a1bd960-03ae-4c71-a887-9adeda32eef0&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,5,https://stiller-hohla.at/ | https://stiller-hohla.at/team/ | https://stiller-hohla.at/kontakt/ | https://stiller-hohla.at/impressum/ | https://stiller-hohla.at/downloads/,
62,WSE Wiener Standortentwicklung GmbH,MAIN,Josef Herwei; Andreas Meinhold,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,City of Vienna via Wien Holding | Wien Holding GmbH,https://www.wse.at/ | https://firmen.wko.at/wse-wiener-standortentwicklung-gmbh/wien/?firmaid=9e4cd29e-fc6c-43c2-afca-24c24f3a43b3&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,,
63,Brichard Immobilien GmbH,MAIN,Oliver Brichard,Geschäftsführer / Gesellschafter,+436643004714,A_MOBILE_PUBLIC,yes,https://www.gerichtssachverstaendige.at/,o.brichard@brichard.at,A_PERSONAL_VERIFIED,yes,https://www.gerichtssachverstaendige.at/,,,+4313692450,office@brichard.at,http://www.brichard.at/,A_MOBILE_PUBLIC: +436643004714; A_PERSONAL_VERIFIED: o.brichard@brichard.at; fallback saved,MEDIUM_HIGH,Public Austrian court expert business directory explicitly lists Oliver Brichard mobile and business email.,Brichard/Trescher private ownership | Oliver Brichard; Robert Trescher,https://www.brichard.at/ueber-uns/team/ | https://firmen.wko.at/brichard-immobilien-gmbh/wien/?firmaid=ddcbf14e-575a-457e-a7ac-3ba72a9cabb5&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,3,https://www.brichard.at/ | https://www.brichard.at/ueber-uns/ | https://www.brichard.at/kontakt/ | https://www.gerichtssachverstaendige.at/,
64,Gutwerk Immobilien Treuhand GmbH,MAIN,Stefan Jaitler; Barbara Jaitler-Konya,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Consult Data group | Consult Data Rechenzentrum GmbH,https://www.gutwerk.at/ | https://firmen.wko.at/gutwerk-immobilien-treuhand-gmbh/wien/?firmaid=e98c9dfe-41b4-4b02-820a-17cf04779d16&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,,
65,IVB-Immobilienvermarktung und Bauträger Ges.m.b.H.,MAIN,Matthias Zachs; Günter Buchinger,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Three-way corporate ownership consortium | Koch Vermögensverwaltung GmbH; BANK BURGENLAND Immobilien Holding GmbH; Buchinger Immobilien GesmbH,https://www.evi.gv.at/f/110194a | https://firmen.wko.at/ivb-immobilienvermarktung-und-bautr%c3%a4ger-gesmbh/burgenland/?firmaid=cb9c2ef1-4df2-4ce4-8b62-8e9dec5ab0fe&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,,
66,Pusta & Partner HausverwaltungsGmbH,MAIN,Markus Pusta; Lukas Pusta-Katzian,Geschäftsführer / Gesellschafter,none,NONE,no,,none,NONE,no,,,,+4313155132,office@pusta-partner.at,https://www.pusta-partner.at/,NO_DIRECT_CONTACT_FOUND; fallback saved,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Pusta family ownership | Günter Pusta; Markus Pusta; Lukas Pusta-Katzian,https://www.pusta.at/ | https://firmen.wko.at/pusta-und-partner-hausverwaltungsgmbh-immobilientreuh%c3%a4nder-verwalter/wien/?firmaid=a1db2e73-f7c0-43f0-9b66-ab991ef0bd7b&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,2,https://pusta-partner.at/ | https://pusta-partner.at/impressum/,
67,Venta Immobilien Service GmbH,MAIN,Siegbert Schützenhöfer,Ultimate owner-controller / Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Mag Siegbert Schützenhöfer via Venta Consulting GmbH -> Venta Beteiligungs GmbH | Venta Consulting GmbH,https://www.evi.gv.at/f/417852p | https://www.evi.gv.at/f/288937h | https://www.evi.gv.at/f/300232v | https://firmen.wko.at/venta-immobilien-service-gmbh/steiermark/?firmaid=07639a24-aa67-4fa3-b85b-dcad9eeeb5b0&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,,
68,Die Kärntner-Wohnbau und Hausverwaltungsgesellschaft m.b.H.,MAIN,Daniela Sampl-Lutz; Fabian Eder,Geschäftsführer,+43424222200,C_PERSON_BOUND_OFFICE,yes,https://www.kwh-kaernten.at/,none,NONE,no,,Fabian Eder: +43 4242 22200 [C_PERSON_BOUND_OFFICE],,none,none,,C_PERSON_BOUND_OFFICE: +43424222200,MEDIUM_HIGH,"Official management/team page explicitly lists the same company line under both Stage-3 Primary DMs; classified person-bound office, not direct dial.",ÖSW Konzern via immo 360 grad gmbh | immo 360 grad gmbh,https://www.evi.gv.at/f/105496t | https://www.immo-360.at/unternehmen | https://firmen.wko.at/%22die-k%c3%a4rntner%22-wohnbau-und-hausverwaltungsgesellschaft-mbh/k%c3%a4rnten/?firmaid=12ff5b5a-8740-4bb8-8e23-85715b6c83a9&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,https://www.kwh-kaernten.at/,
69,COLLIERS Immobilienverwaltung GmbH,MAIN,Philip Engel,Geschäftsführer / Gesellschafter,+4314380090910,B_DIRECT_DIAL,yes,https://www.colliers.com/de-at/dienstleistungen/property-management-services,none,NONE,no,,,,+4314380090920,none,https://www.colliers.com/de-at/dienstleistungen/property-management-services,B_DIRECT_DIAL: +4314380090910; fallback saved,HIGH,Official Colliers property management page explicitly publishes Philip Engel individual business line.,Colliers Austria plus individual partners | Philip Engel; Colliers International Immobilienmakler GmbH; Ronald Leitner,https://www.colliers.com/de-at | https://firmen.wko.at/colliers-immobilienverwaltung-gmbh/wien/?firmaid=75f91559-31fe-4a99-94c3-5e0d5534bb38&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,1,https://www.colliers.com/de-at/dienstleistungen/property-management-services,
70,IG Immobilien Management GmbH,MAIN,Hubert Vögel; Paul Grassel,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,http://www.ig-immobilien.com/,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,IG Immobilien group | IG Immobilien Invest GmbH,https://www.ig-immobilien.com/ | https://firmen.wko.at/ig-immobilien-management-gmbh/wien/?firmaid=c4d3400e-4a70-4a48-845a-99d6d37c175f&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,,
71,Leitgöb Hausverwaltung GmbH,MAIN,Günther Leitgöb,Controlling owner / Geschäftsführer,+43658270203,C_PERSON_BOUND_OFFICE,yes,https://www.lwb.at/,none,NONE,no,,,,none,none,,C_PERSON_BOUND_OFFICE: +43658270203,MEDIUM_HIGH,Official Leitgöb public contact/team material explicitly binds this business phone to Günther Leitgöb.,Günther Leitgöb 99.25%; Isabella Nindl-Leitgöb 0.75% via parent | Leitgöb Beteiligung und Verwaltung GmbH,https://www.evi.gv.at/f/519411s | https://www.firmenabc.at/leitgoeb-beteiligung-und-verwaltung-gmbh_KHLL | https://firmen.wko.at/leitg%c3%b6b-hausverwaltung-gmbh/salzburg/?firmaid=0d349152-ab87-43fc-8530-6ccc2e0a8a6d&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,https://www.lwb.at/,
72,RES Immobilienverwaltung GmbH,MAIN,Klaus Pfoser,Owner / Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+43181777400,office@res.at,http://www.res.at/,NO_DIRECT_CONTACT_FOUND; fallback saved,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Dr Klaus Pfoser | Dr Klaus Pfoser,https://www.res-immobilien.at/ | https://firmen.wko.at/res-immobilienverwaltung-gmbh-res-immobilienverwaltung-gmbh/wien/?firmaid=65a232ee-baac-4ccf-a4fa-d120bd2ac7ec&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,2,https://www.res.at/ | https://www.res.at/kontakt,
73,Weinberger Biletti Immobilien Graz GmbH,MAIN,Susanne Weinberger,Geschäftsführerin / Gesellschafterin,+436643330877,A_MOBILE_PUBLIC,yes,https://www.gerichtssachverstaendige.at/,susanne.weinberger@weinberger-biletti.at,A_PERSONAL_VERIFIED,yes,https://www.gerichtssachverstaendige.at/,,,+43316711116,none,http://www.weinberger-biletti.at/,A_MOBILE_PUBLIC: +436643330877; A_PERSONAL_VERIFIED: susanne.weinberger@weinberger-biletti.at; fallback saved,MEDIUM_HIGH,Public Austrian court expert directory explicitly lists Susanne Weinberger mobile and business email.,Weinberger family | Susanne Weinberger; Udo Weinberger,https://www.weinberger-biletti.at/ | https://firmen.wko.at/weinberger-biletti-immobilien-graz-gmbh-immobilienverwaltung/steiermark/?firmaid=58454438-1735-4e38-9836-6164e061238a&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,1,https://www.weinberger-biletti.at/ | https://www.gerichtssachverstaendige.at/,
74,Hausverwaltung Franz Dangl Gesellschaft m.b.H.,MAIN,Thomas Minten,Geschäftsführer / Gesellschafter,none,NONE,no,,none,NONE,no,,,,none,none,http://www.franz-dangl-gmbh.at/,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Nemetschek/Minten private ownership | Margarete Nemetschek; Thomas Minten,https://www.dangl.at/ | https://firmen.wko.at/%22hausverwaltung-franz-dangl%22-gesellschaft-mbh/wien/?firmaid=4bb67eff-2c49-4cd4-a76f-0eed2ae01bdf&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,1,https://franz-dangl-gmbh.at/,
75,convival Immobilien GmbH,MAIN,Gregor Zimmel,Owner / Geschäftsführer,+4313914144,C_PERSON_BOUND_OFFICE,yes,https://www.convival.at/,none,NONE,no,,,,none,none,,C_PERSON_BOUND_OFFICE: +4313914144,MEDIUM_HIGH,Public Convival property/contact listings explicitly bind this business number to Gregor Zimmel; no personal email promoted.,Gregor Zimmel | Gregor Zimmel,https://www.evi.gv.at/f/566253a | https://firmen.wko.at/convival-immobilien-gmbh/wien/?firmaid=3547dbe5-5bd0-48b7-be8d-ee0ca80b0044&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,https://www.convival.at/,
76,Immobilien Treuhand Hanke & Bodner KG,MAIN,Christina Elisabeth Bodner,Managing general partner,none,NONE,no,,none,NONE,no,,,,+43476298236,none,https://www.spittaler-hausverwaltung.at/,NO_DIRECT_CONTACT_FOUND; fallback saved,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Hanke/Bodner partner structure | Christina Elisabeth Bodner; Traugott Hanke; Astrid Hanke,https://www.hanke-bodner.at/ | https://firmen.wko.at/immobilien-treuhand-hanke-und-bodner-kg/k%c3%a4rnten/?firmaid=b243c568-5e0c-4d69-845d-088ae10a693a&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,2,https://www.spittaler-hausverwaltung.at/ | https://www.spittaler-hausverwaltung.at/impressum,
77,LIM-MANAGEMENT GmbH,MAIN,Clemens Limberg,Owner-family Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+4314053333,office@lim-management.at,http://www.lim-management.at/,NO_DIRECT_CONTACT_FOUND; fallback saved,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,MMag Dr Clemens Limberg; Mag Miriam Limberg via LIMBERG GmbH | LIMBERG GmbH,https://www.evi.gv.at/f/334564g | https://firmen.wko.at/lim-management-gmbh-immobilienverwaltung/wien/?firmaid=010eeb90-7e9f-41ce-b393-6ee8d3c325f3&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,7,https://www.lim-management.at/ | https://www.lim-management.at/ueber-uns/ | https://www.lim-management.at/kontakt/ | https://www.lim-management.at/impressum-agb/ | https://www.lim-management.at/assets/AGB-LIM-M-final-01-2026.pdf | https://www.lim-management.at/assets/AGB-Mayr-final-01-2026.pdf | https://www.lim-management.at/assets/AGB-AW-final-01-2026-v2.pdf,
78,Sabo+Mandl & Tomaschek Immobilien GmbH,MAIN,Ferenc Sabo; Evelyn Mandl,Geschäftsführer / Gesellschafter,none,NONE,no,,none,NONE,no,,,,+4317200202720,office@smt-immobilien.at,https://www.smt-immobilien.at/,NO_DIRECT_CONTACT_FOUND; fallback saved,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Ferenc Sabo; Evelyn Mandl | Ferenc Sabo; Evelyn Mandl,https://www.sabo-mandl.at/ | https://firmen.wko.at/sabomandl-und-tomaschek-immobilien-gmbh/wien/?firmaid=2dc15e46-bd71-4b0c-9b35-5e3feaac897c&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,5,https://www.smt-immobilien.at/ | https://www.smt-immobilien.at/team/ | https://www.smt-immobilien.at/kontakt/ | https://www.smt-immobilien.at/impressum/ | https://www.smt-immobilien.at/downloads_und_links/,
79,WESIAK Gesellschaft m.b.H.,MAIN,Michael Spazierer; Matthias-Timur Jelinek,Geschäftsführer / Gesellschafter,+4331682750115,B_DIRECT_DIAL,yes,https://www.wesiak.com/team,michael.spazierer@wesiak.com,A_PERSONAL_VERIFIED,yes,https://www.wesiak.com/team,Timur Jelinek: +43 316 827501 17 [B_DIRECT_DIAL],Timur Jelinek: timur.jelinek@wesiak.com [A_PERSONAL_VERIFIED],+433168275010,office@wesiak.com,http://www.wesiak.com/,B_DIRECT_DIAL: +4331682750115; A_PERSONAL_VERIFIED: michael.spazierer@wesiak.com; fallback saved,HIGH,Official WESIAK team page publishes personal DW/email for both managing directors. Official page uses Timur Jelinek; Stage-3 registry name is Matthias-Timur Jelinek.,Michael Spazierer; Matthias-Timur Jelinek | Michael Spazierer; Matthias-Timur Jelinek,https://www.wesiak.at/ | https://firmen.wko.at/wesiak-gesellschaft-mbh-wwesiak-gesellschaft-mbh/steiermark/?firmaid=df2b5e51-b25e-4524-b0fc-20ab91bb85d1&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,5,https://www.wesiak.com/ | https://www.wesiak.com/team | https://www.wesiak.com/ueber-uns | https://www.wesiak.com/kontakt | https://www.wesiak.com/impressum,https://www.wesiak.com/team
80,CBRE GWS Austria GmbH,MAIN,Michael Erpelding; Felix Mathiowetz,Geschäftsführer,+436648114765,A_MOBILE_PUBLIC,yes,https://www.cbre.at/,none,NONE,no,,,,none,none,,A_MOBILE_PUBLIC: +436648114765,HIGH,Official CBRE Austria public profile/contact material publishes Michael Erpelding mobile business number.,"CBRE Group, Inc. | Relam Amsterdam Holdings B.V.",https://www.cbre.at/ | https://firmen.wko.at/cbre-gws-austria-gmbh/tirol/?firmaid=5a15c029-6f74-46ae-9744-690c59c0627a&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,https://www.cbre.at/,
81,HÖS Heimat Österreich Service GesmbH,MAIN,Franz Berger; Dominique Gefahrt,Geschäftsführer,+43622320353,C_PERSON_BOUND_OFFICE,yes,https://heimat-oesterreich-service.at/team-13/,none,NONE,no,,Dominique Gefahrt: +43 6223 20353 [C_PERSON_BOUND_OFFICE],,none,none,,C_PERSON_BOUND_OFFICE: +43622320353,MEDIUM_HIGH,Official HÖS team page explicitly lists the same management office line under Franz Berger and Dominique Gefahrt.,Caritas OÖ 16.65%; Caritas Wien 18.15%; Raiffeisenverband Salzburg 25%; Caritas Salzburg 25.20%; Diözese St. Pölten 15% via parent | Heimat Österreich gemeinnützige Wohnungs- und Siedlungsgesellschaft m.b.H.,https://www.hoes.at/ | https://firmen.wko.at/h%c3%96s-heimat-%c3%96sterreich-service-gesmbh/salzburg/?firmaid=60b9d09f-16e8-4f20-8463-0305e579475c&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,https://heimat-oesterreich-service.at/team-13/,
82,KIBB Immobilien GmbH,MAIN,Thomas Auböck,Geschäftsführer,+4315335763,C_PERSON_BOUND_OFFICE,yes,https://www.kibb.at/,none,NONE,no,,,,none,none,,C_PERSON_BOUND_OFFICE: +4315335763,MEDIUM_HIGH,Official KIBB public contact material explicitly identifies Thomas Auböck with the business line; not classified as personal DW/mobile.,Four-owner current shareholder structure | Pro Familia Privatstiftung; Felicius Immobilien GmbH; KOPUS Immobilien GmbH; Auböck Invest GmbH,https://www.kibb.at/ | https://firmen.wko.at/kibb-immobilien-gmbh/wien/?firmaid=1abea1f8-b61b-405a-873a-22e8ad6430bf&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,https://www.kibb.at/,
83,REIWAG Facility Services GmbH,MAIN,Viktor Wagner,Geschäftsführer / Gesellschafter,none,NONE,no,,none,NONE,no,,,,+437202625,office@reiwag.at,http://www.reiwag.com/,NO_DIRECT_CONTACT_FOUND; fallback saved,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Viktor Wagner / VIWAG Privatstiftung | Viktor Wagner; VIWAG Privatstiftung,https://www.reiwag.com/ | https://firmen.wko.at/reiwag-facility-services-gmbh/wien/?firmaid=ccd49180-ebb3-460d-a3e1-c311d3b25cf9&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,4,https://www.reiwag.com/ | https://www.reiwag.com/team | https://www.reiwag.com/unternehmen/laenderuebersicht | https://www.reiwag.com/impressum,
84,Weinberger Biletti Immobilien GmbH,MAIN,Marko Weinberger,Owner / Geschäftsführer,+4314058122174,B_DIRECT_DIAL,yes,https://wbi.wien/team/,marko.weinberger@wbi.wien,A_PERSONAL_VERIFIED,yes,https://wbi.wien/team/,,,+4314058122,none,http://www.wbi.wien/,B_DIRECT_DIAL: +4314058122174; A_PERSONAL_VERIFIED: marko.weinberger@wbi.wien; fallback saved,HIGH,Official Weinberger Biletti team/imprint publishes Marko Weinberger individual DW and business email.,Marko Weinberger | Marko Weinberger,https://www.weinberger-biletti.at/ | https://firmen.wko.at/weinberger-biletti-immobilien-gmbh-hausverwaltung/wien/?firmaid=dae5cc36-561a-431f-b78c-43832158c004&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,4,https://wbi.wien/ | https://wbi.wien/team/ | https://wbi.wien/kontakt/ | https://wbi.wien/impressum/,https://wbi.wien/impressum/ | https://wbi.wien/team/
85,ARWAG Immobilientreuhand Gesellschaft m.b.H.,MAIN,Michael Schmidl; Michaela Reiter-Benesch,Geschäftsführer,+43179700302,B_DIRECT_DIAL,yes,https://www.salonreal.at/mitglieder/,reiter-benesch@arwag.at,A_PERSONAL_VERIFIED,yes,https://www.salonreal.at/mitglieder/,,,+436072026,bewerbung@arwag.at,http://www.arwag.at/,B_DIRECT_DIAL: +43179700302; A_PERSONAL_VERIFIED: reiter-benesch@arwag.at; fallback saved,MEDIUM_HIGH,Public industry member directory explicitly lists Michaela Reiter-Benesch with ARWAG DW and business email.,"Wien Holding 63.03% plus Erste, Fonds für temporäres Wohnen and Wiener Städtische in ARWAG Holding | ARWAG Holding AG",https://www.arwag.at/Impressum | https://firmen.wko.at/arwag-immobilientreuhand-gesellschaft-mbh-wo-das-leben-lebt/wien/?firmaid=e7a3723a-2739-4e83-9d1a-5612db0501b7&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,8,https://www.arwag.at/ | https://www.arwag.at/ueber-uns | https://www.arwag.at/kontakt | https://www.arwag.at/impressum | https://www.arwag.at/assets/Uploads/ARWAG_Broschure_Betriebskostenfibel.pdf | https://www.arwag.at/assets/Uploads/ARWAG_Broschure_Schimmel.pdf | https://www.arwag.at/assets/Uploads/arwag_vielseitigkeits_brochure_ansicht_DS.pdf | https://www.arwag.at/assets/jobs/Office-Allrounderin-mwd-f988ceb6852d99e1c3a15cec761cf666/ITH_MA-OFFICE_20260827_20260831.pdf | https://www.salonreal.at/mitglieder/,
