firmaid,company_name,business_label,street,postal_code,city,address,phones,email,all_emails,website,all_websites,states_seen,wko_state_record_count,profile_url
ec31029a-b8c8-4294-8edb-421a43133f92,IBM Stelzer GmbH,,Grazer Straße 18a,8230,Hartberg,Grazer Straße 18a 8230 Hartberg,,,,,,steiermark,1,https://firmen.wko.at/ibm-stelzer-gmbh/steiermark/?firmaid=ec31029a-b8c8-4294-8edb-421a43133f92&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
1753a909-e00f-4ee6-89f6-6914da24ba81,IBT Verwaltung GmbH,http://www.ibt.ag,,0662,882392 12,0662 882392 12,0662%20882392%2012,office@ibt.ag,office@ibt.ag,http://www.ibt.ag/,http://www.ibt.ag/,salzburg,1,https://firmen.wko.at/ibt-verwaltung-gmbh/salzburg/?firmaid=1753a909-e00f-4ee6-89f6-6914da24ba81&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
74f00355-d15f-4108-86cf-5e1805d2a304,IBV-Beteiligungs- und Immobilien Verwaltungsgesellschaft m.b.H.,aktuell ruhend gemeldet,Apollogasse 4/10,1070,Wien,Apollogasse 4/10 1070 Wien,+43%201%20524%2084%2084,office@ibvimmobilien.at,office@ibvimmobilien.at,http://www.ibvimmobilien.at/,http://www.ibvimmobilien.at/,wien,1,https://firmen.wko.at/ibv-beteiligungs-und-immobilien-verwaltungsgesellschaft-mbh/wien/?firmaid=74f00355-d15f-4108-86cf-5e1805d2a304&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
4ec60655-cfd8-4da7-9424-96ea0e61cd3f,IBW Immobilien GmbH,https://www.ibw.tirol/,Salzburgerstraße 22b,6380,St.Johann/T,Salzburgerstraße 22b 6380 St.Johann/T,+43%205352%2063070%2040,office@ibw.tirol,office@ibw.tirol,https://www.ibw.tirol/,https://www.ibw.tirol/,tirol,1,https://firmen.wko.at/ibw-immobilien-gmbh/tirol/?firmaid=4ec60655-cfd8-4da7-9424-96ea0e61cd3f&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
0b47dc56-0e34-449c-b8b8-00f23d7a4848,IC-HAUSVERWALTUNG GmbH,Immobilienverwaltung,Neustiftgasse 3/6,1070,Wien,Neustiftgasse 3/6 1070 Wien,0190604520,hausverwaltung@ic-hv.com,hausverwaltung@ic-hv.com,http://www.ic-hv.com/,http://www.ic-hv.com/,wien,1,https://firmen.wko.at/ic-hausverwaltung-gmbh-immobilienverwaltung/wien/?firmaid=0b47dc56-0e34-449c-b8b8-00f23d7a4848&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
ef6bfc52-6e0f-4703-84a6-60b51f10f933,IDEE Bau und Immobilientreuhand KG,IDEE Bau und Immobilientreuhand,Greifensteiner 122,3423,St.Andrä-Wördern,Greifensteiner 122 3423 St.Andrä-Wördern,+43%201%20997%2018%2061%20-%200,idee@idee-immobilien.at,idee@idee-immobilien.at,http://www.idee-immobilien.at/,http://www.idee-immobilien.at/,niederösterreich,1,https://firmen.wko.at/idee-bau-und-immobilientreuhand-kg-idee-bau-und-immobilientreuhand/nieder%c3%b6sterreich/?firmaid=ef6bfc52-6e0f-4703-84a6-60b51f10f933&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
279e0a42-88f7-4e0a-9f50-89563de0e970,Idest Group OG,https://www.idest.at,St. Margarethen an der Raab 307,8321,St.Margarethen/Raab,St. Margarethen an der Raab 307 8321 St.Margarethen/Raab,+43%203115%2040179,office@idest.at,office@idest.at,https://www.idest.at/,https://www.idest.at/,steiermark,1,https://firmen.wko.at/idest-group-og/steiermark/?firmaid=279e0a42-88f7-4e0a-9f50-89563de0e970&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
f38393d6-e32b-4009-8444-ddf5a8faa7e8,iFlat GmbH,,"Aigenstraße 31, Top 6",4600,Thalheim bei Wels,"Aigenstraße 31, Top 6 4600 Thalheim bei Wels",,,,,,oberösterreich,1,https://firmen.wko.at/iflat-gmbh/ober%c3%b6sterreich/?firmaid=f38393d6-e32b-4009-8444-ddf5a8faa7e8&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
c4d3400e-4a70-4a48-845a-99d6d37c175f,IG Immobilien Management GmbH,http://www.ig-immobilien.com,Olympiaplatz 2,1020,Wien,Olympiaplatz 2 1020 Wien,+43%20(0)1%20532%2001%2040,sabine.zwierschitz@ig-immobilien.com,sabine.zwierschitz@ig-immobilien.com,http://www.ig-immobilien.com/,http://www.ig-immobilien.com/,wien,1,https://firmen.wko.at/ig-immobilien-management-gmbh/wien/?firmaid=c4d3400e-4a70-4a48-845a-99d6d37c175f&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
af8d3976-cc59-4034-ac30-10dbd58a493a,IGM Immobilienverwaltung GmbH,,Mohsgasse 1/1.2,1030,Wien,Mohsgasse 1/1.2 1030 Wien,,,,,,wien,1,https://firmen.wko.at/igm-immobilienverwaltung-gmbh/wien/?firmaid=af8d3976-cc59-4034-ac30-10dbd58a493a&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
0a97916b-0b7b-4a9f-8499-21fe6444d502,IHW Immobilientreuhand GmbH,aktuell ruhend gemeldet,Habersdorfer Straße 1,8230,Hartberg,Habersdorfer Straße 1 8230 Hartberg,,,,,,steiermark,1,https://firmen.wko.at/ihw-immobilientreuhand-gmbh/steiermark/?firmaid=0a97916b-0b7b-4a9f-8499-21fe6444d502&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
87dfb30b-19c7-46f8-8034-da3472cc9c4f,IKS Immobilienverwaltung Mag. Susanne Kronforst e.U.,IKS Immobilienverwaltung,Hörnesgasse 23/13,1030,Wien,Hörnesgasse 23/13 1030 Wien,,,,https://iks-immo.at/,https://iks-immo.at/,wien,1,https://firmen.wko.at/iks-immobilienverwaltung-mag-susanne-kronforst-eu-iks-immobilienverwaltung/wien/?firmaid=87dfb30b-19c7-46f8-8034-da3472cc9c4f&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
a176cc83-d77f-455a-93a7-fc98dde8157a,IM-Quadrat Immobilien Vermittlung & Verwaltung GmbH,,"Sechtergasse 18, Tür 3",1120,Wien,"Sechtergasse 18, Tür 3 1120 Wien",,,,,,wien,1,https://firmen.wko.at/im-quadrat-immobilien-vermittlung-und-verwaltung-gmbh/wien/?firmaid=a176cc83-d77f-455a-93a7-fc98dde8157a&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
d8388d6d-ab58-4624-b691-17df5b642214,IM-Quadrat Immobilien Vermittlung & Verwaltung GmbH,Hausverwaltung,Gürtelstraße 28,4020,Linz,Gürtelstraße 28 4020 Linz,+435701050,office@im-2.at,office@im-2.at,https://www.im-quadrat.at/,https://www.im-quadrat.at/,oberösterreich,1,https://firmen.wko.at/im-quadrat-immobilien-vermittlung-und-verwaltung-gmbh-hausverwaltung/ober%c3%b6sterreich/?firmaid=d8388d6d-ab58-4624-b691-17df5b642214&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
63652fbf-2fbe-4abc-943e-a56562e2fbda,IMG Hausverwaltungs GmbH & Co KG,,Ankerweg 3,6972,Fußach,Ankerweg 3 6972 Fußach,,,,,,vorarlberg,1,https://firmen.wko.at/img-hausverwaltungs-gmbh-und-co-kg/vorarlberg/?firmaid=63652fbf-2fbe-4abc-943e-a56562e2fbda&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter
cacb2420-4e7f-4e15-a20b-38a0a7b4b341,IMHA Management GmbH,,Raubergasse 22,8010,Graz,Raubergasse 22 8010 Graz,,,,,,steiermark,1,https://firmen.wko.at/imha-management-gmbh/steiermark/?firmaid=cacb2420-4e7f-4e15-a20b-38a0a7b4b341&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
d052b417-c888-4231-aaee-3f6eda89d0b1,IMK-Hausverwaltung GmbH,Hausverwaltung - Immobilienverwaltung,8.-Mai-Straße 34,9020,Klagenfurt am Wörthersee,8.-Mai-Straße 34 9020 Klagenfurt am Wörthersee,+43463264005,office@imk-hausverwaltung.at,office@imk-hausverwaltung.at,https://imk-hausverwaltung.at/,https://imk-hausverwaltung.at/,kärnten,1,https://firmen.wko.at/imk-hausverwaltung-gmbh-hausverwaltung-immobilienverwaltung/k%c3%a4rnten/?firmaid=d052b417-c888-4231-aaee-3f6eda89d0b1&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter
acb29d8e-4cf1-41a4-887b-6913a76f4a1a,IMMO - CONSULT Treuhand und Beratung GmbH,aktuell ruhend gemeldet,Achenpromenade 13,5081,Anif,Achenpromenade 13 5081 Anif,+43%206246%2074260,office@immo-consult.at,office@immo-consult.at,http://www.immo-consult.at/,http://www.immo-consult.at/,salzburg,1,https://firmen.wko.at/immo-consult-treuhand-und-beratung-gmbh/salzburg/?firmaid=acb29d8e-4cf1-41a4-887b-6913a76f4a1a&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
333508c5-4a69-4951-a42b-9d5ddf752c3c,Immo 23 Immobilienentwicklung GmbH,http://www.immo23.at,Heinrichsgasse 3/7,1010,Wien,Heinrichsgasse 3/7 1010 Wien,01/%20216%2059%2068,office@immo23.at,office@immo23.at,http://www.immo23.at/,http://www.immo23.at/,wien,1,https://firmen.wko.at/immo-23-immobilienentwicklung-gmbh/wien/?firmaid=333508c5-4a69-4951-a42b-9d5ddf752c3c&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
c33edb2c-efa7-410f-842e-f44d60d9f4f6,immo advalue e.U.,immoadvalue,Döblinger Hauptstraße 64,1190,Wien,Döblinger Hauptstraße 64 1190 Wien,+43%20(664)%20461%2060%2001,wanke@immoadvalue.at,wanke@immoadvalue.at,,,wien,1,https://firmen.wko.at/immo-advalue-eu-immoadvalue/wien/?firmaid=c33edb2c-efa7-410f-842e-f44d60d9f4f6&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
e8424bb5-c46e-4175-8596-401962d679c2,IMMO AGENTUR BURCHARTZ & KRENN GMBH,,"Bahnhofstraße (Amstetten) 25, Top 10",3300,Amstetten,"Bahnhofstraße (Amstetten) 25, Top 10 3300 Amstetten",,,,,,niederösterreich,1,https://firmen.wko.at/immo-agentur-burchartz-und-krenn-gmbh/nieder%c3%b6sterreich/?firmaid=e8424bb5-c46e-4175-8596-401962d679c2&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
e0892fb1-7eca-4819-a07c-d2ebdfb46428,immo Kössler KG,,Leopoldstraße 2,6020,Innsbruck,Leopoldstraße 2 6020 Innsbruck,,,,,,tirol,1,https://firmen.wko.at/immo-k%c3%b6ssler-kg/tirol/?firmaid=e0892fb1-7eca-4819-a07c-d2ebdfb46428&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
577ebb8d-9a20-4d3b-8690-43c0549b3528,IMMO Oberndorfer Fazlali GmbH,,Fürbergstraße 42A,5020,Salzburg,Fürbergstraße 42A 5020 Salzburg,,,,,,salzburg,1,https://firmen.wko.at/immo-oberndorfer-fazlali-gmbh/salzburg/?firmaid=577ebb8d-9a20-4d3b-8690-43c0549b3528&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
9563c481-5d76-4caf-908a-0ba481c8a9b2,IMMO Schieferer GmbH,,Fürbergstraße 42A,5020,Salzburg,Fürbergstraße 42A 5020 Salzburg,,,,,,salzburg,1,https://firmen.wko.at/immo-schieferer-gmbh/salzburg/?firmaid=9563c481-5d76-4caf-908a-0ba481c8a9b2&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
35e98763-df57-4388-986e-75aef472ded0,Immo-Pro Immobilien GmbH,,Lobkowitzplatz 1,1010,Wien,Lobkowitzplatz 1 1010 Wien,,,,,,wien,1,https://firmen.wko.at/immo-pro-immobilien-gmbh/wien/?firmaid=35e98763-df57-4388-986e-75aef472ded0&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
6bec5d10-4407-4d34-a543-3418549b09be,Immo-Pro Immobilien GmbH,,Kranzlmarkt 4,5020,Salzburg,Kranzlmarkt 4 5020 Salzburg,,,,,,salzburg,1,https://firmen.wko.at/immo-pro-immobilien-gmbh/salzburg/?firmaid=6bec5d10-4407-4d34-a543-3418549b09be&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
69d792df-c544-42d0-aede-0decd7909d55,Immo-Pro Immobilien GmbH,http://www.immopro.at/,Adolf-Pichler-Platz 6,6020,Innsbruck,Adolf-Pichler-Platz 6 6020 Innsbruck,+43%20512%20348334,office@immopro.at,office@immopro.at,http://www.immopro.at/,http://www.immopro.at/,tirol,1,https://firmen.wko.at/immo-pro-immobilien-gmbh/tirol/?firmaid=69d792df-c544-42d0-aede-0decd7909d55&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
edb2a7dc-9370-4de7-b441-6800e01a3919,Immo-Pro Immobilien GmbH,http://www.immopro.at/,Europastraße 8,6322,Kirchbichl,Europastraße 8 6322 Kirchbichl,+43%20512%20348334,office@immopro.at,office@immopro.at,http://www.immopro.at/,http://www.immopro.at/,tirol,1,https://firmen.wko.at/immo-pro-immobilien-gmbh/tirol/?firmaid=edb2a7dc-9370-4de7-b441-6800e01a3919&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
bf0fcf11-c0f6-4d04-8c5c-e586d2f9e16f,Immo-Pro Immobilien GmbH,,Joanneumring 16,8010,Graz,Joanneumring 16 8010 Graz,,,,,,steiermark,1,https://firmen.wko.at/immo-pro-immobilien-gmbh/steiermark/?firmaid=bf0fcf11-c0f6-4d04-8c5c-e586d2f9e16f&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
62bb8c28-f9e0-48e5-abec-afdeb58168b7,Immo-Pro Immobilien GmbH,,"Hauptplatz 9, Tür 6",8700,Leoben,"Hauptplatz 9, Tür 6 8700 Leoben",,,,,,steiermark,1,https://firmen.wko.at/immo-pro-immobilien-gmbh/steiermark/?firmaid=62bb8c28-f9e0-48e5-abec-afdeb58168b7&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
99807fbe-9060-4bb3-991f-35db2070b926,Immo-Pro Immobilien GmbH,,Italiener Straße 2,9500,Villach,Italiener Straße 2 9500 Villach,,,,,,kärnten,1,https://firmen.wko.at/immo-pro-immobilien-gmbh/k%c3%a4rnten/?firmaid=99807fbe-9060-4bb3-991f-35db2070b926&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter
2b107f46-6417-442f-ac5a-e4b20c198883,IMMO-TEAM Hausverwaltung KG,,Dr.-Stumpf-Straße 59c,6020,Innsbruck,Dr.-Stumpf-Straße 59c 6020 Innsbruck,,,,,,tirol,1,https://firmen.wko.at/immo-team-hausverwaltung-kg/tirol/?firmaid=2b107f46-6417-442f-ac5a-e4b20c198883&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
0d03b828-1654-4283-87d6-4a1c7abd0b74,Immo68 Consulting GmbH,,"Hellwagstraße 4-8/5, Tür 67",1200,Wien,"Hellwagstraße 4-8/5, Tür 67 1200 Wien",,,,,,wien,1,https://firmen.wko.at/immo68-consulting-gmbh/wien/?firmaid=0d03b828-1654-4283-87d6-4a1c7abd0b74&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
48b53228-4a71-458e-851c-572183ca2036,Immobilia Obergruber GmbH,Immobilia Obergruber,Arthur-Krupp-Straße 1,3300,Amstetten,Arthur-Krupp-Straße 1 3300 Amstetten,+43%20(7472)61%2061%200,office@immobilia.net,office@immobilia.net,http://www.immobilia.net/,http://www.immobilia.net/,niederösterreich,1,https://firmen.wko.at/immobilia-obergruber-gmbh-immobilia-obergruber/nieder%c3%b6sterreich/?firmaid=48b53228-4a71-458e-851c-572183ca2036&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
35842856-e0bd-455d-88fe-d370e7f291f2,Immobilias Realitäten e.U.,Immobilias Realitäten,Sonnheimweg 23,1220,Wien,Sonnheimweg 23 1220 Wien,+43%20699%2014444%20700,office@immobilias.at,office@immobilias.at,http://www.immobilias.at/,http://www.immobilias.at/,wien,1,https://firmen.wko.at/immobilias-realit%c3%a4ten-eu-immobilias-realit%c3%a4ten/wien/?firmaid=35842856-e0bd-455d-88fe-d370e7f291f2&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
6e288e02-fc55-497f-93ac-610f4af6f787,Immobilias Realitäten e.U.,Immobilias Realitäten,Heinrich-Lefler-Gasse 15/Top 1,1220,Wien,Heinrich-Lefler-Gasse 15/Top 1 1220 Wien,+43%20699%2014444%20700,office@immobilias.at,office@immobilias.at,http://www.immobilias.at/,http://www.immobilias.at/,wien,1,https://firmen.wko.at/immobilias-realit%c3%a4ten-eu-immobilias-realit%c3%a4ten/wien/?firmaid=6e288e02-fc55-497f-93ac-610f4af6f787&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
72b79c9f-0605-4960-a1a7-66f756ae16c7,IMMOBILIDEA LWR GmbH,https://www.immobilidea.at/,Innsbrucker Straße 37,6130,Schwaz,Innsbrucker Straße 37 6130 Schwaz,+43%205242%2064244,office@immobilidea.at,office@immobilidea.at,https://www.immobilidea.at/,https://www.immobilidea.at/,tirol,1,https://firmen.wko.at/immobilidea-lwr-gmbh/tirol/?firmaid=72b79c9f-0605-4960-a1a7-66f756ae16c7&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
41a2aeb7-631d-44d6-b96e-0a5b9829eb61,Immobilien & Hausverwaltung Braun GmbH,,Templstraße 32/Top 17,6020,Innsbruck,Templstraße 32/Top 17 6020 Innsbruck,0512/57%2018%2087-0,info@ih-braun.at,info@ih-braun.at,,,tirol,1,https://firmen.wko.at/immobilien-und-hausverwaltung-braun-gmbh/tirol/?firmaid=41a2aeb7-631d-44d6-b96e-0a5b9829eb61&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
e56e9421-010f-4a20-ab7f-5357d518030b,Immobilien Baden GesmbH,,"Grabengasse 22-24,Top 1",2500,Baden,"Grabengasse 22-24,Top 1 2500 Baden",02252/%202540%20960,office@immobilien-baden.at,office@immobilien-baden.at,,,niederösterreich,1,https://firmen.wko.at/immobilien-baden-gesmbh/nieder%c3%b6sterreich/?firmaid=e56e9421-010f-4a20-ab7f-5357d518030b&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
d9e6e5b7-5c92-44c0-950e-eac7913e7faf,Immobilien Beratung und Service GmbH,,Hauptstraße 8,2540,Bad Vöslau,Hauptstraße 8 2540 Bad Vöslau,0676845950222,wolfgang.dornhecker@immo-sv.com,wolfgang.dornhecker@immo-sv.com,,,niederösterreich,1,https://firmen.wko.at/immobilien-beratung-und-service-gmbh-immobilien-beratung-und-service-gmbh/nieder%c3%b6sterreich/?firmaid=d9e6e5b7-5c92-44c0-950e-eac7913e7faf&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
fd6b8715-0e46-420d-89e7-c13aab11f1d1,Immobilien Bremer KG,,Köstlergasse 10/12,1060,Wien,Köstlergasse 10/12 1060 Wien,,,,,,wien,1,https://firmen.wko.at/immobilien-bremer-kg/wien/?firmaid=fd6b8715-0e46-420d-89e7-c13aab11f1d1&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
0de36cbf-6523-46e3-8b47-02869f55b163,Immobilien Dr. Jonach GmbH,,Postgasse 2,9500,Villach,Postgasse 2 9500 Villach,,,,,,kärnten,1,https://firmen.wko.at/immobilien-dr-jonach-gmbh/k%c3%a4rnten/?firmaid=0de36cbf-6523-46e3-8b47-02869f55b163&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter
365dbdee-ad83-49fa-9f56-4cc643a6d0e5,Immobilien Dr. Rhomberg & Partner KG,,Kohlstattgasse 1,6020,Innsbruck,Kohlstattgasse 1 6020 Innsbruck,0512-563771,immobilien-rhomberg@aon.at,immobilien-rhomberg@aon.at,,,tirol,1,https://firmen.wko.at/immobilien-dr-rhomberg-und-partner-kg/tirol/?firmaid=365dbdee-ad83-49fa-9f56-4cc643a6d0e5&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
056dbdc7-af6b-49a5-83da-08b97bf23064,Immobilien Gürtler GmbH,,"Pradler Straße 5, Top G 01",6020,Innsbruck,"Pradler Straße 5, Top G 01 6020 Innsbruck",,,,,,tirol,1,https://firmen.wko.at/immobilien-g%c3%bcrtler-gmbh/tirol/?firmaid=056dbdc7-af6b-49a5-83da-08b97bf23064&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
5a56176f-822c-4a96-96f6-06d1e7929ed0,immobilien hoch 3 gmbh,,Stublerfeld 25,6123,Terfens,Stublerfeld 25 6123 Terfens,,,,,,tirol,1,https://firmen.wko.at/immobilien-hoch-3-gmbh/tirol/?firmaid=5a56176f-822c-4a96-96f6-06d1e7929ed0&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
133d5960-8255-4f5e-85dd-306be8e4be7a,Immobilien Investitionen Liegenschaftsverwaltungsgesellschaft m.b.H.,,Erdbergstraße 42-44/1,1030,Wien,Erdbergstraße 42-44/1 1030 Wien,,,,,,wien,1,https://firmen.wko.at/immobilien-investitionen-liegenschaftsverwaltungsgesellschaft-mbh/wien/?firmaid=133d5960-8255-4f5e-85dd-306be8e4be7a&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
2de20b3f-72d9-498f-a7bd-b02255df0743,Immobilien Kroy OG,,Alpenstraße 47/10,5020,Salzburg,Alpenstraße 47/10 5020 Salzburg,,,,,,salzburg,1,https://firmen.wko.at/immobilien-kroy-og/salzburg/?firmaid=2de20b3f-72d9-498f-a7bd-b02255df0743&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
b86e0181-8010-49fa-873a-79a5511a968b,Immobilien Lindenberger eU,,Blütenstraße 2a,4040,Linz,Blütenstraße 2a 4040 Linz,0664/3425525,,,,,oberösterreich,1,https://firmen.wko.at/immobilien-lindenberger-eu/ober%c3%b6sterreich/?firmaid=b86e0181-8010-49fa-873a-79a5511a968b&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
9ae8c201-67bf-4d28-834d-549b503b6136,Immobilien Linz GmbH,,Pfarrgasse 7,4020,Linz,Pfarrgasse 7 4020 Linz,,,,,,oberösterreich,1,https://firmen.wko.at/immobilien-linz-gmbh/ober%c3%b6sterreich/?firmaid=9ae8c201-67bf-4d28-834d-549b503b6136&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
119bfe16-7390-4fe9-a1d8-0243a42f7466,Immobilien Mag. Böhm - Gattringer GmbH,http://www.remax-linz-city.at,Landstraße 115a,4020,Linz,Landstraße 115a 4020 Linz,0732/%206602600,office@remax-linz-city.at,office@remax-linz-city.at,http://www.remax-linz-city.at/,http://www.remax-linz-city.at/,oberösterreich,1,https://firmen.wko.at/immobilien-mag-b%c3%b6hm-gattringer-gmbh/ober%c3%b6sterreich/?firmaid=119bfe16-7390-4fe9-a1d8-0243a42f7466&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
93466950-6b54-4ec2-9dbb-24f8735cb0f9,IMMOBILIEN MAG. WAITZ GmbH,,Mühlgasse (Hollabrunn) 1,2020,Hollabrunn,Mühlgasse (Hollabrunn) 1 2020 Hollabrunn,02952/26%2022 | 0664/1815090,office@immowaitz.at,office@immowaitz.at,,,niederösterreich,1,https://firmen.wko.at/immobilien-mag-waitz-gmbh/nieder%c3%b6sterreich/?firmaid=93466950-6b54-4ec2-9dbb-24f8735cb0f9&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
4905fec8-6f42-4752-a54a-2055fb9e9e56,Immobilien Musker Gesellschaft m.b.H.,http://www.musker.at,Radetzkystraße 7,8010,Graz,Radetzkystraße 7 8010 Graz,+43%20(0)316-82%2077%2027-0,immo@musker.at,immo@musker.at,http://www.musker.at/,http://www.musker.at/,steiermark,1,https://firmen.wko.at/immobilien-musker-gesellschaft-mbh/steiermark/?firmaid=4905fec8-6f42-4752-a54a-2055fb9e9e56&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
bf06107d-be08-4554-b69d-424c7ec6f3ac,Immobilien Ogris KG,,"Ulmgasse 14c, Tür 66",8053,Graz,"Ulmgasse 14c, Tür 66 8053 Graz",,,,,,steiermark,1,https://firmen.wko.at/immobilien-ogris-kg/steiermark/?firmaid=bf06107d-be08-4554-b69d-424c7ec6f3ac&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
49779fe6-ea63-47b8-89ea-21f6e677a8c0,Immobilien Ortner KG,http://www.immobilien-ortner.at,,0662,641 645,0662 641 645,0662%20641%20645,office@immobilien-ortner.at,office@immobilien-ortner.at,http://www.immobilien-ortner.at/,http://www.immobilien-ortner.at/,salzburg,1,https://firmen.wko.at/immobilien-ortner-kg/salzburg/?firmaid=49779fe6-ea63-47b8-89ea-21f6e677a8c0&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
03845ff0-9e96-4102-9ef7-14443160b950,Immobilien Ott GmbH,,Siegfried-Marcus-Straße 14,3300,Amstetten,Siegfried-Marcus-Straße 14 3300 Amstetten,,,,,,niederösterreich,1,https://firmen.wko.at/immobilien-ott-gmbh/nieder%c3%b6sterreich/?firmaid=03845ff0-9e96-4102-9ef7-14443160b950&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
2e746371-bb0f-4c7a-9cde-ced44da18f9f,Immobilien Rothbart GmbH,Immobilienmakler,Koloman-Wallisch-Platz 4,8600,Bruck/Mur,Koloman-Wallisch-Platz 4 8600 Bruck/Mur,+43676848984890,Office@immoroth.at,Office@immoroth.at,http://www.immoroth.at/,http://www.immoroth.at/,steiermark,1,https://firmen.wko.at/immobilien-rothbart-gmbh-immobilienmakler/steiermark/?firmaid=2e746371-bb0f-4c7a-9cde-ced44da18f9f&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
1bb8cc90-810a-4e9c-b125-32417e4ae2c7,Immobilien Scheffauer GmbH,http://www.immobilien-austria.at,Dorfstraße 11,6273,Ried im Zillertal,Dorfstraße 11 6273 Ried im Zillertal,05283/20%2018-0,ims-info@immobilien-austria.at,ims-info@immobilien-austria.at,http://www.immobilien-austria.at/,http://www.immobilien-austria.at/,tirol,1,https://firmen.wko.at/immobilien-scheffauer-gmbh/tirol/?firmaid=1bb8cc90-810a-4e9c-b125-32417e4ae2c7&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
