canonical_key,company_name,aliases,wko_standort_count,states_seen,firmaids,addresses,website,all_websites,email,phones,profile_url
immobilien baden gesmbh,Immobilien Baden GesmbH,Immobilien Baden GesmbH,1,niederösterreich,e56e9421-010f-4a20-ab7f-5357d518030b,"Grabengasse 22-24,Top 1 2500 Baden",,,office@immobilien-baden.at,02252/%202540%20960,https://firmen.wko.at/immobilien-baden-gesmbh/nieder%c3%b6sterreich/?firmaid=e56e9421-010f-4a20-ab7f-5357d518030b&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien beratung und service gmbh,Immobilien Beratung und Service GmbH,Immobilien Beratung und Service GmbH,1,niederösterreich,d9e6e5b7-5c92-44c0-950e-eac7913e7faf,Hauptstraße 8 2540 Bad Vöslau,,,wolfgang.dornhecker@immo-sv.com,0676845950222,https://firmen.wko.at/immobilien-beratung-und-service-gmbh-immobilien-beratung-und-service-gmbh/nieder%c3%b6sterreich/?firmaid=d9e6e5b7-5c92-44c0-950e-eac7913e7faf&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien bremer kg,Immobilien Bremer KG,Immobilien Bremer KG,1,wien,fd6b8715-0e46-420d-89e7-c13aab11f1d1,Köstlergasse 10/12 1060 Wien,,,,,https://firmen.wko.at/immobilien-bremer-kg/wien/?firmaid=fd6b8715-0e46-420d-89e7-c13aab11f1d1&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien dr jonach gmbh,Immobilien Dr. Jonach GmbH,Immobilien Dr. Jonach GmbH,1,kärnten,0de36cbf-6523-46e3-8b47-02869f55b163,Postgasse 2 9500 Villach,,,,,https://firmen.wko.at/immobilien-dr-jonach-gmbh/k%c3%a4rnten/?firmaid=0de36cbf-6523-46e3-8b47-02869f55b163&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien dr rhomberg und partner kg,Immobilien Dr. Rhomberg & Partner KG,Immobilien Dr. Rhomberg & Partner KG,1,tirol,365dbdee-ad83-49fa-9f56-4cc643a6d0e5,Kohlstattgasse 1 6020 Innsbruck,,,immobilien-rhomberg@aon.at,0512-563771,https://firmen.wko.at/immobilien-dr-rhomberg-und-partner-kg/tirol/?firmaid=365dbdee-ad83-49fa-9f56-4cc643a6d0e5&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien gürtler gmbh,Immobilien Gürtler GmbH,Immobilien Gürtler GmbH,1,tirol,056dbdc7-af6b-49a5-83da-08b97bf23064,"Pradler Straße 5, Top G 01 6020 Innsbruck",,,,,https://firmen.wko.at/immobilien-g%c3%bcrtler-gmbh/tirol/?firmaid=056dbdc7-af6b-49a5-83da-08b97bf23064&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien hoch 3 gmbh,immobilien hoch 3 gmbh,immobilien hoch 3 gmbh,1,tirol,5a56176f-822c-4a96-96f6-06d1e7929ed0,Stublerfeld 25 6123 Terfens,,,,,https://firmen.wko.at/immobilien-hoch-3-gmbh/tirol/?firmaid=5a56176f-822c-4a96-96f6-06d1e7929ed0&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien investitionen liegenschaftsverwaltungsgesellschaft m b h,Immobilien Investitionen Liegenschaftsverwaltungsgesellschaft m.b.H.,Immobilien Investitionen Liegenschaftsverwaltungsgesellschaft m.b.H.,1,wien,133d5960-8255-4f5e-85dd-306be8e4be7a,Erdbergstraße 42-44/1 1030 Wien,,,,,https://firmen.wko.at/immobilien-investitionen-liegenschaftsverwaltungsgesellschaft-mbh/wien/?firmaid=133d5960-8255-4f5e-85dd-306be8e4be7a&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien kroy og,Immobilien Kroy OG,Immobilien Kroy OG,1,salzburg,2de20b3f-72d9-498f-a7bd-b02255df0743,Alpenstraße 47/10 5020 Salzburg,,,,,https://firmen.wko.at/immobilien-kroy-og/salzburg/?firmaid=2de20b3f-72d9-498f-a7bd-b02255df0743&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien lindenberger eu,Immobilien Lindenberger eU,Immobilien Lindenberger eU,1,oberösterreich,b86e0181-8010-49fa-873a-79a5511a968b,Blütenstraße 2a 4040 Linz,,,,0664/3425525,https://firmen.wko.at/immobilien-lindenberger-eu/ober%c3%b6sterreich/?firmaid=b86e0181-8010-49fa-873a-79a5511a968b&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien linz gmbh,Immobilien Linz GmbH,Immobilien Linz GmbH,1,oberösterreich,9ae8c201-67bf-4d28-834d-549b503b6136,Pfarrgasse 7 4020 Linz,,,,,https://firmen.wko.at/immobilien-linz-gmbh/ober%c3%b6sterreich/?firmaid=9ae8c201-67bf-4d28-834d-549b503b6136&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien mag böhm gattringer gmbh,Immobilien Mag. Böhm - Gattringer GmbH,Immobilien Mag. Böhm - Gattringer GmbH,1,oberösterreich,119bfe16-7390-4fe9-a1d8-0243a42f7466,Landstraße 115a 4020 Linz,http://www.remax-linz-city.at/,http://www.remax-linz-city.at/,office@remax-linz-city.at,0732/%206602600,https://firmen.wko.at/immobilien-mag-b%c3%b6hm-gattringer-gmbh/ober%c3%b6sterreich/?firmaid=119bfe16-7390-4fe9-a1d8-0243a42f7466&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien mag waitz gmbh,IMMOBILIEN MAG. WAITZ GmbH,IMMOBILIEN MAG. WAITZ GmbH,1,niederösterreich,93466950-6b54-4ec2-9dbb-24f8735cb0f9,Mühlgasse (Hollabrunn) 1 2020 Hollabrunn,,,office@immowaitz.at,02952/26%2022 | 0664/1815090,https://firmen.wko.at/immobilien-mag-waitz-gmbh/nieder%c3%b6sterreich/?firmaid=93466950-6b54-4ec2-9dbb-24f8735cb0f9&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien musker gesellschaft m b h,Immobilien Musker Gesellschaft m.b.H.,Immobilien Musker Gesellschaft m.b.H.,1,steiermark,4905fec8-6f42-4752-a54a-2055fb9e9e56,Radetzkystraße 7 8010 Graz,http://www.musker.at/,http://www.musker.at/,immo@musker.at,+43%20(0)316-82%2077%2027-0,https://firmen.wko.at/immobilien-musker-gesellschaft-mbh/steiermark/?firmaid=4905fec8-6f42-4752-a54a-2055fb9e9e56&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien ogris kg,Immobilien Ogris KG,Immobilien Ogris KG,1,steiermark,bf06107d-be08-4554-b69d-424c7ec6f3ac,"Ulmgasse 14c, Tür 66 8053 Graz",,,,,https://firmen.wko.at/immobilien-ogris-kg/steiermark/?firmaid=bf06107d-be08-4554-b69d-424c7ec6f3ac&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien ortner kg,Immobilien Ortner KG,Immobilien Ortner KG,1,salzburg,49779fe6-ea63-47b8-89ea-21f6e677a8c0,0662 641 645,http://www.immobilien-ortner.at/,http://www.immobilien-ortner.at/,office@immobilien-ortner.at,0662%20641%20645,https://firmen.wko.at/immobilien-ortner-kg/salzburg/?firmaid=49779fe6-ea63-47b8-89ea-21f6e677a8c0&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien ott gmbh,Immobilien Ott GmbH,Immobilien Ott GmbH,1,niederösterreich,03845ff0-9e96-4102-9ef7-14443160b950,Siegfried-Marcus-Straße 14 3300 Amstetten,,,,,https://firmen.wko.at/immobilien-ott-gmbh/nieder%c3%b6sterreich/?firmaid=03845ff0-9e96-4102-9ef7-14443160b950&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien rothbart gmbh,Immobilien Rothbart GmbH,Immobilien Rothbart GmbH,1,steiermark,2e746371-bb0f-4c7a-9cde-ced44da18f9f,Koloman-Wallisch-Platz 4 8600 Bruck/Mur,http://www.immoroth.at/,http://www.immoroth.at/,Office@immoroth.at,+43676848984890,https://firmen.wko.at/immobilien-rothbart-gmbh-immobilienmakler/steiermark/?firmaid=2e746371-bb0f-4c7a-9cde-ced44da18f9f&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien scheffauer gmbh,Immobilien Scheffauer GmbH,Immobilien Scheffauer GmbH,1,tirol,1bb8cc90-810a-4e9c-b125-32417e4ae2c7,Dorfstraße 11 6273 Ried im Zillertal,http://www.immobilien-austria.at/,http://www.immobilien-austria.at/,ims-info@immobilien-austria.at,05283/20%2018-0,https://firmen.wko.at/immobilien-scheffauer-gmbh/tirol/?firmaid=1bb8cc90-810a-4e9c-b125-32417e4ae2c7&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien st pölten gesmbh,Immobilien St. Pölten GesmbH,Immobilien St. Pölten GesmbH,1,niederösterreich,e5dc51d9-1868-452e-b1bd-0bcff8282de5,Gewerkschaftsplatz 2 3100 St. Pölten,http://www.istp.at/,http://www.istp.at/,immobilien@st-poelten.at,02742/%20333%205100,https://firmen.wko.at/immobilien-st-p%c3%b6lten-gesmbh/nieder%c3%b6sterreich/?firmaid=e5dc51d9-1868-452e-b1bd-0bcff8282de5&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien tazl gmbh,Immobilien Tazl GmbH,Immobilien Tazl GmbH,1,steiermark,431acf6d-9068-47bd-9f08-b235587f1edd,Birkfelder Straße 11 8160 Weiz,http://www.tazl.net/,http://www.tazl.net/,Immobilien@tazl.net,+43%20(3172)%206384 | +43%20(554)%201520295,https://firmen.wko.at/immobilien-tazl-gmbh-immobilien-tazl-gmbh/steiermark/?firmaid=431acf6d-9068-47bd-9f08-b235587f1edd&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien treuhand hanke und bodner kg,Immobilien Treuhand Hanke & Bodner KG,Immobilien Treuhand Hanke & Bodner KG,1,kärnten,b243c568-5e0c-4d69-845d-088ae10a693a,Taurergasse 11 9800 Spittal/Drau,https://www.spittaler-hausverwaltung.at/,https://www.spittaler-hausverwaltung.at/,hanke@spittaler-hausverwaltung.at,+43%204762%2098236,https://firmen.wko.at/immobilien-treuhand-hanke-und-bodner-kg/k%c3%a4rnten/?firmaid=b243c568-5e0c-4d69-845d-088ae10a693a&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien treuhandschaft padelek und padelek gmbh,Immobilien Treuhandschaft Padelek & Padelek GmbH,Immobilien Treuhandschaft Padelek & Padelek GmbH,1,wien,f59019cd-97df-4272-a89f-5f65e6534e5b,Marxergasse 5/21 1030 Wien,http://www.immobilienpadelek.at/,http://www.immobilienpadelek.at/,office@immobilienpadelek.at,01/712%2019%2080,https://firmen.wko.at/immobilien-treuhandschaft-padelek-und-padelek-gmbh-padelek-und-padelek-immobilientreuhand-gmbh/wien/?firmaid=f59019cd-97df-4272-a89f-5f65e6534e5b&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien verwaltung klagenfurt gmbh,Immobilien Verwaltung Klagenfurt GmbH,Immobilien Verwaltung Klagenfurt GmbH,1,kärnten,d3e56be0-14f6-4218-bcc3-272c7810184e,Paulitschgasse 13 9020 Klagenfurt am Wörthersee,https://www.klagenfurt-wohnen.at/,https://www.klagenfurt-wohnen.at/,gerhard.scheucher@klagenfurt.at,+43%20463%205373320,https://firmen.wko.at/immobilien-verwaltung-klagenfurt-gmbh-immobilien-verwaltung-klagenfurt-gmbh/k%c3%a4rnten/?firmaid=d3e56be0-14f6-4218-bcc3-272c7810184e&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien weichinger ges m b h,Immobilien Weichinger Ges.m.b.H.,Immobilien Weichinger Ges.m.b.H.,1,wien,0e6f8da3-1e24-4ab0-a3fa-1c423200c528,Liebknechtgasse 8/2/203 1160 Wien,http://www.weichinger.at/,http://www.weichinger.at/,office@weichinger.at%20,01/486%2022%2033,https://firmen.wko.at/immobilien-weichinger-gesmbh/wien/?firmaid=0e6f8da3-1e24-4ab0-a3fa-1c423200c528&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien weiz treuhand gmbh,Immobilien Weiz Treuhand GmbH,Immobilien Weiz Treuhand GmbH,1,steiermark,d9e4e626-05f0-44e8-8127-1c0a51e57869,Birkfelder Straße 11 8160 Weiz,https://immobilien-weiz.at/,https://immobilien-weiz.at/,office@immobilien-weiz.at,+43%203172%204844,https://firmen.wko.at/immobilien-weiz-treuhand-gmbh-immobilien-weiz-treuhand-gmbh/steiermark/?firmaid=d9e4e626-05f0-44e8-8127-1c0a51e57869&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien atelier76 gmbh,IMMOBILIEN-ATELIER76 GmbH,IMMOBILIEN-ATELIER76 GmbH,1,oberösterreich,8dcd2451-fb2f-409c-adce-2761d35ecaeb,Klosterstraße 8 4020 Linz,,,,,https://firmen.wko.at/immobilien-atelier76-gmbh/ober%c3%b6sterreich/?firmaid=8dcd2451-fb2f-409c-adce-2761d35ecaeb&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilien commerz gesellschaft m b h,Immobilien-Commerz Gesellschaft m.b.H.,Immobilien-Commerz Gesellschaft m.b.H.,1,wien,5dbcbd21-bf88-4fd4-b0af-1589d7e5a926,"Schloß Schönbrunn, Große Orangerie 66, Schönbrunner Schloßstraße 47 1130 Wien",http://www.immobilien-commerz.at/,http://www.immobilien-commerz.at/,office@immobilien-commerz.at,01/817%2027%2027,https://firmen.wko.at/immobilien-commerz-gesellschaft-mbh/wien/?firmaid=5dbcbd21-bf88-4fd4-b0af-1589d7e5a926&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienbüro dr franz fitzka gmbh,Immobilienbüro Dr. Franz Fitzka GmbH,Immobilienbüro Dr. Franz Fitzka GmbH,1,wien,cbe29981-5334-4e9e-8a1c-145865e3bf4c,Cottagegasse 69/12 1190 Wien,,,,,https://firmen.wko.at/immobilienb%c3%bcro-dr-franz-fitzka-gmbh/wien/?firmaid=cbe29981-5334-4e9e-8a1c-145865e3bf4c&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienbüro franz f hofmann gesellschaft m b h,Immobilienbüro Franz F. Hofmann Gesellschaft m.b.H.,Immobilienbüro Franz F. Hofmann Gesellschaft m.b.H.,1,salzburg,cf417d01-99d2-49fe-b8e0-a0ebc19ba3df,Moosstraße 195 5020 Salzburg,,,immobilien-hofmann@salzburg.co.at,0662/842%20700-0,https://firmen.wko.at/immobilienb%c3%bcro-franz-f-hofmann-gesellschaft-mbh/salzburg/?firmaid=cf417d01-99d2-49fe-b8e0-a0ebc19ba3df&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienkanzlei dr roman wagner gmbh,Immobilienkanzlei Dr. Roman Wagner GmbH,Immobilienkanzlei Dr. Roman Wagner GmbH,1,tirol,39b73964-fcdb-40d7-8b16-791add6d3261,Spertendorf 33 6365 Kirchberg in Tirol,,,,,https://firmen.wko.at/immobilienkanzlei-dr-roman-wagner-gmbh/tirol/?firmaid=39b73964-fcdb-40d7-8b16-791add6d3261&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienkanzlei dr weichselbaumer gmbh,Immobilienkanzlei Dr. Weichselbaumer GmbH,Immobilienkanzlei Dr. Weichselbaumer GmbH,1,wien,50687a51-53ac-4d31-b901-844a82287a86,Albertgasse 1A 1080 Wien,http://www.immokanzlei.at/,http://www.immokanzlei.at/,office@immokanzlei.at,+43/1/478%2005%2023,https://firmen.wko.at/immobilienkanzlei-dr-weichselbaumer-gmbh-immobilienkanzlei-dr-weichselbaumer-gmbh/wien/?firmaid=50687a51-53ac-4d31-b901-844a82287a86&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienkanzlei klaus hanousek gmbh,Immobilienkanzlei Klaus Hanousek GmbH,Immobilienkanzlei Klaus Hanousek GmbH,1,wien,2a3d4cb9-2005-4e5e-88b3-7e86b9b4c7dd,Mühlbachergasse 11/5-6 1130 Wien,,,,,https://firmen.wko.at/immobilienkanzlei-klaus-hanousek-gmbh/wien/?firmaid=2a3d4cb9-2005-4e5e-88b3-7e86b9b4c7dd&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienkanzlei mag wolf dietrich schneeweiss e u,Immobilienkanzlei Mag. Wolf-Dietrich Schneeweiss e.U.,Immobilienkanzlei Mag. Wolf-Dietrich Schneeweiss e.U.,1,wien,bf8a27a4-170f-47d6-a58d-fd3966bdfeea,Rathausplatz 4 1010 Wien,,,office@schneeweiss.at,01/402%2031%2069,https://firmen.wko.at/immobilienkanzlei-mag-wolf-dietrich-schneeweiss-eu/wien/?firmaid=bf8a27a4-170f-47d6-a58d-fd3966bdfeea&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienkanzlei vrtala gesellschaft m b h,Immobilienkanzlei Vrtala Gesellschaft m.b.H.,Immobilienkanzlei Vrtala Gesellschaft m.b.H.,1,wien,7c9d89b0-2c7f-47e4-a6a4-487b8610fc0f,Schloßhofer Straße 60 1210 Wien,,,immobilien@vrtala.at%20,01/270%2033%2029,https://firmen.wko.at/immobilienkanzlei-vrtala-gesellschaft-mbh/wien/?firmaid=7c9d89b0-2c7f-47e4-a6a4-487b8610fc0f&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienkrake e u,Immobilienkrake e.U.,Immobilienkrake e.U.,1,steiermark,e1556b3b-4a7a-4b7d-9636-024365ecdea5,Freiensteinerstraße 3b 8793 Trofaiach,,,,,https://firmen.wko.at/immobilienkrake-eu/steiermark/?firmaid=e1556b3b-4a7a-4b7d-9636-024365ecdea5&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienmanagement wondrak gmbh,Immobilienmanagement Wondrak GmbH,Immobilienmanagement Wondrak GmbH,1,wien,db195554-9544-4bb6-b3dc-76bad7dd78d9,Kärntner Straße 39/11 1010 Wien,,,,01/504%2065%2068,https://firmen.wko.at/immobilienmanagement-wondrak-gmbh/wien/?firmaid=db195554-9544-4bb6-b3dc-76bad7dd78d9&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienring gmbh,Immobilienring GmbH,Immobilienring GmbH,1,niederösterreich,812835dd-6802-4848-a1c6-374eb9505c62,Bahnhofplatz 2 2340 Mödling,http://www.immobilienring.net/,http://www.immobilienring.net/,office@immobilienring.net,02236/267%2041,https://firmen.wko.at/immobilienring-gmbh-immobilienring-gmbh/nieder%c3%b6sterreich/?firmaid=812835dd-6802-4848-a1c6-374eb9505c62&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienservice diendorfer e u,Immobilienservice Diendorfer e.U.,Immobilienservice Diendorfer e.U.,1,wien,7607921b-d1d3-4e66-80aa-616b11232abd,Quadenstraße 65-67/7/9 1220 Wien,https://www.diendorfer.immo/,https://www.diendorfer.immo/,office@diendorfer.immo,+43%20699%20100%2066%20216,https://firmen.wko.at/immobilienservice-diendorfer-eu-wien/wien/?firmaid=7607921b-d1d3-4e66-80aa-616b11232abd&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienservice west gmbh,ImmobilienService West GmbH,ImmobilienService West GmbH,1,tirol,491377ca-925b-4946-b3c0-07b882da3053,Sparkassenplatz 5 6020 Innsbruck,http://www.immobilienservicewest.at/,http://www.immobilienservicewest.at/,office@iswest.at,+43(5223)23%20777,https://firmen.wko.at/immobilienservice-west-gmbh/tirol/?firmaid=491377ca-925b-4946-b3c0-07b882da3053&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilientreuhand baum gmbh,Immobilientreuhand Baum GmbH,Immobilientreuhand Baum GmbH,1,wien,59f5fe09-8e81-40fb-a074-4c8051f42ba8,Hernalser Hauptstraße 213 1170 Wien,,,,,https://firmen.wko.at/immobilientreuhand-baum-gmbh/wien/?firmaid=59f5fe09-8e81-40fb-a074-4c8051f42ba8&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilientreuhand färber lang e u,Immobilientreuhand Färber-Lang e.U.,Immobilientreuhand Färber-Lang e.U.,1,steiermark,d9e99c9f-34f2-4b73-b153-81c07a675ec7,Prebuch 18 8211 Albersdorf-Prebuch,https://www.ith-fl.at/,https://www.ith-fl.at/,office@ith-fl.at,+43%20664%201108416 | +43%20(0)664%20110%2084%2016,https://firmen.wko.at/immobilientreuhand-f%c3%a4rber-lang-eu-immobilientreuhand-und-werbeagentur/steiermark/?firmaid=d9e99c9f-34f2-4b73-b153-81c07a675ec7&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilientreuhand geidorf gmbh und co kg,Immobilientreuhand Geidorf GmbH & Co KG,Immobilientreuhand Geidorf GmbH & Co KG,1,steiermark,b3607f70-3aa1-440d-b817-6fe13aa49504,Hans-Sachs-Gasse 14/3.OG 8010 Graz,,,,,https://firmen.wko.at/immobilientreuhand-geidorf-gmbh-und-co-kg/steiermark/?firmaid=b3607f70-3aa1-440d-b817-6fe13aa49504&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilientreuhand kluger gmbh,Immobilientreuhand Kluger GmbH,Immobilientreuhand Kluger GmbH,1,wien,085657f5-9f16-4690-923d-20497f4158bc,Favoritenstraße 10/3 1040 Wien,,,,,https://firmen.wko.at/immobilientreuhand-kluger-gmbh/wien/?firmaid=085657f5-9f16-4690-923d-20497f4158bc&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilientreuhand mag stefan jaklitsch gmbh,Immobilientreuhand Mag. Stefan Jaklitsch GmbH,Immobilientreuhand Mag. Stefan Jaklitsch GmbH,1,steiermark,e384d7b0-1a9e-42a9-8e13-c12303ba7f08,Rechbauerstraße 37 8010 Graz,,,,,https://firmen.wko.at/immobilientreuhand-mag-stefan-jaklitsch-gmbh/steiermark/?firmaid=e384d7b0-1a9e-42a9-8e13-c12303ba7f08&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilientreuhand max medig und partner gesellschaft m b h,Immobilientreuhand Max Medig & Partner Gesellschaft m.b.H.,Immobilientreuhand Max Medig & Partner Gesellschaft m.b.H.,1,salzburg,6396303b-5441-4e0d-bb96-175caa9cadd7,Imbergstraße 22 5020 Salzburg,,,,,https://firmen.wko.at/immobilientreuhand-max-medig-und-partner-gesellschaft-mbh/salzburg/?firmaid=6396303b-5441-4e0d-bb96-175caa9cadd7&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienverwaltung almak gesellschaft m b h,ImmobilienVerwaltung ALMAK Gesellschaft m.b.H.,ImmobilienVerwaltung ALMAK Gesellschaft m.b.H.,1,steiermark,6325b915-bee8-4609-a5e4-2cadc0357786,Steyeregg 4 8551 Wies,http://www.iv-almak.at/,http://www.iv-almak.at/,kontakt@iv-almak.at,+43%203465%202324 | +43%20676%20844034400,https://firmen.wko.at/immobilienverwaltung-almak-gesellschaft-mbh-immobilienverwaltung-almak-gesellschaft-mbh/steiermark/?firmaid=6325b915-bee8-4609-a5e4-2cadc0357786&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienverwaltung barilich gmbh,Immobilienverwaltung Barilich GmbH,Immobilienverwaltung Barilich GmbH,1,wien,d4c694cc-4cce-406f-9745-a85128fb1a6c,Hofgasse 7/1 1050 Wien,https://iv-b.at/,https://iv-b.at/,,+43(1)%20961%2081%2066,https://firmen.wko.at/immobilienverwaltung-barilich-gmbh/wien/?firmaid=d4c694cc-4cce-406f-9745-a85128fb1a6c&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienverwaltung cvitkovits kg,Immobilienverwaltung Cvitkovits KG,Immobilienverwaltung Cvitkovits KG,2,burgenland | wien,05dfb4e7-c0ea-40bc-9402-23c9baaa8024 | 8be05721-6889-4e2c-8839-6c16fa879270,"Hauptstraße 6, Tür 16 7431 Bad Tatzmannsdorf | Ullmannstraße 53/25 1150 Wien",http://www.ivc.co.at/,http://www.ivc.co.at/,office@ivc.co.at,03353/85%2047-0,https://firmen.wko.at/immobilienverwaltung-cvitkovits-kg/burgenland/?firmaid=05dfb4e7-c0ea-40bc-9402-23c9baaa8024&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienverwaltung foidl kg,Immobilienverwaltung Foidl KG,Immobilienverwaltung Foidl KG,1,tirol,b0b336aa-1605-488b-ba7e-648abc44f974,Seislboden 5 6365 Kirchberg in Tirol,,,,,https://firmen.wko.at/immobilienverwaltung-foidl-kg/tirol/?firmaid=b0b336aa-1605-488b-ba7e-648abc44f974&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienverwaltung josef novak,Immobilienverwaltung Josef Novak,Immobilienverwaltung Josef Novak,1,wien,881f2fc0-93a1-4fa3-ae7b-0df1817560b1,Thaliastraße 1/17+18 1160 Wien,,,,,https://firmen.wko.at/immobilienverwaltung-josef-novak/wien/?firmaid=881f2fc0-93a1-4fa3-ae7b-0df1817560b1&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienverwaltung kleindienst und rath gmbh,Immobilienverwaltung Kleindienst & Rath GmbH,Immobilienverwaltung Kleindienst & Rath GmbH,1,wien,414bc44b-f101-475a-a2ce-1b6b1b262d62,Obere Viaduktgasse 2/3 1030 Wien,,,,,https://firmen.wko.at/immobilienverwaltung-kleindienst-und-rath-gmbh/wien/?firmaid=414bc44b-f101-475a-a2ce-1b6b1b262d62&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienverwaltung mag alois rosenberger gmbh,Immobilienverwaltung Mag. Alois Rosenberger GmbH,Immobilienverwaltung Mag. Alois Rosenberger GmbH,1,wien,6d7c802b-1c76-4ed6-a1ab-7f8eb02b1a92,Berggasse 31 1090 Wien,https://www.iv-ro.at/,https://www.iv-ro.at/,office@iv-rgz.at,+43%2013324398 | +43%206765227103,https://firmen.wko.at/immobilienverwaltung-mag-alois-rosenberger-gmbh-immobilienverwaltung-rosenberger/wien/?firmaid=6d7c802b-1c76-4ed6-a1ab-7f8eb02b1a92&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
