company_name,wko_rows,states,places,karriere_url,karriere_name,karriere_match_score,karriere_emp_min,karriere_emp_max,karriere_employee_evidence,karriere_jobs,karriere_location_hit
Innsbrucker Immobilien GmbH & Co KG,1,tirol,6020 Innsbruck,https://www.karriere.at/f/innsbrucker-immobilien,Innsbrucker Immobilien GmbH & Co KEG,100.0,101,500,Anzahl der Mitarbeiter*innen 101 - 500,13,True
Innsbrucker Immobilien Service GmbH,1,tirol,6020 Innsbruck,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Innsbrucker Markthallen-Betriebs-gesellschaft m.b.H.,1,tirol,6020 Innsbruck,https://www.karriere.at/f/innsbrucker-markthallen-betriebs-gesmbh,Innsbrucker Markthallen-Betriebs Ges.m.b.H.,95.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,2,True
ISW Hausverwaltung GmbH,1,tirol,6020 Innsbruck,https://www.karriere.at/f/isw-hausverwaltung,ISW Hausverwaltung GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Johann Vigl,1,tirol,6460 Imst,https://www.karriere.at/f/johann-wernig,Johann Wernig KG,75.0,51,100,Anzahl der Mitarbeiter*innen 51 - 100,69,False
Kaindl Immobilienmanagement GmbH,1,tirol,6335 Thiersee,https://www.karriere.at/f/kala-immobilienmanagement-gmbh,KALA Immobilienmanagement GmbH,92.3,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
Kainz Immobilien GmbH,1,tirol,6414 Mieming,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Kaiserer Immobilien und Hausverwaltungs GmbH,1,tirol,6210 Wiesing,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Karl Hausmeister,1,tirol,6020 Innsbruck,,,,,,,,
Katrin Elisabeth Pechtl-Haring,1,tirol,6460 Imst,,,,,,,,
"Kitzpichl, Realitäten Gesellschaft m.b.H.",1,tirol,6370 Kitzbühel,https://www.karriere.at/f/woge-realit%C3%A4ten,Woge Realitäten Gesellschaft m.b.H.,92.1,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
km2 verwaltungs & vermittlungs GmbH,1,tirol,6414 Mieming,https://www.karriere.at/f/lsu-verwaltungs-gmbh,LSU Verwaltungs GmbH,84.6,1,10,Anzahl der Mitarbeiter*innen 1 - 10,2,False
kte Immobilienverwaltung FlexCo,1,tirol,6370 Kitzbühel,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
Laura Isabella Oberhueber,1,tirol,9900 Lienz,,,,,,,,
LMH Immobilienmanagement GmbH,1,tirol,6370 Kitzbühel,https://www.karriere.at/f/zum-immobilienmanagement,ZUM Immobilienmanagement GmbH,91.7,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
Maddalena Monika Steinbacher,1,tirol,6020 Innsbruck,https://www.karriere.at/f/steinbacher-steinbacher-zt,STEINBACHER + STEINBACHER ZT GMBH,88.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
Mag. (FH) Armin Hilpold,1,tirol,6020 Innsbruck,,,,,,,,
Mag. (FH) Gertrud Rieder,1,tirol,6020 Innsbruck,https://www.karriere.at/f/mag-alexander-rieder-schuh-kaiser,Mag. Alexander Rieder e.U. - Schuh Kaiser,64.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,69,True
Mag. (FH) Thomas Hermann Trenkwalder,1,tirol,6020 Innsbruck,https://www.karriere.at/f/hermann-otto,Hermann Otto GmbH,73.7,,,,16,False
Mag. Armin Vuketich e.U.,1,tirol,6020 Innsbruck,,,,,,,,
Mag. Claudia Johanna Buchanan,1,tirol,6370 Kitzbühel,,,,,,,,
Mag. Dr. Edith Mann,1,tirol,9900 Lienz,,,,,,,,
Mag. Dr. Markus Günter Köck,1,tirol,6500 Landeck,https://www.karriere.at/f/dr-sedlak-markus,Dr. Sedlak Markus,72.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,34,False
Mag. Ellen Christina Moll,1,tirol,6020 Innsbruck,,,,,,,,
Mag. Franz Josef Pfeifenberger,1,tirol,6410 Telfs,https://www.karriere.at/f/mag-riss-josef,Mag. Riss Josef,78.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,34,False
Mag. Gregor Johannes Marberger,1,tirol,6430 Ötztal-Bahnhof,https://www.karriere.at/f/mag-johannes-riha,Mag. Johannes Riha e.U.,72.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,69,False
Mag. Harald Lajlar,1,tirol,6020 Innsbruck,https://www.karriere.at/f/notariatskanzlei-mag-harald-stockinger,Notariatskanzlei Mag. Harald Stockinger,74.1,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
Mag. Markus Christoph Wörndle,1,tirol,6410 Telfs,https://www.karriere.at/f/mag-heimerl-christoph,Mag. Christoph J. Heimerl,72.2,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,False
Mag. Monika Reiterer,1,tirol,6020 Innsbruck,https://www.karriere.at/f/mag-veronika-wei%C3%9F,Mag. Veronika Weiß,68.6,11,30,Anzahl der Mitarbeiter*innen 11 - 30,47,True
Mag. Walter Hadlauer,1,tirol,6020 Innsbruck,https://www.karriere.at/f/walter,Walter GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,23,True
Mag. Wolfgang Erwin Fischer,1,tirol,0512 93 41 80,https://www.karriere.at/f/%C3%B6fw-%C3%B6ffentlichkeitsarbeit-fischer-wolfgang,ÖFW Öffentlichkeitsarbeit Fischer Wolfgang,76.2,1,10,Anzahl der Mitarbeiter*innen 1 - 10,11,False
Maria Elisabeth Schuler,1,tirol,6580 St. Anton am Arlberg,,,,,,,,
Mario Auer,1,tirol,6330 Kufstein,https://www.karriere.at/f/martin-auer,MARTIN AUER GmbH,85.7,501,2500,Anzahl der Mitarbeiter*innen 501 - 2500,2,False
Martin Penz,1,tirol,6165 Telfes im Stubai,https://www.karriere.at/f/martin-auer,MARTIN AUER GmbH,72.7,501,2500,Anzahl der Mitarbeiter*innen 501 - 2500,2,False
Meritoria e.U.,1,tirol,0699 10368503,,,,,,,,
MMag. Sebastian Johann Strasshofer,1,tirol,6410 Telfs,,,,,,,,
Momentum Solid GmbH,1,tirol,6306 Söll,https://www.karriere.at/f/solid,Solid GmbH,100.0,31,50,Anzahl der Mitarbeiter*innen 31 - 50,15,False
Monika Brugger,1,tirol,6433 Oetz,,,,,,,,
MT Immobilienmanagement OG,1,tirol,6142 Mieders,https://www.karriere.at/f/zum-immobilienmanagement,ZUM Immobilienmanagement GmbH,93.6,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
MÜLLER REAL GmbH,1,tirol,6235 Reith im Alpbachtal,https://www.karriere.at/f/sb-real,SB REAL GmbH,72.7,,,,1,False
NA-Vision GmbH,1,tirol,6175 Kematen/T,https://www.karriere.at/f/world-vision-%C3%B6sterreich,World Vision F2F,80.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,14,False
NGL Immobilien GmbH,1,tirol,6111 Volders,https://www.karriere.at/f/stingl-immobilien,Stingl Immobilien GmbH,90.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Nives Immobilien e.U.,1,tirol,6020 Innsbruck,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Optimizer Immobilienmanagement GmbH & Co KG,1,tirol,9900 Lienz,https://www.karriere.at/f/zum-immobilienmanagement,ZUM Immobilienmanagement GmbH,90.9,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
Patrick Gigler,1,tirol,6111 Volders,,,,,,,,
PEMA Real Estate Services GmbH,2,tirol; wien,1010 Wien | 6020 Innsbruck,https://www.karriere.at/f/viridis-real-estate-services,Viridis Real Estate Services GmbH,88.9,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Phillipp Immobilien - HausverwaltungGmbH,1,tirol,6263 Fügen,https://www.karriere.at/f/phillipp-immobilien-hausverwaltung,Phillipp Immobilien - Hausverwaltung GmbH,94.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,10,True
Plansee Group Functions Austria GmbH,1,tirol,6600 Breitenwang,https://www.karriere.at/f/sfs-group-austria,SFS Group Austria GmbH,86.7,101,500,Anzahl der Mitarbeiter*innen 101 - 500,69,False
praetorium immobilien gmbh,1,tirol,6263 Fügen,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
PÜHRINGER Hausverwaltung & Immobilien GmbH & Co KG,1,tirol,6260 Bruck am Ziller,https://www.karriere.at/f/isw-hausverwaltung,ISW Hausverwaltung GmbH,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Raiffeisen Realitäten Betreuung Tirol GmbH,1,tirol,6020 Innsbruck,https://www.karriere.at/f/raiffeisen-realit%C3%A4ten-betreuung-tirol,Raiffeisen Realitäten Betreuung Tirol GmbH,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Regina Stanger Immobilienverwaltung GmbH,1,tirol,6020 Innsbruck,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Riccabona Immobilien GmbH,1,tirol,6067 Absam,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Roman Alois Jöchl,1,tirol,6380 St.Johann/T,,,,,,,,
Rudolf Steiner,1,tirol,6330 Kufstein,https://www.karriere.at/f/re-rudolf-edinger,re rudolf edinger gmbh,77.4,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
SE Facility Management OG,1,tirol,6330 Kufstein,https://www.karriere.at/f/smg-facility-management,SMG Facility Management GmbH,93.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
SECURITAS Hausverwaltungs GmbH,1,tirol,6353 Going/Wilden Kaiser,https://www.karriere.at/f/hv-24-hausverwaltungs-gmbh,HV 24 Hausverwaltungs GmbH,83.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
seeligsolutions e.U.,1,tirol,6074 Rinn,,,,,,,,
SerioPro FlexCo,1,tirol,6361 Hopfgarten/Brixental,,,,,,,,
Steinbock Immobilien GmbH & CoKG,1,tirol,6063 Rum,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Steinkogler Immobilientreuhand GmbH,2,oberösterreich; tirol,4813 Altmünster | 6370 Kitzbühel,https://www.karriere.at/f/gmk-immobilientreuhand,GMK Immobilientreuhand GmbH,90.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Telser & Treffer Immobilienverwaltung OG,1,tirol,6330 Kufstein,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
Terra Immobilien Gesellschaft m.b.H.,2,tirol; wien,1070 Wien | 6370 Kitzbühel,https://www.karriere.at/f/%C3%B6bv-immobilien-gesellschaft,ÖBV - IMMOBILIEN Gesellschaft m.b.H.,93.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Thomas Josef Grasl,1,tirol,6130 Schwaz,https://www.karriere.at/f/rogl-thomas-josef-bsc,DI Rogl Thomas Josef,80.0,,,,0,False
Thomas Sassin,1,tirol,6335 Thiersee,,,,,,,,
THW I.MOTION GmbH,1,tirol,6322 Kirchbichl,https://www.karriere.at/f/i-kiu-motion-graphic-backend-gmbh,i-kiu motion graphic backend gmbH,80.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,2,False
Tiroler Kommunalbau Entwicklungs- und Errichtungs GmbH,1,tirol,6020 Innsbruck,https://www.karriere.at/f/rg-entwicklungs-gmbh,RG-Entwicklungs GmbH,88.9,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
TIV Tiroler Immobilien und Vertriebs GmbH,1,tirol,6330 Kufstein,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
TLV Tiroler Liegenschaftsverwaltung Gesellschaft m.b.H.,1,tirol,6020 Innsbruck,https://www.karriere.at/f/tlv-tiroler-liegenschaftsverwaltung,TLV Tiroler Liegenschaftsverwaltung GmbH,100.0,,,,13,True
UBM Development AG,2,tirol; wien,1100 Wien | 6175 Kematen in Tirol,https://www.karriere.at/f/ubm-development,UBM Development AG,100.0,101,500,Anzahl der Mitarbeiter*innen 101 - 500,13,True
VB Immobilien e.U.,1,tirol,6020 Innsbruck,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Vergeiner Steuerberatung GmbH Wirtschaftsprüfungs- und Steuerberatungsgesellschaft,1,tirol,9900 Lienz,https://www.karriere.at/f/n-n-steuerberatungsgesellschaft,N & N Steuerberatungsgesellschaft mbH,96.9,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,False
VESTA OBJEKTMANAGEMENT GmbH,1,tirol,6130 Schwaz,https://www.karriere.at/f/om-objektmanagement,OM Objektmanagement GmbH,91.4,101,500,Anzahl der Mitarbeiter*innen 101 - 500,13,False
Village Hausverwaltung GesmbH,1,tirol,6020 Innsbruck,https://www.karriere.at/f/isw-hausverwaltung,ISW Hausverwaltung GmbH,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Village Mühlau Immobilien GmbH,1,tirol,6020 Innsbruck,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
vimmowo gmbh,1,tirol,6460 Imst,,,,,,,,
W-8 Verwaltung & Projekt eGen,1,tirol,6300 Wörgl,https://www.karriere.at/f/zbd-verwaltung,ZBD Verwaltung GmbH & Co KG,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,2,False
Werner Bernhard,1,tirol,6067 Absam,https://www.karriere.at/f/bernhard-av,BERNHARD AV GmbH,84.2,31,50,Anzahl der Mitarbeiter*innen 31 - 50,69,False
WH-Immobilientreuhand GmbH,2,tirol,6020 Innsbruck | 6112 Wattens,https://www.karriere.at/f/weinberger-immobilientreuhand,Weinberger Immobilientreuhand KG,92.3,,,,0,True
WohnAlp Immobilien GmbH,1,tirol,6020 Innsbruck,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
ZIMA Objektmanagement GmbH,1,tirol,6020 Innsbruck,https://www.karriere.at/f/om-objektmanagement,OM Objektmanagement GmbH,91.4,101,500,Anzahl der Mitarbeiter*innen 101 - 500,13,True
"""IDG"" Immobilien Dienstleistungs-GmbH",1,oberösterreich,4600 Wels,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
A1REAL GmbH,1,oberösterreich,0732 272 500,,,,,,,,
AI Immobilienverwertung GmbH.,2,oberösterreich; wien,1030 Wien | 4020 Linz,https://www.karriere.at/f/immobilienverwertung,Immobilienverwertung GmbH,100.0,31,50,Anzahl der Mitarbeiter*innen 31 - 50,13,True
Aigner Hausverwaltung GmbH,1,oberösterreich,4820 Bad Ischl,https://www.karriere.at/f/isw-hausverwaltung,ISW Hausverwaltung GmbH,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
ARCHIONIC Immobilien GmbH,1,oberösterreich,4400 Steyr,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
AREAL Liegenschaftsverwaltungs GmbH,1,oberösterreich,4048 Puchenau,https://www.karriere.at/f/zurich-immobilien-liegenschaftsverwaltungs-gesmbh,Zurich Immobilien Liegenschaftsverwaltungs-GesmbH,88.9,11,30,Anzahl der Mitarbeiter*innen 11 - 30,10,False
AREV Immobilien Gesellschaft m.b.H.,3,oberösterreich,4020 Linz | 4600 Wels | 4911 Tumeltsham,https://www.karriere.at/f/%C3%B6bv-immobilien-gesellschaft,ÖBV - IMMOBILIEN Gesellschaft m.b.H.,93.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
ARTEX Immobilien GmbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/areos-immobilien,areos immobilien gmbh,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Birgit Gálos,1,oberösterreich,4470 Enns,,,,,,,,
Birgit Reingruber,1,oberösterreich,5310 Mondsee,https://www.karriere.at/f/b%C3%A4ckerei-reingruber-gesellschaft-gmunden,Bäckerei Reingruber Gesellschaft m.b.H.,74.1,,,,0,False
Birgitt Irmgard Sperrer,1,oberösterreich,4550 Kremsmünster,,,,,,,,
BLV Liegenschaftsverwaltung GmbH,1,oberösterreich,4060 Leonding,https://www.karriere.at/f/tlv-tiroler-liegenschaftsverwaltung,TLV Tiroler Liegenschaftsverwaltung GmbH,92.0,,,,13,False
Buchinger Immobilien e.U.,1,oberösterreich,4770 Andorf,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Bzwei Immobilien GmbH,1,oberösterreich,5310 Mondsee,https://www.karriere.at/f/bzwei-immobilien,Bzwei Immobilien GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
CCS Immobilienverwaltung e.U.,1,oberösterreich,4600 Wels,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
"Christian Schönleitner, B.A.",1,oberösterreich,4062 Kirchberg-Thening,https://www.karriere.at/f/sch%C3%B6nleitner-bau,SCHÖNLEITNER BAU GmbH,85.7,51,100,Anzahl der Mitarbeiter*innen 51 - 100,13,False
City-Immobilien GmbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/re-max-donau-city-immobilien-fetscher-partner,RE/MAX Donau-City-Immobilien Fetscher & Partner GmbH & Co KG,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Desiree Kröpl,1,oberösterreich,4591 Molln,,,,,,,,
DI (FH) Peter Seyerlehner,1,oberösterreich,4020 Linz,https://www.karriere.at/f/di-peter-holzinger,DI Peter Holzinger,68.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Die Hausordner GmbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/die-hausorder,Die Hausorder GmbH,96.3,,,,0,True
Dipl.-Ing. Reinhard Josef Stockinger,1,oberösterreich,4653 Eberstalzell,https://www.karriere.at/f/ing-reinhard-flachs,Ing. Reinhard Flachs,77.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,5,False
DOKA Dobler + Kaufmann Immobilien OG,1,oberösterreich,4209 Engerwitzdorf,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Domesticus e.U.,1,oberösterreich,4030 Linz,,,,,,,,
Doris Etzelsdorfer,1,oberösterreich,4600 Wels,,,,,,,,
Doris Machold,1,oberösterreich,4020 Linz,https://www.karriere.at/f/mag-martin-machold-rechtsanwalt,"Mag. Martin MACHOLD, Rechtsanwalt",70.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
Dr. Gertraude Steinlechner,1,oberösterreich,4020 Linz,https://www.karriere.at/f/steinlechner-jenbach,Steinlechner KG,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,10,True
Dutzler Immobilien & Verwaltung OG,1,oberösterreich,4400 Steyr,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
DÄMON Holding GmbH,1,oberösterreich,4614 Marchtrenk,https://www.karriere.at/f/d%C3%A4mon-holding,Dämon Holding GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,15,True
Egger Estate Management GmbH,1,oberösterreich,4910 Ried im Innkreis,https://www.karriere.at/f/web-estate-management,WEB Estate Management GmbH,89.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,False
EIV Hausverwaltungs GmbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/tihv-tiroler-immobilien-hausverwaltungs-gmbh,TIHV Tiroler Immobilien Hausverwaltungs GmbH,88.2,,,,0,True
ELAG Immobilien AG,1,oberösterreich,4020 Linz,https://www.karriere.at/f/elag-immobilien,ELAG Immobilien AG,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Eleon Immobilien Management e.U.,1,oberösterreich,4209 Engerwitzdorf,https://www.karriere.at/f/ig-immobilien-management,IG Immobilien Management GmbH,93.3,51,100,Anzahl der Mitarbeiter*innen 51 - 100,13,False
Elisabeth Margaretha Wallner,1,oberösterreich,4400 Steyr,,,,,,,,
F&I Verwaltungs GmbH,1,oberösterreich,4030 Linz,https://www.karriere.at/f/vvg-verm%C3%B6gens-und-verwaltungs-gmbh,VVG Vermögens- und Verwaltungs GmbH,88.2,1,10,Anzahl der Mitarbeiter*innen 1 - 10,10,True
f-hausverwaltung GmbH,1,oberösterreich,4101 Feldkirchen an der Donau,https://www.karriere.at/f/weiss-tessbach-hausverwaltung,Weiss-Tessbach Hausverwaltung GmbH,93.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,14,False
Faritsch Immobilien GmbH & Co KG,1,oberösterreich,4810 Gmunden,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Favorite Immobilientreuhand GmbH,2,oberösterreich; wien,1100 Wien | 4600 Wels,https://www.karriere.at/f/gmk-immobilientreuhand,GMK Immobilientreuhand GmbH,90.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Fendt Holding GmbH,1,oberösterreich,5163 Palting,https://www.karriere.at/f/vh-holding,VH Holding GmbH,82.4,,,,69,False
"Florian Lehner, MBA",1,oberösterreich,4600 Wels,https://www.karriere.at/f/gollackner-florian-michael,Gollackner Florian Michael,68.2,1,10,Anzahl der Mitarbeiter*innen 1 - 10,69,True
FSG Finanz Service GmbH.,1,oberösterreich,4210 Gallneukirchen,https://www.karriere.at/f/euro-finanz-service-ag,Euro-Finanz-Service Ag,87.5,11,30,Anzahl der Mitarbeiter*innen 11 - 30,5,False
Gerhard Lehner,1,oberösterreich,4192 Schenkenfelden,https://www.karriere.at/f/lehner-georg,Lehner Georg,76.9,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Gerold Stadlhuber,1,oberösterreich,4020 Linz,,,,,,,,
GMK Immo GmbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/ve-immo,VE Immo GmbH,72.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Graf Immobilientreuhand GmbH,1,oberösterreich,4810 Gmunden,https://www.karriere.at/f/gmk-immobilientreuhand,GMK Immobilientreuhand GmbH,90.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Green Wealth GmbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/green-wealth,Green Wealth Real Estate GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
GSA Wohnbauträger GmbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/gsa-wohnbautr%C3%A4ger,GSA Wohnbauträger GmbH,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Harald Werfer,1,oberösterreich,4020 Linz,https://www.karriere.at/f/harald-schwarzer,Harald Schwarzer,75.9,11,30,Anzahl der Mitarbeiter*innen 11 - 30,47,True
HAUSVERWALTUNG-REALKANZLEI HAGINGER GESELLSCHAFT M.B.H. & CO.KG.,1,oberösterreich,4020 Linz,https://www.karriere.at/f/hausverwaltung-realkanzlei-haginger,Hausverwaltung-Realkanzlei Haginger GmbH & Co.KG,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Hausverwaltungsgesellschaft m.b.H.,1,oberösterreich,4400 Steyr,,,,,,,,
Helga Elisabeth Rajetzky,1,oberösterreich,4813 Altmünster,,,,,,,,
Herz-ImmoAgentur GmbH,1,oberösterreich,4614 Marchtrenk,https://www.karriere.at/f/wb-immoagentur,WB Immoagentur,88.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Hirschl & Partner Immobilienverwaltungs GmbH,1,oberösterreich,4600 Wels,https://www.karriere.at/f/vlk-partner-immobilienverwaltung,Vlk & Partner Immobilienverwaltung GmbH,88.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
iFlat GmbH,1,oberösterreich,4600 Thalheim bei Wels,,,,,,,,
IM-Quadrat Immobilien Vermittlung & Verwaltung GmbH,2,oberösterreich; wien,1120 Wien | 4020 Linz,https://www.karriere.at/f/im-quadrat,IM-Quadrat Immobilien Vermittlung & Verwaltung GmbH,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Immobilien Lindenberger eU,1,oberösterreich,4040 Linz,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Immobilien Linz GmbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/linz-ag,LINZ AG,100.0,200,200,200 Mitarbeiter*innen,10,True
Immobilien Mag. Böhm - Gattringer GmbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/re-max-linz-city-immobilien-mag-b%C3%B6hm-gattringer,Immobilien Mag. Böhm – Gattringer GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,10,True
IMMOBILIEN-ATELIER76 GmbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
ImmoCommerz Management GmbH,1,oberösterreich,4100 Ottensheim,https://www.karriere.at/f/rk-management,rk-management GmbH,87.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,69,False
immoLEHNER & finMOTION GmbH,1,oberösterreich,4040 Linz,,,,,,,,
IMMOTEAM4YOU IMMOBILIEN GmbH,1,oberösterreich,4840 Vöcklabruck,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
ImmoTrading GmbH,2,oberösterreich; wien,1010 Wien | 4600 Wels,,,,,,,,
Infranorm Technologie GmbH,1,oberösterreich,4600 Wels,https://www.karriere.at/f/infranorm-technologie-gmbh,INFRANORM® Technologie GmbH,100.0,,,,0,True
"Ing. Karl Hannes Bauchinger, MSc",2,oberösterreich,4864 Attersee am Attersee | 4921 Hohenzell,,,,,,,,
"Ing. Siegfried Sattlberger, MSc",1,oberösterreich,4563 Micheldorf in Oberösterreich,https://www.karriere.at/f/sattlberger-siegenfeld,Sattlberger,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,5,False
INS Partner Immobilien GmbH,1,oberösterreich,4910 Ried im Innkreis,https://www.karriere.at/f/ins-partner-immobilien,INS Partner Immobilien GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
ISG Kommunalbau GmbH,1,oberösterreich,4910 Ried im Innkreis,,,,,,,,
IVG-Immobilien Vertrieb GmbH,1,oberösterreich,0699 - 1711 3000,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
IWB Institut für Wirtschaftsberatung GmbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/vercon-wirtschaftsberatung,VerCon Wirtschaftsberatung GmbH,84.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,10,True
JAWO Immobilien Gesellschaft m.b.H.,1,oberösterreich,4020 Linz,https://www.karriere.at/f/%C3%B6bv-immobilien-gesellschaft,ÖBV - IMMOBILIEN Gesellschaft m.b.H.,93.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
JB Immo GmbH,1,oberösterreich,4921 Hohenzell,https://www.karriere.at/f/ve-immo,VE Immo GmbH,72.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
JHP GmbH,1,oberösterreich,4040 Linz,,,,,,,,
