company_name,website,domain,http_status,pages_crawled,employee_best_numeric_mention,employee_evidence_contexts,mentions_count
Immobilienverwaltung Mag. Christian Krenauer Ges.m.b.H.,http://www.krenauer.at/,krenauer.at,200,https://krenauer.at/ | https://krenauer.at/ueber-uns/ | https://krenauer.at/karriere/,,,0
Immobilienverwaltung Mag. Wölfl GmbH,https://www.ivwoelfl.at/,ivwoelfl.at,200,https://www.ivwoelfl.at/,,,0
Immobilienverwaltung Manninger KG,http://www.hv-manninger.at/,hv-manninger.at,200,https://www.hv-manninger.at | https://www.hv-manninger.at/ueber-uns | https://www.hv-manninger.at/unser-team,,,0
"Immobilienverwaltung Margarete Kaps, Alleininhaber Stefan Sztatecsny e.U.",http://www.kaps.at/,kaps.at,,,,,0
Immobilienverwaltung Schnepfleitner GmbH,https://www.ioms.at/,ioms.at,200,https://www.ioms.at/,,,0
Immobilienverwaltung Schobesberger GmbH,http://www.immovw.at/,immovw.at,200,https://www.immovw.at/ | https://www.immovw.at/%C3%BCber-uns/ | https://www.immovw.at/about/,,,0
Immobilienverwaltung Sterzinger KG,http://www.sterzinger.at/,sterzinger.at,200,https://www.sterzinger.at/,,,0
Immobilienverwaltung Wieser KG,http://www.hv-wieser.at/,hv-wieser.at,200,https://www.hv-wieser.at/,,,0
IMMOBILIX e.U.,http://www.immobilix.at/index.php/de/,immobilix.at,,,,,0
IMMOcontract Real Estate Management GmbH,http://www.donath.at/,donath.at,200,https://www.immocontract.at/verwaltung | https://www.immocontract.at/karriere-hausverwaltung | https://www.immocontract.at/unser-unternehmen | https://www.immocontract.at/unser-team | https://www.immocontract.at/karriere,80,"80 [approx] https://www.immocontract.at/karriere :: rtungsplattform bei kununu als Top Company 2026 erfüllt uns mit großer Freude, da sie ein deutlicher Beweis für die hohe Motivation und den außergewöhnlichen Zusammenhalt unseres Team sind. ca. 80 Mitarbeiter > 18 Standorte > 6 offene Positionen Aktuelle Jobangebote Werden Sie Teil unseres erfolgreichen Teams und gestalten Sie die Erfolgsgeschichte mit. Wenn Sie diesen Weg gemeinsam mit uns gehe || 80 [exact] https://www.immocontract.at/karriere :: gsplattform bei kununu als Top Company 2026 erfüllt uns mit großer Freude, da sie ein deutlicher Beweis für die hohe Motivation und den außergewöhnlichen Zusammenhalt unseres Team sind. ca. 80 Mitarbeiter > 18 Standorte > 6 offene Positionen Aktuelle Jobangebote Werden Sie Teil unseres erfolgreichen Teams und gestalten Sie die Erfolgsgeschichte mit. Wenn Sie diesen Weg gemeinsam mit uns gehe",2
Immoplus Immobilienverwaltungs GmbH,http://www.immoplus.co.at/,immoplus.co.at,200,https://www.immoplus.co.at/ | https://www.immoplus.co.at/#block-yui_3_17_2_1_1671357460568_418152 | https://www.immoplus.co.at/#block-yui_3_17_2_1_1671357460568_1968511,,,0
IMMOSYS Immobilien GesmbH,http://www.immosys.at/,immosys.at,200,https://www.immosys.at/ | https://www.immosys.at/content/%C3%BCber-uns,,,0
IMMOTEAM4YOU IMMOBILIEN GmbH,https://www.immoteam4you.at/,immoteam4you.at,200,https://www.immoteam4you.at/ | https://www.immoteam4you.at/ueber-uns.xhtml | https://www.immoteam4you.at/team.xhtml | https://www.immoteam4you.at/karriere.xhtml | https://www.immoteam4you.at/projekte.xhtml,,,0
IMMOTOTAL Immobilientreuhand GmbH,https://www.immototal.at/,immototal.at,200,https://www.immototal.at/ | https://www.immototal.at/unternehmen-ueber-uns/ | https://www.immototal.at/jobs-immobilienmakler-job/ | https://www.immototal.at/immy-2025-immototal-holt-gold/ | https://www.immototal.at/immy-2020-immototal-ist-erneut-preistraeger/,100,"100 [exact] https://www.immototal.at/unternehmen-ueber-uns/ :: höchstes Bestreben. „Klasse“ statt „Masse“: Individuelle, persönliche Betreuung, durch einen zielgruppenorientierten und bewusst selektiv gehaltenen Objektstock. Dadurch kann der betreuende Mitarbeiter 100% Fokus auf Ihre Immobilie legen. Ihr wertvolles Objekt geht nicht „in der Masse unter“. Wir wollen keine Immobilien auf unserer Website bloß zur Schau stellen – wir wollen verkaufen . Vorer",1
Immovision Immobilienverwaltung Ges.m.b.H.,http://www.immovision.at/,immovision.at,200,https://immovision.at/ | https://immovision.at/?area=unternehmen,,,0
IMS Immobilien Gesellschaft m.b.H.,http://www.ims.or.at/,ims.or.at,ERR,,,,0
IMV Immobilien Management GmbH,http://www.imv.co.at/,imv.co.at,200,https://imv.co.at/ | https://imv.co.at/imv-suchprofil-anlegen/ | https://imv.co.at/uber-uns/ | https://imv.co.at/die-unternehmensgruppe/ | https://imv.co.at/karriere/ | https://imv.co.at/karriere/#kununu,,,0
Increment Real Estate Management GmbH,http://www.increment.at/,increment.at,ERR,,,,0
Infranorm Technologie GmbH,https://www.infranorm.com/,infranorm.com,200,https://www.infranorm.com/ | https://www.infranorm.com/karriere | https://www.infranorm.com/blog/wachstums-champion-2026,,,0
Ing. Andreas Alfred Wollein,http://realpartners.at/,realpartners.at,200,https://realpartners.at/ | https://realpartners.at/das-unternehmen,,,0
Ing. Christine Friederike Weber,http://www.i-w.at/,i-w.at,200,https://www.i-w.at/ | https://www.i-w.at/ueber-uns/ | https://www.i-w.at/ueber-uns/#team,,,0
Ing. Johannes Juri,http://www.bm-juri.com/,bm-juri.com,200,https://bm-juri-com.webnode.page/ | https://bm-juri-com.webnode.page/uber-uns/,,,0
"Ing. Karl Hannes Bauchinger, MSc",http://www.bauchinger.com/,bauchinger.com,200,https://bauchinger.com/ | https://bauchinger.com/ueber-uns-baumanagement-unabhaengige-bauprofis.html,,,0
Ing. Karl-Otto Georg Joachim Oberreiter,http://protop.com/welcome,protop.com,,,,,0
Ing. Markus Bodzenta,http://www.bodzenta.at/,bodzenta.at,200,https://www.bodzenta.at/ | https://www.bodzenta.at/%C3%BCber-uns/,,,0
ING. MESSNER GmbH,https://www.messner.gmbh/,messner.gmbh,200,https://www.messner.gmbh/ | https://www.messner.gmbh/about,,,0
Ing. Werner Wilhelm Bayer,http://www.svbayer.at/,svbayer.at,200,https://www.svbayer.at/ | https://www.svbayer.at/ueber-uns,15,"15 [exact] https://www.svbayer.at/ :: den wachsenden Anforderungen der Kunden wurde das Büro ständig erweitert. Heute hat das Unternehmen zwei Firmensitze (Burgenland und Wien) und beschäftigt einschließlich der freiberuflichen Mitarbeiter ca. 15-20 Personen. Gemeinsam wickelt man Projekte ab, bei denen die optimale Betreuung und die Zufriedenheit des Kunden stets an erster Stelle stehen. Gutachten Unsere Tätigkeien umfassen sämtlic || 15 [exact] https://www.svbayer.at/ueber-uns :: den wachsenden Anforderungen der Kunden wurde das Büro ständig erweitert. Heute hat das Unternehmen zwei Firmensitze (Burgenland und Wien) und beschäftigt einschließlich der freiberuflichen Mitarbeiter ca. 15-20 Personen. Gemeinsam wickelt man Projekte ab, bei denen die optimale Betreuung und die Zufriedenheit des Kunden stets an erster Stelle stehen. Kompetenter Partner für Gutachten und Projek",2
Ingrid Faust,http://www.faust-immobilien.at/,faust-immobilien.at,200,http://www.faust-immobilien.at/,,,0
Innsbrucker Markthallen-Betriebs-gesellschaft m.b.H.,http://www.markthalle-innsbruck.at/,markthalle-innsbruck.at,200,https://www.markthalle-innsbruck.at/ | https://www.markthalle-innsbruck.at/aktuelles/geschichten-der-markthalle | https://www.markthalle-innsbruck.at/ueber-uns | https://www.markthalle-innsbruck.at/jobs,,,0
INS Partner Immobilien GmbH,http://www.ins-partner.at/,ins-partner.at,200,https://www.ins-partner.at/ | https://www.ins-partner.at/unternehmen/ | https://www.ins-partner.at/team/,,,0
INVEST- REAL Immobilientreuhänder Ges.m.b.H.,http://www.investreal.at/,investreal.at,200,https://investreal.at/,,,0
IPC Project Consulting Gesellschaft m.b.H.,http://www.ipc-immo.com/,ipc-immo.com,200,https://www.ipc-immo.com/,,,0
IS Immo-Service GmbH,http://www.immo-service.at/,immo-service.at,200,https://www.immo-service.at/,,,0
ISG Kommunalbau GmbH,http://www.isg-wohnen.at/,isg-wohnen.at,200,https://www.isg-wohnen.at/ | https://www.isg-wohnen.at/unser-unternehmen/ | https://www.isg-wohnen.at/unser-unternehmen/organisation/ | https://www.isg-wohnen.at/unser-unternehmen/mitarbeiter/ | https://www.isg-wohnen.at/unser-unternehmen/vorstand-aufsichtsrat/ | https://www.isg-wohnen.at/unser-unternehmen/zahlen-daten/,,,0
ista Österreich GmbH,http://www.ista.at/,ista.at,200,https://www.ista.com/at/ | https://www.ista.com/at/ueberuns/ | https://www.ista.com/at/karriere/ | https://www.ista.com/at/karriere/kultur/ | https://www.ista.com/at/karriere/benefits/ | https://www.ista.com/at/karriere/standorte/,6150,"6150 [exact] https://www.ista.com/at/ueberuns/ :: weltweit 450.000 Besitzer:innen und 14 Millionen Gebäuden und Wohnungen gehen, in denen unsere Produkte und Services heute eingesetzt werden. Zahlen und Fakten der weltweiten ista-Standorte 6.150 Mitarbeiter 3,7 Mio. t vermiedene CO₂- Emissionen 43 Mio. funkende Geräte 60 Mio. Geräte 14 Mio. Nutzeinheiten Wohnimmobilien Heizkostenabrechnung Heizungsoptimierung Gewerbe & Industrie Submetering He || 3 [exact] https://www.ista.com/at/ueberuns/ :: it 450.000 Besitzer:innen und 14 Millionen Gebäuden und Wohnungen gehen, in denen unsere Produkte und Services heute eingesetzt werden. Zahlen und Fakten der weltweiten ista-Standorte 6.150 Mitarbeiter 3,7 Mio. t vermiedene CO₂- Emissionen 43 Mio. funkende Geräte 60 Mio. Geräte 14 Mio. Nutzeinheiten Wohnimmobilien Heizkostenabrechnung Heizungsoptimierung Gewerbe & Industrie Submetering Heiz",2
IV Zoder GmbH,http://www.ivzoder.at/,ivzoder.at,200,https://www.ivzoder.at/ | https://www.ivzoder.at/zoder/unternehmen | https://www.ivzoder.at/zoder/unternehmen/standort | https://www.ivzoder.at/zoder/unternehmen/philosophie,,,0
IVAM Immobilien Verwaltung & Asset Management GmbH,http://www.ivam.at/,ivam.at,200,https://easyserver.at/ | https://easyserver.at/unternehmen,,,0
IVG-Immobilien Vertrieb GmbH,http://www.immowolf.at/,immowolf.at,200,http://www.immowolf.at/,,,0
IWE Immobilien Wert Entwicklung GmbH,http://www.iwe.co.at/,iwe.co.at,200,http://www.iwe.co.at/,,,0
Jacqueline Weißborn,https://www.weissborn-immobilien.at/,weissborn-immobilien.at,200,https://www.weissborn-immobilien.at/,,,0
Jakob Immobilienberatungs GmbH,http://www.remax.at/de/ib/remax-trend-wien,remax.at,,,,,0
JB Immo GmbH,https://www.jb-immo.at/,jb-immo.at,200,https://www.jb-immo.at/,,,0
Johann Grubinger Consulting e.U.,https://www.grubinger-consulting.eu/,grubinger-consulting.eu,200,https://grubinger-consulting.eu/,,,0
Johann Vigl,http://www.vigl.or.at/,vigl.or.at,200,https://www.vigl.or.at/,,,0
Josef Devich,http://www.devich-immobilien.at/,devich-immobilien.at,ERR,,,,0
Kainz Immobilien GmbH,https://wwww.kainz.immo/,wwww.kainz.immo,ERR,,,,0
Kaiserer Immobilien und Hausverwaltungs GmbH,http://www.kaiserer.at/,kaiserer.at,200,https://www.kaiserer.at/ | https://www.kaiserer.at/team,,,0
KANNON Immobilienmanagement GmbH,https://kannon.immo/,kannon.immo,200,https://kannon.immo/ | https://kannon.immo/ueber-uns/,,,0
Kanzlei Harald Altenbacher e.U.,http://www.altenbacher.at/,altenbacher.at,200,https://www.altenbacher.at/ | https://www.altenbacher.at/firmeninformationen/ueberuns.html,,,0
KAPPACHER-SELINA Hausverwaltung GmbH,https://www.kappacher-selina.at/,kappacher-selina.at,200,https://www.kappacher-selina.at/,,,0
Karall Immobilien GmbH,http://www.karall-immobilien.at/,karall-immobilien.at,ERR,,,,0
Karin Ladler,http://www.imla.at/,imla.at,200,https://www.imla.at/ | https://www.imla.at/team/ | https://www.imla.at/wir-wachsen-weiter-wachsen-sie-mit/,,,0
Karin Schuster KG Immobilienverwaltung,http://www.ivschuster.at/,ivschuster.at,200,http://www.ivschuster.at/,,,0
Karl Johann Vielgrader,http://www.vielgrader.at/,vielgrader.at,200,https://www.vielgrader.at/,,,0
Katrin Elisabeth Pechtl-Haring,http://www.immobilien-pechtl.com/,immobilien-pechtl.com,200,https://immobilien-pechtl.com/ | https://immobilien-pechtl.com/kontakt/,,,0
Kerschbaumer Immobilien GmbH.,http://www.kerschbaumer.cc/,kerschbaumer.cc,200,https://kerschbaumer.cc/ | https://kerschbaumer.cc/die-kerschbaumer-immobilien-gmbh/,,,0
KIESLING & PARTNER KG,https://kiesling-partner.at/,kiesling-partner.at,200,https://kiesling-partner.at/ | https://kiesling-partner.at/team/,,,0
Kirnig Immobilien Consulting & Verwaltung e.U.,http://www.kimco.at/,kimco.at,200,https://www.kimco.at/ | https://www.kimco.at/ueber-uns/,,,0
"Kitzpichl, Realitäten Gesellschaft m.b.H.",http://www.tirol.com/kitz-real,tirol.com,200,https://www.tt.com/ | https://www.tt.com/wirtschaft/unternehmen,,,0
Klebl Immobilien GmbH,http://www.klebl-immobilien.at/,klebl-immobilien.at,200,https://klebl-immobilien.at/ | https://klebl-immobilien.at/#unsere_philosophie | https://klebl-immobilien.at/kontakt/,,,0
KMP Immobilien GmbH,http://www.rogl.at/,rogl.at,200,http://www.rogl.at/,,,0
KOHLFÜRST Consulting Ges.m.b.H.,https://www.kohlfuerst.at/,kohlfuerst.at,200,https://www.kohlfuerst.at/,,,0
Komm.Rat Prof. Hans P. Wertitsch Immobilien- und Vermögenstreuhand GmbH,http://www.wertitsch.at/,wertitsch.at,200,https://www.wertitsch.at/ | https://www.wertitsch.at/index.phtml?abteilungen=abteilungen&site=geschaeftsfuehrung,,,0
KR Prof. Alfons Herbert Adolf Maria Metzger,http://www.metzger-estate.com/,metzger-estate.com,,,,,0
KR Walter Baumgartner Immobilien GmbH,http://www.krbaumgartner.at/,krbaumgartner.at,200,http://www.krbaumgartner.at/ | http://www.krbaumgartner.at/unternehmen/,,,0
Krause Immobilien und IT GmbH,https://www.ok-it.at/,ok-it.at,200,https://www.ok-it.at/,,,0
KREFINA Immobilien GmbH,http://www.krefina.at/,krefina.at,,,,,0
Kristian Zimmermann,http://www.agstner.at/,agstner.at,200,http://www.agstner.at/ | http://www.agstner.at/team.html,,,0
Kubu Immobilien e.U.,http://www.kubu-immobilien.at/,kubu-immobilien.at,ERR,,,,0
KW Immobilien GmbH,https://www.kw-immo.at/,kw-immo.at,200,https://www.kw-immo.at/ | https://www.kw-immo.at/unser-team1,,,0
Laimer Hausverwaltung GmbH,http://laimer-hausverwaltung.at/,laimer-hausverwaltung.at,200,https://laimer-hausverwaltung.at/,,,0
Lang & Partner Financial Advisory GmbH,https://langpartner.at/,langpartner.at,200,https://langpartner.at/ | https://langpartner.at/unternehmensfinanzierung/ | https://langpartner.at/ueber-uns/,,,0
Leitner Real Immobilientreuhand Gesellschaft m.b.H.,http://www.leitnerreal.at/,leitnerreal.at,200,https://www.leitnerreal.at/,,,0
LENIKUS Verwaltungs GmbH,http://www.lenikus.at/,lenikus.at,200,https://www.lenikus.at/ | https://www.lenikus.at/about | https://www.lenikus.at/karriere,,,0
LESTRA Hausverwaltung GmbH,http://www.lestra.at/,lestra.at,200,https://lestra.at/ | https://lestra.at/#team,,,0
LIM-MANAGEMENT GmbH,http://www.lim-management.at/,lim-management.at,200,https://www.lim-management.at/ | https://www.lim-management.at/ueber-uns/ | https://www.lim-management.at/service/ | https://www.lim-management.at/aktuelles/das-lim-management-team-waechst/,50,"50 [over] https://www.lim-management.at/ :: bündeln wir alle unsere Immobilienkompetenzen unter einem Dach. Genauer: an unserem Standort in der Albertgasse. Die Limberg-Gruppe besteht aus mehreren eigenständigen Unternehmen, in denen mehr als 50 Mitarbeiter aus den unterschiedlichen Immobiliendisziplinen zusammenarbeiten. In der Limberg-Gruppe bieten wir unseren Kunden alle Dienstleistungen rund um Immobilien an. Von der Verwaltung über die Ve || 50 [exact] https://www.lim-management.at/ :: ir alle unsere Immobilienkompetenzen unter einem Dach. Genauer: an unserem Standort in der Albertgasse. Die Limberg-Gruppe besteht aus mehreren eigenständigen Unternehmen, in denen mehr als 50 Mitarbeiter aus den unterschiedlichen Immobiliendisziplinen zusammenarbeiten. In der Limberg-Gruppe bieten wir unseren Kunden alle Dienstleistungen rund um Immobilien an. Von der Verwaltung über die Ve",2
Lisa Martina Moser,http://www.moser-immobilien.at/,moser-immobilien.at,,,,,0
LUC Facility- und Brandschutzmanagement e.U.,https://www.fb-management.at/,fb-management.at,200,https://www.fb-management.at/ | https://www.fb-management.at/%C3%BCber-uns,,,0
Ludwig Haigermoser,http://www.immo4u.at/,immo4u.at,200,http://www.immo4u.at/,,,0
"Ludwig Hallas, Immobilienverwaltung Gesellschaft m.b.H.",http://www.hallas.at/,hallas.at,200,https://www.hallas.at/,,,0
M F Immobilien Consulting GmbH,http://www.mfimmobilien.at/,mfimmobilien.at,200,https://www.mfimmobilien.at:443/ | https://www.mfimmobilien.at:443/unternehmen,,,0
m.e. Immobilien GmbH,https://www.me-immobilien.at/,me-immobilien.at,200,https://www.me-immobilien.at/ | https://www.me-immobilien.at/unternehmen,,,0
Maddalena Monika Steinbacher,http://www.steinbacher-immo.at/,steinbacher-immo.at,,,,,0
Mag. (FH) Armin Hilpold,http://www.hilpold.com/,hilpold.com,,,,,0
Mag. (FH) Karin Ingrid Fommer-Aust,http://www.immobilien-aust.at/,immobilien-aust.at,200,https://www.immobilien-aust.at/ | https://www.immobilien-aust.at/unternehmen/,,,0
Mag. (FH) Thomas Hermann Trenkwalder,http://www.steuernundrat.at/,steuernundrat.at,200,http://www.steuernundrat.at/ | http://www.steuernundrat.at/leistungen/unternehmensberatung/index.php,,,0
Mag. Alexandra Richling,http://www.richling.at/,richling.at,200,https://richling.at/ | https://richling.at/unternehmen.asp,,,0
Mag. Armin Vuketich e.U.,http://www.vuketich.at/,vuketich.at,200,https://www.vuketich.at/ | https://www.vuketich.at/willkommen/firmengeschichte/ | https://www.vuketich.at/about/,,,0
Mag. Dr. Markus Günter Köck,http://www.immobilien-koeck.com/,immobilien-koeck.com,200,http://www.immobilien-koeck.com/ | http://www.immobilien-koeck.com/unternehmen.htm,,,0
Mag. Franz Josef Pfeifenberger,https://www.fp-immo.at/,fp-immo.at,200,https://www.fp-immo.at/ | https://www.fp-immo.at/%C3%BCber-uns/ | https://www.fp-immo.at/about/,,,0
Mag. Heidelinde Weissofner-Goriup,http://www.wegoimmobilien.at/,wegoimmobilien.at,200,http://www.wegoimmobilien.at/,,,0
Mag. Ilse Tötterström,https://hvit.at/,hvit.at,200,https://www.hvit.at/ | https://www.hvit.at/#WIR,,,0
Mag. Iris Germ,http://www.immo-germ.at/,immo-germ.at,200,https://www.immobilien-germ.at/,,,0
Mag. Klaus-Dieter Stingl,http://www.immobilienverwaltung.at/,immobilienverwaltung.at,200,http://www.immobilienverwaltung.at/,,,0
Mag. Kofler Vermögenstreuhand GmbH,https://www.mag-kofler.at/,mag-kofler.at,200,https://mag-kofler.at/ | https://mag-kofler.at/ueber-uns/ | https://mag-kofler.at/karriere/ | https://mag-kofler.at/ueber-uns/#geschichte | https://mag-kofler.at/karriere/,,,0
Mag. Konstantin Florian Lasserus,https://www.lasserus.at/,lasserus.at,200,https://www.lasserus.at/,,,0
Mag. Marie-Theres Scherbaum,http://www.scherbaum.at/,scherbaum.at,200,https://www.scherbaum.at/,,,0
Mag. Markus Christoph Wörndle,http://www.woerndle.tirol/,woerndle.tirol,200,http://www.woerndle.tirol/,,,0
Mag. Pfeifer Immobilien GmbH,http://www.mpimmo.at/,mpimmo.at,200,https://www.mpimmo.at:443/ | https://www.mpimmo.at:443/ueber-uns | https://www.mpimmo.at:443/objektdetail/15007829?from=19780,,,0
"Mag. Roland Alfred Manseder, MBA",http://mansederimmobilien.at/,mansederimmobilien.at,200,https://www.mansederimmobilien.at/ | https://www.mansederimmobilien.at/team,,,0
Mag. Schneidhofer Immobilien e.U.,http://www.immobilien-fair.at/,immobilien-fair.at,200,https://www.immobilien-fair.at/ | https://www.immobilien-fair.at/team.html,,,0
Mag. Thomas Engelits,http://www.engelits.at/,engelits.at,200,http://www.engelits.at/,,,0
Mag. Thomas Frey,http://www.freyflaeche.at/,freyflaeche.at,200,https://www.freyflaeche.at/de/,,,0
Mag. Ursula Kölbl-Kasper,https://www.immobilien-verwaltung.at/,immobilien-verwaltung.at,200,https://immobilien-verwaltung.at/ | https://immobilien-verwaltung.at/unternehmen/,,,0
Manfred Michael Patterer,http://www.expose-hausverwaltungen.at/,expose-hausverwaltungen.at,200,https://www.expose-hausverwaltungen.at/,,,0
Marktgemeinde Perchtoldsdorf,http://www.perchtoldsdorf.at/,perchtoldsdorf.at,200,https://www.perchtoldsdorf.at/ | https://www.perchtoldsdorf.at/Stellenangebote_Stellenausschreibungen_6 | https://www.perchtoldsdorf.at/Geschichte_5 | https://www.perchtoldsdorf.at/Team | https://www.perchtoldsdorf.at/Stellenangebote_Stellenausschreibungen,,,0
Martin Gigler Immobilienverwaltung e.U.,https://www.giglerimmo.at/,giglerimmo.at,200,https://giglerimmo.at/ | https://giglerimmo.at/#ueber-uns,,,0
Martin Penz,http://www.avfp.at/,avfp.at,200,https://avfp.at/ | https://avfp.at/ueber-uns/,,,0
Martin Reicher,http://www.amiento.com/,amiento.com,200,http://www.amiento.com/,,,0
Maschke & Bayerl Gesellschaft m.b.H.,http://www.immobilientreuhaender.net/,immobilientreuhaender.net,200,https://www.immobilientreuhaender.net/,,,0
MAUTNER MARKHOF Immobilienverwaltungsges.m.b.H.,http://www.mm-immo.at/,mm-immo.at,200,https://mm-immo.at/ | https://mm-immo.at/ueber-uns/ | https://mm-immo.at/ueber-uns/#Team,,,0
maxiimmo GmbH,http://www.maxiimmo.at/,maxiimmo.at,200,https://maxiimmo.at/ | https://maxiimmo.at/ueber-uns/,,,0
MEILAND Management GmbH,https://www.meiland.at/,meiland.at,ERR,,,,0
Meritoria e.U.,https://www.meritoria.net/,meritoria.net,200,https://www.meritoria.net/ | https://www.meritoria.net/%C3%BCber-uns/ | https://www.meritoria.net/about/,,,0
MERKURREAL GmbH & Co KG,http://www.merkurreal.at/,merkurreal.at,200,http://www.merkurreal.at/ | http://www.merkurreal.at/,,,0
Mersich Immobilien GmbH,http://www.immomersich.at/,immomersich.at,200,https://www.immomersich.at/ | https://www.immomersich.at/#unternehmen,,,0
Michael Oberbauer,http://www.mob-immobilien.com/,mob-immobilien.com,ERR,,,,0
Michael Resch Immobilienconsulting e.U.,https://www.buero22.at/,buero22.at,200,https://www.buero22.at/,,,0
Michael Scheichbrein Immobilienverwaltungsgesellschaft m.b.H.,http://www.scheichbrein.at/,scheichbrein.at,200,https://scheichbrein.at/,,,0
Michaela Arbesleitner,http://www.arbesleitner-immobilien.at/,arbesleitner-immobilien.at,200,https://arbesleitner-immobilien.at/,,,0
Michaela Hofer,http://www.immobilienservicehofer.com/,immobilienservicehofer.com,200,https://www.immobilienservicehofer.com | https://www.immobilienservicehofer.com/ueber-uns,,,0
Mittelsmann Philipp Sulek GmbH,http://www.sulek-immobilien.at/,sulek-immobilien.at,200,https://www.sulek.immobilien/ | https://www.sulek.immobilien/unternehmen,,,0
MIVO Immobilienmanagement GmbH,https://www.mivo.at/,mivo.at,200,https://www.mivo.at/,,,0
Moeller-Real Realitätenvermittlungs- und Verwaltungsgesellschaft mit beschränkter Haftung,http://www.moeller-real.at/,moeller-real.at,200,https://moeller-real.at/ | https://moeller-real.at/ueber-uns/,,,0
MSc Oliver Thalhamer,http://www.thalhamer.com/,thalhamer.com,200,https://www.immobilienwerte.at,,,0
MyPropz Bauträger GmbH,https://fatestone.at/,fatestone.at,200,https://fatestone.at/ | https://fatestone.at/ueber-uns/ | https://fatestone.at/unternehmenswerte/ | https://fatestone.at/karriere/ | https://fatestone.at/karriere/#stellenangebote,,,0
NA-Vision GmbH,https://www.na-home.at/,na-home.at,ERR,,,,0
Nexuz Immobilien GmbH,http://www.nexuz.at/,nexuz.at,200,https://www.nexuz.at:443/ | https://www.nexuz.at:443/ueber-uns,,,0
Nicole Eichinger,http://www.eh-hausverwaltung.at/,eh-hausverwaltung.at,ERR,,,,0
Niederösterreichischer Haus- und Wohnungseigentümerverband,http://www.noehaus.at/,noehaus.at,ERR,,,,0
"Norbert Sendlhofer, BA MSc MBA",http://www.sendlhofer.at/,sendlhofer.at,200,https://www.ksp-steuerberatung.at/index_ger.html | https://www.ksp-steuerberatung.at/de/leistungen/unternehmensnachfolge/ | https://www.ksp-steuerberatung.at/index_ger.html#offcanvas_menu_e5646 | https://www.ksp-steuerberatung.at/de/karriere/willkommen_bei_uns/ | https://www.ksp-steuerberatung.at/de/karriere/offene_stellen/ | https://www.ksp-steuerberatung.at/de/karriere/online_bewerben/,,,0
Norikum Wohnungsbaugesellschaft m.b.H.,http://www.norikum.at/,norikum.at,200,https://norikum.at/ | https://norikum.at/unternehmen/ueber-uns | https://norikum.at/unternehmen/gerstl-gruppe,,,0
NTH Immobilienmanagement GmbH,https://nth-immo.at/,nth-immo.at,200,https://nth-immo.at/ | https://nth-immo.at/ueber-uns/,,,0
Obermair Immobilien GmbH,http://www.obermair-immobilien.at/,obermair-immobilien.at,200,https://www.obermair-immobilien.at/ | https://www.obermair-immobilien.at/ueber-uns/,6,"6 [exact] https://www.obermair-immobilien.at/ueber-uns/ :: Neues Projekt - neuer Standort Unser zweites Bauträgerprojekt machte nicht nur die Interessenten für die 84 geschaffenen Einheiten glücklich! Da unser Unternehmen in der Zwischenzeit schon 6 Mitarbeiter beschäftigte, stand auch für uns eine Übersiedlung auf dem Plan. Wir eröffneten unser neues Büro am Standort Leopold-Werndl-Straße, wo wir uns bis heute sehr wohl fühlen. 2025 Veränderung M",1
OBJEKTA Immobiliengesellschaft m.b.H.,http://www.objekta.at/,objekta.at,200,https://www.objekta.at:443/ | https://www.objekta.at:443/team,,,0
OCS Bauprojektierungs- u. VertriebsgmbH,http://www.ocs.at/,ocs.at,,,,,0
OLBRICH Immobilientreuhand GmbH,https://www.olbrich-treuhand.at/,olbrich-treuhand.at,200,https://www.olbrich-treuhand.at/ | https://www.olbrich-treuhand.at/ueberuns/,,,0
OLYMP Realitäten Ges.m.b.H.,http://www.olymp-real.at/,olymp-real.at,200,http://www.olymp-real.at/ | http://www.olymp-real.at/en/about-us.html,,,0
Optimizer Immobilienmanagement GmbH & Co KG,http://www.optimizer.co.at/,optimizer.co.at,200,https://www.optimizer.co.at/ | https://www.optimizer.co.at/unternehmensberatung/,,,0
Otto Friedrich & Partner Immobilientreuhand GmbH,http://www.friedrich.at/,friedrich.at,200,https://friedrich.at/ | https://friedrich.at/uber-uns/ | https://friedrich.at/uber-uns/unser-team/ | https://friedrich.at/uber-uns/karriere/,,,0
Palladio Immobilien GmbH,http://www.palladio-immobilien.at/,palladio-immobilien.at,200,https://www.palladio-immobilien.at/ | https://www.palladio-immobilien.at/uber-uns/ | https://www.palladio-immobilien.at/team/,,,0
Paul Josef Herzog,https://www.sv-herzog.at/,sv-herzog.at,,,,,0
Pecosa Property GmbH,http://www.pecosa.at/,pecosa.at,200,https://www.pecosa.at:443/ | https://www.pecosa.at:443/team,,,0
PEMA Real Estate Services GmbH,https://pema-realestateservices.at/,pema-realestateservices.at,200,https://www.pema-realestateservices.at/ | https://www.pema-realestateservices.at/hausverwaltung,,,0
Peter Robert Nemeth,http://www.peter-nemeth.at/,peter-nemeth.at,ERR,,,,0
Peter Wuk Gesellschaft m.b.H.,http://www.immowuk.at/,immowuk.at,200,http://www.immowuk.at/ | http://www.immowuk.at/about.php,,,0
Petra Claudia Grünhut,http://www.akzentreal.eu/,akzentreal.eu,200,https://www.akzentreal.eu/,,,0
Philip Gottfried Steinkogler,http://www.remax-traunsee.at/,remax-traunsee.at,,,,,0
