candidate_key,company_name,states,places,websites,wko_urls,search_hits,relevant_hits,max_employee_signal,max_relevant_employee_signal,strong_31plus_signals,strong_30_or_below_signals,evidence_1_score,evidence_1_source_score,evidence_1_url,evidence_1_title,evidence_1_snippet,evidence_1_employee_signals,evidence_2_score,evidence_2_source_score,evidence_2_url,evidence_2_title,evidence_2_snippet,evidence_2_employee_signals,evidence_3_score,evidence_3_source_score,evidence_3_url,evidence_3_title,evidence_3_snippet,evidence_3_employee_signals,evidence_4_score,evidence_4_source_score,evidence_4_url,evidence_4_title,evidence_4_snippet,evidence_4_employee_signals,evidence_5_score,evidence_5_source_score,evidence_5_url,evidence_5_title,evidence_5_snippet,evidence_5_employee_signals
sped_5a1755c72f2e6c,ROXCEL Service GmbH,Steiermark,8712 Niklasdorf,,https://firmen.wko.at/roxcel-service-gmbh/steiermark/?firmaid=8d1077a0-b122-4539-8b61-dd3785e01ef3&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_5124a6b473c156,Schwerlast Spedition Gesellschaft m.b.H. Nfg. KG.,Wien,1220 Wien,http://www.schwerlast.at/,https://firmen.wko.at/schwerlast-spedition-gesellschaft-mbh-nfg-kg-maschinentransporte-kran-und-staplerverleih/wien/?firmaid=1b513e1b-233d-44d3-a876-37aeee62e008&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_c99c3c3a34d4f1,Spedition Anton Wagner GmbH,Niederösterreich,3300 Amstetten,,https://firmen.wko.at/spedition-anton-wagner-gmbh/nieder%c3%b6sterreich/?firmaid=22dcc8e8-71ca-4936-86ad-1ae6b3b5d704&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_70ae73a6a7b6c4,SULYOK LOGISTICS OG,Burgenland,7202 Bad Sauerbrunn,,https://firmen.wko.at/sulyok-logistics-og/burgenland/?firmaid=888674d2-bd38-4799-ae3f-1e636108014a&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_4ac0d3e3cb0beb,Thomas Rafferzeder,Oberösterreich,4050 Traun,,https://firmen.wko.at/thomas-rafferzeder/ober%c3%b6sterreich/?firmaid=f3c73842-f475-4762-9e53-a791b87140c6&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,10,10,,,0,0,45,25,https://www.bing.com/ck/a?!&&p=25dd1d107269b52fffba0cd1127b68922b6461dcfd2b6a0ad73a2e37c3670d42JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2951e05c-f59f-6fd1-0fe9-f79af44d6ec8&u=a1aHR0cHM6Ly93d3cueW91dHViZS5jb20vd2F0Y2g_dj1vVU5aaEJ3SmtLVQ&ntb=1,Thomas & Friends | Number One Engine | Kids Cartoon - YouTube,24. Okt. 2019 · Subscribe to Thomas & Friends on YouTube: http://bit.ly/SubscribeToTFAbout Thomas & Friends:Based on a series …,,45,25,https://www.bing.com/ck/a?!&&p=9d431ffce6824efdbfd249a533b084ca90ed3df3a4fb2d84035e0fea5f3d5b13JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2951e05c-f59f-6fd1-0fe9-f79af44d6ec8&u=a1aHR0cHM6Ly9lbi53aWtpcGVkaWEub3JnL3dpa2kvVGhvbWFzX3RoZV9UYW5rX0VuZ2luZQ&ntb=1,Thomas the Tank Engine - Wikipedia,Thomas runs on the Fat Controller 's North Western Railway on the Island of Sodor. He became the most popular character in the …,,45,25,https://www.bing.com/ck/a?!&&p=3aab7180953829f24d3fa0b018eb531180252122262800ea9a4ba01261e58b6bJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2951e05c-f59f-6fd1-0fe9-f79af44d6ec8&u=a1aHR0cHM6Ly93d3cueW91dHViZS5jb20vQHRob21hc2FuZGZyaWVuZHM&ntb=1,Thomas & Friends - YouTube,"And no one is more excited to help than Thomas! Join Thomas and his friends for exciting adventures, unexpected surprises, and …",,45,25,https://www.bing.com/ck/a?!&&p=a1422b070e1b2b33f65222c2889861b2c2cb99c8ab518ed65339770e5ba63800JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2951e05c-f59f-6fd1-0fe9-f79af44d6ec8&u=a1aHR0cHM6Ly90dHRlLmZhbmRvbS5jb20vd2lraS9UaG9tYXNfJTI2X0ZyaWVuZHM&ntb=1,Thomas & Friends | Thomas the Tank Engine Wiki | Fandom,A shot of a 3D computer animated Thomas from the upcoming 2026 Thomas & Friends television series. Following a tease in May …,,45,25,https://www.bing.com/ck/a?!&&p=20f488babac42b5d95826b25886460cc73e428abd462d3976c4a67d678007f12JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2951e05c-f59f-6fd1-0fe9-f79af44d6ec8&u=a1aHR0cHM6Ly90b29uZ28uaW8vZ2FtZXMvdGhvbWFzLWFuZC1mcmllbmRz&ntb=1,Thomas & Friends Games - Play on Toongo,"With games featuring Thomas, Percy, James, and more, young players can engage in coloring activities, musical games, shape …",
sped_7b77dced5289ac,TRANS TRADE Speditions- und Handelsgesellschaft m.b.H.,Niederösterreich,2100 Korneuburg | 2100 Leobendorf,,https://firmen.wko.at/trans-trade-speditions-und-handelsgesellschaft-mbh/nieder%c3%b6sterreich/?firmaid=99f7cb71-29c2-4c71-ab33-573b61c7ebd2&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur | https://firmen.wko.at/trans-trade-speditions-und-handelsgesellschaft-mbh/nieder%c3%b6sterreich/?firmaid=a9a13525-61cc-4613-b4a0-2b4aa9182c00&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_a330d88faa698b,UCS - United Cargo Service GmbH,Oberösterreich,4614 Marchtrenk,https://www.ucs.co.at/,https://firmen.wko.at/ucs-united-cargo-service-gmbh/ober%c3%b6sterreich/?firmaid=98d9440e-a0c0-44f1-a419-9368036ad49e&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_0afdb2458ae219,VTG Rail Logistics Austria GmbH,Wien,1110 Wien,,https://firmen.wko.at/vtg-rail-logistics-austria-gmbh/wien/?firmaid=9f4ae838-a070-4739-8b1f-303b059eb36c&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=spediteur,10,1,,,0,0,51,25,https://www.bing.com/ck/a?!&&p=939f85335ffa7fbe4323ef0571e7c43da2411e6439d7eb006090c4125bf9543aJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=3f8df99a-b543-667a-18c9-ee5cb4386786&u=a1aHR0cHM6Ly93d3cudnRnLmNvbS8&ntb=1,VTG : Your partner for sustainable rail transport,29. Juni 2026 · VTG is Europe's largest private wagon hire company and your experienced partner when it comes to multimodal …,,,,,,,,,,,,,,,,,,,,,,,,,
sped_ea15007ff83171,WRE Service GmbH,Niederösterreich; Tirol,2362 Biedermannsdorf | 6330 Kufstein,,https://firmen.wko.at/wre-service-gmbh/nieder%c3%b6sterreich/?firmaid=4ef9597f-4a72-46e3-a1e5-caded1f03555&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur | https://firmen.wko.at/wre-service-gmbh/tirol/?firmaid=17956448-a3b3-49dd-b565-15bb69bb8d8b&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=spediteur,10,9,,,0,0,65,25,https://www.bing.com/ck/a?!&&p=c7832a0094e0e53ce1766ddf852e114e2c924fa752a0fe525e47dafdd3cc10a0JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=172d4ff8-d1e8-603c-1f23-583ed01e61f7&u=a1aHR0cHM6Ly93d3cubnJjcy51c2RhLmdvdi9wcm9ncmFtcy1pbml0aWF0aXZlcy93ZXRsYW5kLXJlc2VydmUtZWFzZW1lbnRz&ntb=1,Wetland Reserve Easements ( WRE ) | Natural Resources Conservation Service,"Wetlands Reserve Easements (WRE) help private and tribal landowners protect, restore and enhance wetlands which have been …",,45,25,https://www.bing.com/ck/a?!&&p=e74bf204edea4b5bef0a47506b7a7e093e0aa025021723f0574c0f970e0cf7d7JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=172d4ff8-d1e8-603c-1f23-583ed01e61f7&u=a1aHR0cHM6Ly93d3cuZmFjZWJvb2suY29tL1dSRUFQUEFSRUwv&ntb=1,WRE Apparel - Facebook,"Discover the ultimate range of women's activewear essentials that fuse style, comfort, and luxury.",,45,25,https://www.bing.com/ck/a?!&&p=1db4c0fe3e5b0a39fa25d42cf231a201840a5cf165ab8fd4392ab40d22239580JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=172d4ff8-d1e8-603c-1f23-583ed01e61f7&u=a1aHR0cHM6Ly93cmVhcHBhcmVsLmNvbS9lbi11cw&ntb=1,Activewear Essentials | Luxury You Can Live In – WRE Apparel,Endless plans.,,45,25,https://www.bing.com/ck/a?!&&p=7c02c3578bd996f7f924bf899caec2e4bcc4fd65f1fff4e6a66018b47591f2c7JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=172d4ff8-d1e8-603c-1f23-583ed01e61f7&u=a1aHR0cHM6Ly93cmVhcHBhcmVsLmNvbS9jb2xsZWN0aW9ucy9mcm9udHBhZ2U&ntb=1,Home Page – WRE Apparel,Women's Activewear Essentials,,45,25,https://www.bing.com/ck/a?!&&p=4a68c195298dcbb98a942d74eedc452f09df163e1ade0812eedfd7c62bba9a5fJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=172d4ff8-d1e8-603c-1f23-583ed01e61f7&u=a1aHR0cHM6Ly93d3cuaW5zdGFncmFtLmNvbS93cmUuYXBwYXJlbC8&ntb=1,WRE APPAREL (@ wre .apparel) • Instagram photos and videos,"396K Followers, 7,722 Following, 4,225 Posts - WRE APPAREL (@wre.apparel) on Instagram: ""For women who want to feel …",
sped_2db6b46f50bdef,AD Spedition GmbH,Steiermark,8042 Graz,,https://firmen.wko.at/ad-spedition-gmbh/steiermark/?firmaid=844a14f9-3833-4fb8-b207-188c98f192e8&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_f20506e5094d1e,ALWE Logistik GmbH in Liqu.,Tirol,6330 Kufstein,,https://firmen.wko.at/alwe-logistik-gmbh-in-liqu/tirol/?firmaid=e9cff5c6-31ea-46ea-9207-1a971e9a7265&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_8c72395c3e1db1,B & S Logistik GmbH,Wien,1040 Wien,,https://firmen.wko.at/b-und-s-logistik-gmbh/wien/?firmaid=70d767e5-d659-49b2-92c9-ec8b4c795d73&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_458db19f55bb9d,Bremer Lloyd GmbH,Wien,1010 Wien,,https://firmen.wko.at/bremer-lloyd-gmbh/wien/?firmaid=70b094fd-4f71-4e76-b2a5-41502558d724&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_6e9491e06b26ec,Christian Fasching,Niederösterreich,2340 Mödling,,https://firmen.wko.at/christian-fasching/nieder%c3%b6sterreich/?firmaid=4beafc95-d2f1-431d-b065-5eb6a48679ad&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,7,7,,,0,0,45,25,https://www.bing.com/ck/a?!&&p=e71a2b6e36464c3609e366feb933110b12afae2e7cf21c06d22b35d802b7fd5fJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=33390685-6e1f-6140-3e1f-11436f6460f2&u=a1aHR0cHM6Ly9lbi53aWtpcGVkaWEub3JnL3dpa2kvQ2hyaXN0aWFuaXR5&ntb=1,Christianity - Wikipedia,Christianity is an Abrahamic monotheistic religion based on the Bible and the teachings of Jesus. The Gospels state that Jesus is the …,,45,25,https://www.bing.com/ck/a?!&&p=3a8bb2c76cfad27b8f65b5f84c7248c63ab52a73e639a547f80d2a3aec252f6bJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=33390685-6e1f-6140-3e1f-11436f6460f2&u=a1aHR0cHM6Ly9lbi53aWtpcGVkaWEub3JnL3dpa2kvQ2hyaXN0aWFucw&ntb=1,Christians - Wikipedia,Christians form the largest religious community in the world. [7] The words Christ and Christian derive from the Koine Greek title …,,45,25,https://www.bing.com/ck/a?!&&p=1664a5cfd8ac4d632d97e4bbe1755c567392b4731af9aca9a08dd5167f1876adJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=33390685-6e1f-6140-3e1f-11436f6460f2&u=a1aHR0cHM6Ly93d3cuYnJpdGFubmljYS5jb20vdG9waWMvQ2hyaXN0aWFuaXR5&ntb=1,"Christianity | Definition, Origin, History, Beliefs, Symbols ...","Vor 4 Tagen · This article first considers the nature and development of the Christian religion, its ideas, and its institutions. This is …",,45,25,https://www.bing.com/ck/a?!&&p=1e9ce923fc51073f6d6c2850a6f1b533a81688566ea960a889793ef0bcba2028JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=33390685-6e1f-6140-3e1f-11436f6460f2&u=a1aHR0cHM6Ly9jaHJpc3RpYW5wdXJlLmNvbS9sZWFybi93aGF0LWlzLWEtY2hyaXN0aWFuLw&ntb=1,What is a Christian ? | Christian Pure,"13. Nov. 2025 · The core beliefs of Christianity include the belief in one God (the Trinity), the person and work of Jesus Christ, the …",,45,25,https://www.bing.com/ck/a?!&&p=913abf69a75beb1f7f5c6411becae286cc7b99fb8391e9a81eb5a2b4b156cca8JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=33390685-6e1f-6140-3e1f-11436f6460f2&u=a1aHR0cHM6Ly93d3cueW91dHViZS5jb20vd2F0Y2g_dj1oMldQRE9CRlRrZw&ntb=1,Christian Music Playlist 2026 Best Worship Songs - YouTube,Join us on a continuous journey of worship this year with our Christian music playlist. These playlists are carefully curated to provide …,
sped_58634c22d5e299,David Nothegger Terminfracht GmbH,Kärnten,9601 Arnoldstein,,https://firmen.wko.at/david-nothegger-terminfracht-gmbh/k%c3%a4rnten/?firmaid=271c746b-97e2-4305-a24b-c988a9a68438&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=spediteur,4,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_f0616737740604,Duvenbeck Logistik GmbH,Niederösterreich; Oberösterreich; Steiermark,3350 Haag | 4400 Steyr | 8042 Graz,,https://firmen.wko.at/duvenbeck-logistik-gmbh/nieder%c3%b6sterreich/?firmaid=22ed1bed-dd55-4d8f-a651-0e304e26f1ae&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur | https://firmen.wko.at/duvenbeck-logistik-gmbh/ober%c3%b6sterreich/?firmaid=49fc2347-df9e-40ad-8aa5-4dca5c2373a3&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur | https://firmen.wko.at/duvenbeck-logistik-gmbh/steiermark/?firmaid=9d5f54c2-b765-40ab-80e6-86025313cfa3&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_9d3af9972f701c,ESAB Logistics GmbH,Steiermark,8151 Hitzendorf,,https://firmen.wko.at/esab-logistics-gmbh/steiermark/?firmaid=00957647-64f0-4ba2-a537-58c1f3c81afa&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=spediteur,10,10,,,0,0,65,25,https://www.bing.com/ck/a?!&&p=0addc55659287291e93ace2475979fe795d5add83589338e359c916057fe3268JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=3364350b-df73-685e-2f6c-22cdde31696a&u=a1aHR0cHM6Ly9lc2FiLmNvbS91cy9uYW1fZW4v&ntb=1,Industrial Welding and Cutting Equipment - ESAB United States,ESAB is a global leader in welding and cutting equipment and consumables. Explore how our complete line of products can provide …,,65,25,https://www.bing.com/ck/a?!&&p=c599962bfc365890ee1277a57ebf58e4e13de1b744aa28d700314adfe950a152JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=3364350b-df73-685e-2f6c-22cdde31696a&u=a1aHR0cHM6Ly9lc2FiLmNvbS91cy9uYW1fZW4vcHJvZHVjdHMtc29sdXRpb25zLw&ntb=1,ESAB Products and Solutions - ESAB United States,ESAB offers a complete line of welding and cutting products and solutions. Explore our equipment offering with ease based on …,,65,25,https://www.bing.com/ck/a?!&&p=f15c5113740d3433b894860f4391b058a9b9a341829f5de65a27e348161ec26aJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=3364350b-df73-685e-2f6c-22cdde31696a&u=a1aHR0cHM6Ly9lc2FiY29ycG9yYXRpb24uY29tLw&ntb=1,Shaping the World We Imagine | ESAB Corporation,"At ESAB Corporation, we are at the forefront of nurturing the ideas that transform and propelling people into action. Experience who …",,65,25,https://www.bing.com/ck/a?!&&p=2231ff5d62460e19896e4ec96c042b15886b4c80fa82b59ffe852c4c1c7f0c5dJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=3364350b-df73-685e-2f6c-22cdde31696a&u=a1aHR0cHM6Ly9lc2FiY29ycG9yYXRpb24uY29tL2NvbXBhbnkvZXNhYi8&ntb=1,Our Companies - ESAB Corporation,ESAB is the world leader in the production of welding and cutting equipment and digital solutions. Learn how ESAB is shaping the …,,65,25,https://www.bing.com/ck/a?!&&p=abca080deb2b0af2e44104ce2edf0d9587d75b875f0ef839ed7a16dd61d742bbJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=3364350b-df73-685e-2f6c-22cdde31696a&u=a1aHR0cHM6Ly9zaG9wdXMuZXNhYi5jb20v&ntb=1,Welding and Cutting Machines and Consumables | ESAB US,"Machines and Consumables for Welding and Cutting, Automation, CNC Cutting, Plasma Cutting, PPE, and accessories — all with …",
sped_ad65d8a0b29cba,Fiederhell logistik express GmbH,Oberösterreich,4020 Linz,,https://firmen.wko.at/fiederhell-logistik-express-gmbh/ober%c3%b6sterreich/?firmaid=6e925d92-986e-45c3-955f-a40b07773250&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_25b1a8d9f64c79,Gatt Continental Transport GmbH,Tirol,6330 Kufstein,,https://firmen.wko.at/gatt-continental-transport-gmbh/tirol/?firmaid=472a48f8-e99e-42e3-a58f-b98992fba41b&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_115be83a76b01a,Gruber KG,Niederösterreich,3100 St. Pölten,,https://firmen.wko.at/gruber-kg/nieder%c3%b6sterreich/?firmaid=88e4e43e-a76b-4d16-85be-0a864899ca28&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_d6afb2f90c9bc1,HARRY LOGISTIK GmbH,Kärnten,9241 Wernberg,,https://firmen.wko.at/harry-logistik-gmbh/k%c3%a4rnten/?firmaid=88646ced-7e88-4404-a6b4-9cd3aa3966f3&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=spediteur,10,10,,,0,0,65,25,https://www.bing.com/ck/a?!&&p=ad92edf22ed25e06011b07bbfaba46008f4e0f0ce4268fa18ea23b2ccf37ce87JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=32dcbda0-624d-6b7f-07a1-aa66639f6a18&u=a1aHR0cHM6Ly9lbi5tLndpa2lwZWRpYS5vcmcvd2lraS9QcmluY2VfSGFycnksX0R1a2Vfb2ZfU3Vzc2V4&ntb=1,"Prince Harry , Duke of Sussex - Wikipedia","He is the younger son of King Charles III and Diana, Princess of Wales, and is fifth in the line of succession to the British throne. …",,65,25,https://www.bing.com/ck/a?!&&p=cf1ffd1b22a3b1e428758982bb2d3eed25e6e7d16da4ef6dea0f36ab80745281JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=32dcbda0-624d-6b7f-07a1-aa66639f6a18&u=a1aHR0cHM6Ly93d3cuY25uLmNvbS8yMDI2LzA4LzI2L3VrL3ByaW5jZS1oYXJyeS1tZWdoYW4tdWstcmV0dXJuLWludGw&ntb=1,"Prince Harry and Meghan arrive back in UK, six years after ...",Vor 4 Tagen · Harry and Meghan are returning to the UK as private citizens and will not be resuming any official duties on behalf of …,,65,25,https://www.bing.com/ck/a?!&&p=4ff324ce7032b071d98505e6af4677a7ff566c9c8f1812ebcb7073a5baa5c24aJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=32dcbda0-624d-6b7f-07a1-aa66639f6a18&u=a1aHR0cHM6Ly93d3cuY25uLmNvbS8yMDI2LzA4LzIwL3VrL3doeS1pcy1wcmluY2UtaGFycnktbWVnaGFuLXJldHVybmluZy11ay1pbnRs&ntb=1,Five unanswered questions around Harry and Meghan’s surprise ...,20. Aug. 2026 · Harry and Meghan’s relations with the wider royal family have been strained for many years. The couple left the UK …,,65,25,https://www.bing.com/ck/a?!&&p=67d754a0e173c19976d8c1d3954436efed94a6e3482c0a261d13ee9b928d5400JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=32dcbda0-624d-6b7f-07a1-aa66639f6a18&u=a1aHR0cHM6Ly93d3cuaGVsbG9tYWdhemluZS5jb20vdGFncy9wcmluY2UtaGFycnkv&ntb=1,"Prince Harry , Duke of Sussex Latest News | HELLO!","Vor einem Tag · Explore the extraordinary life of Prince Harry, The Duke of Sussex. From his marriage to Meghan Markle to …",,65,25,https://www.bing.com/ck/a?!&&p=e6fbe664159dc43dad1541d771a4e0d223db803ec98230e67acb425e14ff3844JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=32dcbda0-624d-6b7f-07a1-aa66639f6a18&u=a1aHR0cHM6Ly93d3cuaGVsbG9tYWdhemluZS5jb20vdGFncy9wcmluY2UtaGFycnktYW5kLW1lZ2hhbi8&ntb=1,Prince Harry & Meghan Markle - Get Latest News & Pictures ...,"Vor einem Tag · Prince Harry and Meghan Markle: Get the latest news, pictures & announcements from the Duke and Duchess of …",
sped_833ccf9fad9179,Hubert Pancheri,Tirol,6020 Innsbruck,,https://firmen.wko.at/hubert-pancheri/tirol/?firmaid=40317541-2ff3-49a3-a2da-8ee3ca763a89&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_54942c174e883b,InnoLogix GmbH,Wien,1060 Wien,,https://firmen.wko.at/innologix-gmbh/wien/?firmaid=9a0063ac-3aa7-40b8-9526-4cedeca0cd12&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_8913ffd9f99200,Johann Strauss GmbH,Oberösterreich,4643 Pettenbach,http://www.strauss-log.at/,https://firmen.wko.at/johann-strauss-gmbh-johann-strauss-gmbh/ober%c3%b6sterreich/?firmaid=fb929cf0-88c2-41d1-bfa7-a41b5a218569&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,7,7,,,0,0,77,25,https://www.bing.com/ck/a?!&&p=740c587c162ccb8d6374491a72bfd400f9a97d7a17bbe1df983f641c6602bd80JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1e91b626-adfb-62d9-0f1b-a1e0ac5f6355&u=a1aHR0cHM6Ly9lbi53aWtpcGVkaWEub3JnL3dpa2kvSm9oYW5u&ntb=1,Johann - Wikipedia,"Johann Strauss III (1864–1939), also known as Johann Eduard Strauss, Austrian composer, nephew of the above Johann Samuel …",,45,25,https://www.bing.com/ck/a?!&&p=2201cd43700fc852450116acca0aeac970373d1de9080ca35658e1683d0f61d7JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1e91b626-adfb-62d9-0f1b-a1e0ac5f6355&u=a1aHR0cHM6Ly9lbi53aWtpcGVkaWEub3JnL3dpa2kvSiVDMyVCM2hhbm5fSiVDMyVCM2hhbm5zc29u&ntb=1,Jóhann Jóhannsson - Wikipedia,"Jóhann released solo albums from 2002 onward. In 2016, he signed with Deutsche Grammophon, through which he released his last …",,45,25,https://www.bing.com/ck/a?!&&p=554fb32804258b90b672f9b712492ce22b7f24cffef72863974dc9e00647ff55JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1e91b626-adfb-62d9-0f1b-a1e0ac5f6355&u=a1aHR0cHM6Ly93d3cubW9tanVuY3Rpb24uY29tL2JhYnktbmFtZXMvam9oYW5uLw&ntb=1,"Johann Name Meaning, Origin, History, And Popularity","7. Mai 2024 · Johann is a German masculine given name derived from the Latin name Iohannes, which in turn comes from the Greek …",,45,25,https://www.bing.com/ck/a?!&&p=7cf1e9cc21c15970e39d9a82c62bf2872cde5a7082920bc1541328e06e628d39JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1e91b626-adfb-62d9-0f1b-a1e0ac5f6355&u=a1aHR0cHM6Ly93d3cuYmVoaW5kdGhlbmFtZS5jb20vbmFtZS9qb2hhbm4&ntb=1,"Meaning, origin and history of the name Johann",23. Apr. 2024 · German form of Iohannes (see John). Famous bearers include German composer Johann Sebastian Bach (1685 …,,45,25,https://www.bing.com/ck/a?!&&p=2af932a05433c47f258d50af9d43c9b0120d5e0343f37fc8d1a4b38b12a24f63JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1e91b626-adfb-62d9-0f1b-a1e0ac5f6355&u=a1aHR0cHM6Ly9hbnl0ZWFtbmFtZXMuY29tL2Jsb2cvd2hhdC1kb2VzLXRoZS1uYW1lLWpvaGFubi1tZWFuLw&ntb=1,What Does the Name Johann Mean? Origins and Significance,"22. Feb. 2026 · Johann is the German form of the name John, widely used in various cultures with slight variations. The transition …",
