candidate_key	company_name	states	places	websites	employee_keyword_hits	employee_number_hits	best_score	evidence
sped_b65818f5d4afbe	IML - Messe Logistik GmbH	Wien	1220 Wien		0	0	62	[62] IML Home :: IML Security Supply holds training courses throughout the U.S. and is licensed with the Texas Department of Public Safety under … :: https://www.bing.com/ck/a?!&&p=466b334020574ef0eda9cf13502260ed591b24ea18f3ccb0c14c9a712217cf46JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1e1e8226-a84b-6225-3fcb-95e0a903635e&u=a1aHR0cHM6Ly93d3cuaW1sc3MuY29tLw&ntb=1 || [62] IML - Illinois Municipal League :: The Illinois Municipal League (IML) is the statewide representative of all 1,294 cities, villages and towns in Illinois. :: https://www.bing.com/ck/a?!&&p=4b61e844148af0b56e40a5aca2bc21aca4a684209882991aa0eccbaa49c8b691JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1e1e8226-a84b-6225-3fcb-95e0a903635e&u=a1aHR0cHM6Ly93d3cuaW1sLm9yZy8&ntb=1 || [62] IML Security Supply :: IML Security Supply - All Rights Reserved. :: https://www.bing.com/ck/a?!&&p=055cd0717c7b42f8d7810aa7e75ed6e32637f6f0bd2b125720cf10bd68c54a5dJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1e1e8226-a84b-6225-3fcb-95e0a903635e&u=a1aHR0cHM6Ly9zaG9wLmltbHNzLmNvbS8&ntb=1
sped_0e6d7f57c55b10	MHM Internationale Speditionsgesellschaft m.b.H.	Wien	1210 Wien	http://www.cargoworld.at/	0	0	62	"[62] What Does Mhm Mean in Texting? Definition, Usage & More :: 15. Juli 2026 · ""Mhm"" can be either good or bad, depending on the context it’s used in. “Mhm” can be used as a casual way to say … :: https://www.bing.com/ck/a?!&&p=5335c6b394da94f2c81ab2bc47512ad95d2d62cdb5bad7bbd2845bedbd38ffdcJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2cef6adc-67ce-61bf-30d6-7d1a66826089&u=a1aHR0cHM6Ly93d3cud2lraWhvdy5jb20vV2hhdC1Eb2VzLU1ITS1NZWFu&ntb=1 || [62] MHM Roofing and Construction | Oklahoma City OK - Facebook :: With MHM, there's one company and one point of responsibility for both your roof and your solar work. Don't trust your roof to a solar … :: https://www.bing.com/ck/a?!&&p=aad54d577bd94d465510a3ff85b06e250bad7d00fb13f3475fa463d83681c34bJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2cef6adc-67ce-61bf-30d6-7d1a66826089&u=a1aHR0cHM6Ly93d3cuZmFjZWJvb2suY29tL21obXJvb2ZpbmdhbmRjb25zdHJ1Y3Rpb24v&ntb=1 || [62] mhm | Slang | Dictionary.com :: 7. Aug. 2020 · What does mhm mean? Mhm is a version of mm- hmm, an interjection variously used to express agreement or make … :: https://www.bing.com/ck/a?!&&p=c33ad4bb54ed4de6445dc2ddf258916ff34dd8b6b764025bf29b67b0415eca84JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2cef6adc-67ce-61bf-30d6-7d1a66826089&u=a1aHR0cHM6Ly93d3cuZGljdGlvbmFyeS5jb20vY3VsdHVyZS9zbGFuZy9taG0&ntb=1"
sped_f67dc76e0e4757	SOLUTION Speditionsgesellschaft m.b.H.	Niederösterreich	2514 Traiskirchen		0	0	62	[62] SOLUTION Definition & Meaning - Merriam-Webster :: Vor 2 Tagen · The meaning of SOLUTION is an act or means of solving a problem. How to use solution in a sentence. :: https://www.bing.com/ck/a?!&&p=bd0e43df0585815fd910399873a49d00602c4acfe9c37e41c19fc15eee1cdfdbJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1967d2fc-575f-6890-2d58-c53a56f66967&u=a1aHR0cHM6Ly93d3cubWVycmlhbS13ZWJzdGVyLmNvbS9kaWN0aW9uYXJ5L3NvbHV0aW9u&ntb=1 || [62] Solution | Definition & Examples | Britannica :: 7. Aug. 2026 · Solution, in chemistry, a homogenous mixture of two or more substances in relative amounts that can be varied … :: https://www.bing.com/ck/a?!&&p=9eba4203abf44c2c54fb20175bb39a9cd5cdef71f9277c4a57249dd0c5a54830JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1967d2fc-575f-6890-2d58-c53a56f66967&u=a1aHR0cHM6Ly93d3cuYnJpdGFubmljYS5jb20vc2NpZW5jZS9zb2x1dGlvbi1jaGVtaXN0cnk&ntb=1 || [62] Solution (chemistry ) - Wikipedia :: Making a saline water solution by dissolving table salt (NaCl) in water. The salt is the solute and the water the solvent. In chemistry, … :: https://www.bing.com/ck/a?!&&p=68bb4f14c38d2b4d0d7a126a6efb61afb9611f505104a95b5cfbe47659e1fd54JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1967d2fc-575f-6890-2d58-c53a56f66967&u=a1aHR0cHM6Ly9lbi5tLndpa2lwZWRpYS5vcmcvd2lraS9Tb2x1dGlvbl8oY2hlbWlzdHJ5KQ&ntb=1
sped_f4081fb9dddacd	BINDER LAGEREIBETRIEB GMBH	Oberösterreich	4910 Ried im Innkreis		0	0	62	[62] Amazon.com: Binder :: Discover high-quality binders built to last. Explore a range of sizes, styles, and organizational features to keep your documents and … :: https://www.bing.com/ck/a?!&&p=af5b967ef7ac52215d6230e08da8ed160b625b0c155a038821284e13c2c4813eJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2ca8261b-79b2-6cbf-2c9d-31dd78856d09&u=a1aHR0cHM6Ly93d3cuYW1hem9uLmNvbS9iaW5kZXIvcz9rPWJpbmRlcg&ntb=1 || [62] Binders - Target :: Organize your notes and documents in style with a variety of binders from Target. Find the perfect size, color, and features to keep … :: https://www.bing.com/ck/a?!&&p=9cea2f302335697ca40affd2d1fcbe35511597d5de921559e0214b91c16f6099JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2ca8261b-79b2-6cbf-2c9d-31dd78856d09&u=a1aHR0cHM6Ly93d3cudGFyZ2V0LmNvbS9jL2JpbmRlcnMtc2Nob29sLXN1cHBsaWVzLW9mZmljZS8tL04tNHlqdmc&ntb=1 || [62] Amazon.com: Binders :: Discover binders with reinforced hinges and flat-lay designs for easy document access. Shop a variety of sizes and styles for … :: https://www.bing.com/ck/a?!&&p=23574d1b5b0e3a18e48f65740715ce625ad39fac982011010edefd4b74b9b597JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2ca8261b-79b2-6cbf-2c9d-31dd78856d09&u=a1aHR0cHM6Ly93d3cuYW1hem9uLmNvbS9iaW5kZXJzL3M_az1iaW5kZXJz&ntb=1
sped_1d5f6a00f52717	LSP Eventlogistics GmbH	Niederösterreich	3012 Wolfsgraben		0	0	62	[62] Official page for Language Server Protocol :: The idea behind the Language Server Protocol (LSP) is to standardize the protocol for how such servers and development tools … :: https://www.bing.com/ck/a?!&&p=24df2c4b38f5e6e67c6e6c53a6147b19fa9046244944e555ea3a020bb7757eaaJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=31c17de9-b015-6e1a-15fd-6a2fb1626f41&u=a1aHR0cHM6Ly9taWNyb3NvZnQuZ2l0aHViLmlvL2xhbmd1YWdlLXNlcnZlci1wcm90b2NvbC8&ntb=1 || [62] LSP - Home - Louisiana State Police :: On August 15, 2026, shortly after 10:00 p.m., detectives with the LSP Bureau of Investigations were requested by the Lake Charles … :: https://www.bing.com/ck/a?!&&p=1923bf317a1ee85ebf7eab9ae829b147f0a2514cf501a364280cfd91248fa951JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=31c17de9-b015-6e1a-15fd-6a2fb1626f41&u=a1aHR0cHM6Ly93d3cubHNwLm9yZy8&ntb=1 || [62] Language Server Protocol - Wikipedia :: LSP was originally developed for Microsoft Visual Studio Code and is now an open standard. On June 27, 2016, Microsoft … :: https://www.bing.com/ck/a?!&&p=f63562fe3e057c5cebf52fedc55276a70650e8634203158eae8d2ab35802ab63JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=31c17de9-b015-6e1a-15fd-6a2fb1626f41&u=a1aHR0cHM6Ly9lbi53aWtpcGVkaWEub3JnL3dpa2kvTGFuZ3VhZ2VfU2VydmVyX1Byb3RvY29s&ntb=1
sped_47bc956fbf4ee2	Martin Brunnbauer e.U.	Oberösterreich	4111 Walding	https://brunnbauer.consulting/	0	0	62	[62] Martin Guitars | The Choice of Musicians Worldwide | C.F. Martin :: Drawing on generations of experience as a leading acoustic guitar manufacturer, Martin creates instruments and strings designed to … :: https://www.bing.com/ck/a?!&&p=fc5312ea68af9860497b20ed3a729622c32041a251f0588898816e68bdf8db52JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1f5f3362-d2e0-6e8e-0288-24a4d3136f09&u=a1aHR0cHM6Ly93d3cubWFydGluZ3VpdGFyLmNvbS8&ntb=1 || [62] Online Grocery Delivery and Pickup | Pharmacy | MARTIN 'S :: Visit MARTIN'S in person or online for easy grocery shopping, pharmacy refills, recipe inspiration, and more! :: https://www.bing.com/ck/a?!&&p=f4765fa72ab04ca12bb3fc73bebc1e362f21813e0a14889c9a0406e7ad82dfd9JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1f5f3362-d2e0-6e8e-0288-24a4d3136f09&u=a1aHR0cHM6Ly9tYXJ0aW5zZm9vZHMuY29tLw&ntb=1 || [62] Martin Acoustic & Acoustic Electric Guitars | Martin Guitar :: Shop Martin Guitar Guitars and a variety of guitars, apparel, accessories, and more! :: https://www.bing.com/ck/a?!&&p=8495a6cbccd8e2761b5414b702ca013931acd1a4e28ad8f93a321e44177d8145JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1f5f3362-d2e0-6e8e-0288-24a4d3136f09&u=a1aHR0cHM6Ly93d3cubWFydGluZ3VpdGFyLmNvbS9ndWl0YXJzLw&ntb=1
sped_038b9fff081228	Alp&Log GmbH	Burgenland	7361 Frankenau-Unterpullendorf		0	0	62	[62] ALP Nicotine Pouches - A Better Time | Freshest Nicotine Pouches :: Mint, wintergreen, & tropical fruit flavored nicotine pouches. Moist, flavorful, & available in 3mg, 6mg, & 9mg strengths. Experience a … :: https://www.bing.com/ck/a?!&&p=eececba7f9465a9e7d4d8b9c42e19b7b01d0798146ef1dc24cd43e304bb48527JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=09fc2f07-0756-66f1-3fb1-38c1068767d3&u=a1aHR0cHM6Ly9hbHBwb3VjaC5jb20v&ntb=1 || [62] Alkaline Phosphatase ( ALP ): What It Is, Causes & Treatment :: 4. Nov. 2021 · Alkaline phosphatase (ALP) is an enzyme that exists throughout your body. High levels of ALP in your blood may … :: https://www.bing.com/ck/a?!&&p=14f7a821aeca6ee977ea61906af2c6a8a6e27857f6e265a2ab644316eed585e9JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=09fc2f07-0756-66f1-3fb1-38c1068767d3&u=a1aHR0cHM6Ly9teS5jbGV2ZWxhbmRjbGluaWMub3JnL2hlYWx0aC9kaWFnbm9zdGljcy8yMjAyOS1hbGthbGluZS1waG9zcGhhdGFzZS1hbHA&ntb=1 || [62] Alkaline phosphatase ( ALP ) blood test - Mayo Clinic :: 5. Aug. 2025 · Overview An alkaline phosphatase blood test is a simple test to check the health of your bones, liver or other parts of … :: https://www.bing.com/ck/a?!&&p=7255bdac66695c290177161b3a122d603b54db276ef26da9902812be94531193JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=09fc2f07-0756-66f1-3fb1-38c1068767d3&u=a1aHR0cHM6Ly93d3cubWF5b2NsaW5pYy5vcmcvdGVzdHMtcHJvY2VkdXJlcy9hbGthbGluZS1waG9zcGhhdGFzZS1hbHAtYmxvb2QtdGVzdC9hYm91dC9wYWMtMjA1ODcwMzY&ntb=1
sped_8f985e0786cf46	DAKA Entsorgungsunternehmen GmbH & Co. KG.	Tirol	6241 Radfeld	https://www.daka.tirol/	0	0	62	[62] Tiendas Daka - Se Feliz | Tiendas Daka :: La tienda número 1 en venta de electrodomésticos en Venezuela, con marcas de respaldo internacional, calidad, variedad y precios … :: https://www.bing.com/ck/a?!&&p=6f146b06cfd9397fed79fb90a6bc70731960207fbf5dcf451086aaca5edfcdc3JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=24b9ffc9-5e66-6ac4-2345-e80f5f396b1c&u=a1aHR0cHM6Ly9kYWthLnRpZW5kYXNkYWthLmNvbS8&ntb=1 || [62] DAKA | Premium Dab Rigs, eRigs & Dab Tools Online :: Discover DAKA’s high-tech dab rigs, portable eRigs, and sleek dab tools. Built for clean, consistent, and powerful … :: https://www.bing.com/ck/a?!&&p=fb6d224a29b969ad3fcbda44e0d396393ef7f593212538d141596ee5cbfc41dfJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=24b9ffc9-5e66-6ac4-2345-e80f5f396b1c&u=a1aHR0cHM6Ly9kYWthb2ZmaWNpYWwuY29tLw&ntb=1 || [62] Shop Magpul DAKA Organization Gear – Pouches, Cases & Bags :: Shop the full Magpul DAKA lineup: waterproof pouches, range bags, hard cases, packing cubes, and tech sleeves. Rugged … :: https://www.bing.com/ck/a?!&&p=5dbe6b8b93991c64524e3da8c2425a634855f4fb2c80ca2a0bf19b3363a6063cJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=24b9ffc9-5e66-6ac4-2345-e80f5f396b1c&u=a1aHR0cHM6Ly9tYWdwdWwuY29tL2dlYXIvZGFrYS1vcmdhbml6YXRpb24uaHRtbA&ntb=1
sped_b1be3a4faedc06	Martin Islam	Salzburg	5081 Anif		0	0	62	[62] Martin Guitars | The Choice of Musicians Worldwide | C.F. Martin :: Drawing on generations of experience as a leading acoustic guitar manufacturer, Martin creates instruments and strings designed to … :: https://www.bing.com/ck/a?!&&p=f25b4e212e4ca8d735463e965a500f6e918a54933c1d238cdcddf2bea9429e2aJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=258630b2-49b4-63af-23ce-2774483a62f8&u=a1aHR0cHM6Ly93d3cubWFydGluZ3VpdGFyLmNvbS8&ntb=1 || [62] Martin Acoustic & Acoustic Electric Guitars | Martin Guitar :: Shop Martin Guitar Guitars and a variety of guitars, apparel, accessories, and more! :: https://www.bing.com/ck/a?!&&p=e26e203240ad28e88d14c7a759044187839236ea4ec4a3cdf756106031647bbaJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=258630b2-49b4-63af-23ce-2774483a62f8&u=a1aHR0cHM6Ly93d3cubWFydGluZ3VpdGFyLmNvbS9ndWl0YXJzLw&ntb=1 || [62] Martin (TV series ) - Wikipedia :: Martin is an American television sitcom that aired for five seasons on Fox from August 27, 1992, to May 1, 1997. The show stars … :: https://www.bing.com/ck/a?!&&p=52d3135a6ced1e86289a29cbd1b876106ecfb0758b3034a306217d81b598d7b8JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=258630b2-49b4-63af-23ce-2774483a62f8&u=a1aHR0cHM6Ly9lbi5tLndpa2lwZWRpYS5vcmcvd2lraS9NYXJ0aW5fKFRWX3Nlcmllcyk&ntb=1
sped_56a8f51f2a2719	Michael Lasch & Co. Gesellschaft m.b.H.	Wien	1170 Wien		0	0	62	[62] Michael (2026) - IMDb :: 24. Apr. 2026 · Michael: Directed by Antoine Fuqua. With Jaafar Jackson, Nia Long, Colman Domingo, Juliano Valdi. The early life of … :: https://www.bing.com/ck/a?!&&p=6fa8b19f4214c2e907b27930fd9841298278c02e409eb46202b729636fc3d2f1JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1ca24407-0c1e-6d19-281a-53c10d716cea&u=a1aHR0cHM6Ly93d3cuaW1kYi5jb20vdGl0bGUvdHQxMTM3ODk0Ni8&ntb=1 || [62] Michael (2026 film) - Wikipedia :: Michael is a 2026 biographical film directed by Antoine Fuqua and written by John Logan. It follows the early life of the American … :: https://www.bing.com/ck/a?!&&p=262f811d8f980d2b438475873812e7aa5212c07fc6de1e6e438ce5cc98d29eafJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1ca24407-0c1e-6d19-281a-53c10d716cea&u=a1aHR0cHM6Ly9lbi53aWtpcGVkaWEub3JnL3dpa2kvTWljaGFlbF8oMjAyNl9maWxtKQ&ntb=1 || [62] Arts & Crafts, Frames, Seasonal Décor | DIY & Inspiration | Michaels :: Shop the Michaels Arts and Crafts Store for the best selection of art supplies, crafting materials, and creative inspiration. :: https://www.bing.com/ck/a?!&&p=fdd722ce589185f1a81cefbd668a2c7702dcb9979036fa80f74761a4c4af45c6JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1ca24407-0c1e-6d19-281a-53c10d716cea&u=a1aHR0cHM6Ly93d3cubWljaGFlbHMuY29tLw&ntb=1
sped_421d5df2b9780c	Ferrum Cargo Logistics GmbH	Salzburg	5071 Wals-Siezenheim		0	0	62	[62] Home - Ferrum College :: Ferrum College is a place where opportunities exist and where success is possible. Small classes, dedicated faculty, experiential … :: https://www.bing.com/ck/a?!&&p=a28a481e236f22a7c54e3320bd296d9c4ee4cef2be55ac4f674e631957754c0fJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=09510fa5-69b8-6b24-0345-1863687c6a5b&u=a1aHR0cHM6Ly93d3cuZmVycnVtLmVkdS8&ntb=1 || [62] Ferrum College :: Vor einem Tag · Login News Events Blog Directory Stanley Library Blue Ridge Institute & Museum Smith Mountain Lake Water … :: https://www.bing.com/ck/a?!&&p=b68ec40e483d2614e6bfda893ffeab1a29093347df52ea97e5facd3c8a46e460JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=09510fa5-69b8-6b24-0345-1863687c6a5b&u=a1aHR0cDovL2NhdGFsb2cuZmVycnVtLmVkdS8&ntb=1 || [62] Ferrum – Machines and services at the highest level. | Ferrum :: The Ferrum Group is headquartered in Schafisheim, Switzerland, and has multiple companies at 12 locations across the globe. Our … :: https://www.bing.com/ck/a?!&&p=cb58c22a06578726b5705965cde4ea71ee0f9ea25b5fe863c9880a8103dded3cJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=09510fa5-69b8-6b24-0345-1863687c6a5b&u=a1aHR0cHM6Ly9mZXJydW0ubmV0L2VuLw&ntb=1
sped_c31261f308986a	Martin Krüger	Niederösterreich	2345 Brunn/Gebirge		0	0	62	[62] Martin Guitars | The Choice of Musicians Worldwide | C.F. Martin :: Drawing on generations of experience as a leading acoustic guitar manufacturer, Martin creates instruments and strings designed to … :: https://www.bing.com/ck/a?!&&p=fba9daeb750af015bb388437cf5bbca102a5f85864f120041820f872d4772ab4JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=25130a3f-f3ec-6e18-38d3-1df9f26f6f3d&u=a1aHR0cHM6Ly93d3cubWFydGluZ3VpdGFyLmNvbS8&ntb=1 || [62] Online Grocery Delivery and Pickup | Pharmacy | MARTIN 'S :: Visit MARTIN'S in person or online for easy grocery shopping, pharmacy refills, recipe inspiration, and more! :: https://www.bing.com/ck/a?!&&p=ba78a46695b4043a37621364c5afcf86368879becc19dfffaa741b967a346dc5JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=25130a3f-f3ec-6e18-38d3-1df9f26f6f3d&u=a1aHR0cHM6Ly9tYXJ0aW5zZm9vZHMuY29tLw&ntb=1 || [62] Martin Acoustic & Acoustic Electric Guitars | Martin Guitar :: Shop Martin Guitar Guitars and a variety of guitars, apparel, accessories, and more! :: https://www.bing.com/ck/a?!&&p=21ae7b54f6863f6404ed8d1990c7d420b869dcd30242d24aafd33ae605c9d5baJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=25130a3f-f3ec-6e18-38d3-1df9f26f6f3d&u=a1aHR0cHM6Ly93d3cubWFydGluZ3VpdGFyLmNvbS9ndWl0YXJzLw&ntb=1
sped_419aee833349f7	Michael Wofinger	Niederösterreich	2542 Kottingbrunn	https://www.palettenwerkstatt.at/	0	0	62	[62] Michael (2026 film) - Wikipedia :: Michael is a 2026 biographical film directed by Antoine Fuqua and written by John Logan. It follows the early life of the American … :: https://www.bing.com/ck/a?!&&p=969dcd39eeaede8d63d749fe4062caa6692b79fbb5eae49320a4d152df4bd3d3JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=3790c682-9d56-67a6-0df7-d1449c7a661d&u=a1aHR0cHM6Ly9lbi5tLndpa2lwZWRpYS5vcmcvd2lraS9NaWNoYWVsXygyMDI2X2ZpbG0p&ntb=1 || [62] Michael (2026) - IMDb :: 24. Apr. 2026 · Michael: Directed by Antoine Fuqua. With Jaafar Jackson, Nia Long, Colman Domingo, Juliano Valdi. The early life of … :: https://www.bing.com/ck/a?!&&p=9ca2473722069ce654fda1635ee4509702f838b5f367a16ec7836c80d691fa83JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=3790c682-9d56-67a6-0df7-d1449c7a661d&u=a1aHR0cHM6Ly9tLmltZGIuY29tL3RpdGxlL3R0MTEzNzg5NDYv&ntb=1 || [62] Arts & Crafts, Frames, Seasonal Décor | DIY & Inspiration | Michaels :: Shop the Michaels Arts and Crafts Store for the best selection of art supplies, crafting materials, and creative inspiration. :: https://www.bing.com/ck/a?!&&p=770400499ea0e1de58e42fe51dd4b8b6c72cae6ab1182e08060fc59fa8410617JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=3790c682-9d56-67a6-0df7-d1449c7a661d&u=a1aHR0cHM6Ly93d3cubWljaGFlbHMuY29tLw&ntb=1
sped_f29225e57d594d	NAZAR-Sped GmbH	Oberösterreich	4975 Suben		0	0	62	[62] Nazar (amulet ) - Wikipedia :: A Turkish nazar boncuğu Eye beads or nazars – amulets against the evil eye – for sale in a shop. A naẓar (from Arabic نَظَر [ˈnaðˤar], … :: https://www.bing.com/ck/a?!&&p=9375a1f6414c3788f70b7ab38b76e19cf010d41a0a8ff1bbb54422a4fdd8a394JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=13248beb-821c-6afb-03fc-9c2d833e6b62&u=a1aHR0cHM6Ly9lbi5tLndpa2lwZWRpYS5vcmcvd2lraS9OYXphcl8oYW11bGV0KQ&ntb=1 || [62] What Does Nazar Mean? Understanding the Evil Eye Amulet - wikiHow :: 2. Okt. 2025 · The nazar amulet is a charm believed to protect you from the evil eye. The nazar amulet, also known as the evil eye, is … :: https://www.bing.com/ck/a?!&&p=b1dd86df85659c463daa1c3df951ca8f699374d583ea03d723308d0081c6b43fJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=13248beb-821c-6afb-03fc-9c2d833e6b62&u=a1aHR0cHM6Ly93d3cud2lraWhvdy5jb20vTmF6YXItTWVhbmluZw&ntb=1 || [62] Nazar (TV series ) - Wikipedia :: Nazar (transl. Evil Eye) is an Indian supernatural thriller series produced by 4 Lions Films and directed by Atif Khan that airs on … :: https://www.bing.com/ck/a?!&&p=133e21963d0b7d8a09e09c0768c23f9284691b608cacf6a2b0e0e561a4c434edJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=13248beb-821c-6afb-03fc-9c2d833e6b62&u=a1aHR0cHM6Ly9lbi5tLndpa2lwZWRpYS5vcmcvd2lraS9OYXphcl8oVFZfc2VyaWVzKQ&ntb=1
sped_1ad2db85850f7c	Danube Sea Logistics e.U.	Wien	1100 Wien		0	0	62	[62] Danube - Wikipedia :: Danube is an Old European river name derived from the Celtic ' Danu ' or ' Don ' [21] (both of them being Celtic deities), which itself … :: https://www.bing.com/ck/a?!&&p=3db423d8019aa3ce0e9799ac354ad810282d65200df0764b2540c81b267ae2e7JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=096a9bdc-7de0-6560-3342-8c1a7c6a64b7&u=a1aHR0cHM6Ly9lbi5tLndpa2lwZWRpYS5vcmcvd2lraS9EYW51YmU&ntb=1 || [62] Danube River | Map, Cities, Countries, & Facts | Britannica :: 23. Aug. 2026 · Danube River, the second longest river in Europe after the Volga. It rises in the Black Forest mountains of western … :: https://www.bing.com/ck/a?!&&p=aa1aa13fb517216ec34737d95b2a75d8764c0f8cb7cb27dc0a2bdcb97b3e5ff2JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=096a9bdc-7de0-6560-3342-8c1a7c6a64b7&u=a1aHR0cHM6Ly93d3cuYnJpdGFubmljYS5jb20vcGxhY2UvRGFudWJlLVJpdmVy&ntb=1 || [62] The Danube River Has Fallen to Record-Low Water Levels, Revealing … :: 4. Aug. 2026 · The Danube River Has Fallen to Record-Low Water Levels, Revealing Nazi Warships, Bombs and Woolly Mammoth … :: https://www.bing.com/ck/a?!&&p=f685c0a94a37de3ad02658a52b19732b9117a5c8de97732a5ad92067fbac73a4JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=096a9bdc-7de0-6560-3342-8c1a7c6a64b7&u=a1aHR0cHM6Ly93d3cuc21pdGhzb25pYW5tYWcuY29tL3NtYXJ0LW5ld3MvdGhlLWRhbnViZS1yaXZlci1oYXMtZmFsbGVuLXRvLXJlY29yZC1sb3ctd2F0ZXItbGV2ZWxzLXJldmVhbGluZy1uYXppLXdhcnNoaXBzLWJvbWJzLWFuZC13b29sbHktbWFtbW90aC1ib25lcy1pbi1pdHMtY2hhbm5lbC0xODA5ODkyNTUv&ntb=1
sped_2c9d4e5e114f7b	AVS Plematl GmbH	Niederösterreich	2361 Laxenburg		0	0	62	[62] avs .army.mil :: We would like to show you a description here but the site won’t allow us. :: https://www.bing.com/ck/a?!&&p=33cc863d5329d90a9f530465f2758459e2d46cee7aa779e63eb3a8a7f742739cJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=23cbc862-793a-6c0b-01ea-dfa4789e6d03&u=a1aHR0cHM6Ly9hdnMuYXJteS5taWwv&ntb=1 || [62] AVS Video Editor - easy video editing software for Windows. :: Generate short video clips from text descriptions directly in AVS Video Editor. Create AI-generated scenes and continue editing them … :: https://www.bing.com/ck/a?!&&p=e3be0992e6411fc9a1f10abb999b0e89f02ed473bb4f2fd698dbebbd35992fe2JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=23cbc862-793a-6c0b-01ea-dfa4789e6d03&u=a1aHR0cHM6Ly93d3cuYXZzNHlvdS5jb20vYXZzLXZpZGVvLWVkaXRvci5hc3B4&ntb=1 || [62] AVS - Home :: AVS is known for its camaraderie, community feeling, and advancement of a broad range of high quality science and technology in … :: https://www.bing.com/ck/a?!&&p=82c65e4a5af6e6c3a1b333a34e668967108a83eeadedce23601064deb911c70eJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=23cbc862-793a-6c0b-01ea-dfa4789e6d03&u=a1aHR0cHM6Ly9hdnMub3JnLw&ntb=1
